n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
331,970,154,404,666,507.1155,19.1574,19.300000000000004
49,74,840,548,96,532.5036,45.3803,46.89999999999998
374,596,59,931,519,526.6524,26.9639,27.279999999999998
219,38,88,444,428,532.2198,42.6248,44.35999999999997
71,246,92,564,434,530.8173,36.4097,37.659999999999975
60,846,579,126,970,527.0181,27.8957,28.51999999999999
228,645,642,596,970,512.615,20.2611,20.510000000000005
63,590,599,406,50,532.4973,42.9363,44.30999999999999
999,226,47,570,879,526.1575,25.5389,26.1
136,296,429,147,553,529.4477,30.194,30.819999999999993
120,584,315,573,835,523.7121,22.8541,23.140000000000004
698,185,105,595,584,522.9182,23.3872,23.56
654,192,381,99,560,529.2323,30.1354,30.869999999999987
729,64,577,61,633,531.3234,33.8907,34.80999999999999
210,508,696,544,437,525.1249,25.8148,26.389999999999986
795,321,476,599,945,511.2851,20.4886,20.779999999999994
464,370,306,254,813,524.2696,23.7777,23.97
184,715,798,249,83,527.1389,30.0601,30.72999999999999
588,307,537,506,896,516.8348,23.7707,24.059999999999995
351,746,459,294,623,517.2832,20.5253,20.660000000000004
74,120,524,428,168,530.8168,36.3819,37.55999999999998
775,350,155,955,500,523.951,27.7737,28.709999999999983
431,40,985,684,79,532.1014,36.9659,38.29999999999999
782,571,586,808,896,496.6129,19.5136,19.729999999999993
837,321,348,711,358,520.7935,23.4622,23.909999999999997
608,508,593,816,467,507.2103,21.7546,22.15999999999999
70,860,95,967,276,528.5217,30.5466,31.38999999999999
485,713,680,66,62,528.499,31.2652,31.72999999999999
748,718,317,662,591,514.8738,21.4703,21.599999999999998
697,841,456,291,733,510.4715,21.2238,21.459999999999994
395,908,684,355,23,530.8639,33.8263,34.849999999999994
963,472,363,172,625,522.0005,24.708,25.109999999999992
119,505,60,223,786,529.4456,31.9153,32.56999999999999
294,132,756,253,407,521.4112,24.6229,25.06
400,938,892,508,82,520.3272,23.4517,23.699999999999996
170,459,411,562,284,522.5485,22.3999,22.740000000000002
904,140,838,440,884,521.3836,23.6818,23.85
563,285,723,425,367,518.1223,22.7752,23.029999999999998
699,905,389,980,236,513.1382,21.5006,21.809999999999995
154,84,180,154,237,527.2606,28.2824,35.429999999999986
674,238,12,496,851,532.601,48.9429,50.89
603,186,269,288,4,531.6425,42.4254,43.90999999999998
149,429,547,378,624,521.0193,25.7563,26.18999999999999
579,326,975,128,707,516.266,23.3063,23.66999999999999
879,527,973,632,670,503.3862,18.8786,19.08
692,757,55,467,921,515.6367,24.0505,24.829999999999984
891,798,974,895,696,493.751,18.4335,18.549999999999997
817,572,401,407,408,515.0058,23.0313,23.53999999999999
403,106,493,649,410,526.1684,27.835,28.43999999999999
63,195,68,213,451,530.4621,34.1165,35.15999999999999
166,112,348,615,53,531.9266,39.3219,40.45999999999999
104,0,580,154,549,532.1509,50.3524,52.36999999999999
103,971,372,628,26,527.2664,27.0072,27.719999999999995
72,895,212,628,385,522.5844,25.9166,26.349999999999994
152,649,258,978,355,523.6074,26.5454,26.75999999999999
616,372,485,125,118,529.1581,28.7017,29.209999999999994
869,499,477,491,495,502.9194,19.4148,19.63
319,87,147,104,767,531.4931,36.6321,37.489999999999995
350,758,271,490,848,513.9689,20.7966,21.059999999999995
708,165,528,23,210,531.9524,40.1892,41.52999999999999
973,974,540,370,150,518.3936,22.7266,22.9
706,556,936,27,776,531.5323,36.6641,37.26999999999999
540,305,658,884,93,523.8287,25.7136,26.11999999999999
712,865,267,530,375,511.6977,20.6286,20.929999999999996
930,171,364,790,228,525.1189,27.6604,28.06999999999999
545,554,797,514,337,511.671,21.1431,21.269999999999996
651,228,627,830,807,512.5081,21.0472,21.419999999999995
776,873,199,825,245,515.3625,20.1877,20.43
837,410,757,822,232,513.758,24.0558,24.959999999999987
204,530,504,364,748,522.1778,26.5277,27.03999999999999
29,28,809,286,483,532.0951,43.347,44.99999999999997
265,198,709,619,979,521.803,23.8614,24.349999999999994
352,457,827,959,740,504.3541,20.4596,20.679999999999996
357,977,997,373,82,523.9402,26.1817,26.849999999999994
225,104,232,481,201,529.8365,33.1627,33.98999999999998
345,209,494,639,921,516.1423,21.6352,21.919999999999995
624,860,1,490,931,495.3569,19.0396,19.199999999999996
668,352,818,658,86,528.4286,29.1153,29.68999999999999
854,676,122,931,397,517.1836,24.3774,25.05999999999998
801,728,768,204,489,512.622,22.4189,22.699999999999992
910,182,444,808,651,509.0454,19.9425,20.369999999999997
340,88,820,968,994,515.8721,22.8932,23.299999999999994
739,405,474,411,761,512.6489,21.4826,21.699999999999996
969,86,742,162,174,530.973,34.6968,36.009999999999984
130,28,154,604,926,530.8081,35.0798,36.17999999999998
476,825,671,149,626,512.009,22.8195,23.27999999999999
846,610,485,673,959,500.7112,19.6187,19.769999999999996
358,159,561,561,134,520.4893,25.0393,28.819999999999993
21,14,818,994,743,531.8203,53.6662,56.42999999999998
665,105,539,767,956,510.7304,24.5737,24.82999999999998
142,444,892,199,845,523.5925,27.0054,27.489999999999988
894,216,28,257,217,531.5559,34.9492,35.83999999999999
299,513,246,782,600,519.821,24.1102,24.279999999999994
333,265,557,429,854,515.4736,22.8553,22.96999999999999
134,62,931,757,362,527.916,30.6872,31.26999999999999
919,469,678,597,834,501.2862,19.4279,19.639999999999997
925,529,430,846,939,501.2542,18.896,19.089999999999996
899,513,133,544,155,523.2846,27.3631,28.00999999999999
536,522,19,893,450,531.6312,37.7854,38.96999999999999
795,187,623,4,794,532.1078,39.4191,41.08999999999999
