n0,n1,n2,monte_carlo,monte_carlo_max_hop,two_hop
243,606,557,67.38,8.27,8.2
133,378,937,103.16,10.91,11.719999999999992
618,485,640,75.16,6.51,6.720000000000001
594,67,620,100.75,12.11,12.959999999999994
13,930,857,141.06,16.44,17.440000000000005
480,265,564,63.84,7.2,7.32
239,196,734,84.11,7.67,8.440000000000001
481,553,856,55.22,6.31,6.4
562,487,406,40.41,5.76,5.92
654,881,154,64.22,6.82,7.039999999999999
237,650,155,117.8,13.14,13.119999999999994
888,948,535,43.89,5.16,5.84
399,759,15,121.91,15.69,15.839999999999995
687,795,65,85.29,8.02,8.48
163,776,980,66.18,7.76,7.5600000000000005
605,43,308,104.82,10.41,11.04
798,31,843,77.86,9.67,9.080000000000002
886,275,484,75.69,12.32,11.799999999999994
609,736,942,72.54,10.62,10.919999999999993
899,396,731,64.19,8.62,8.36
807,943,437,87.59,7.91,7.880000000000001
404,745,820,81.63,9.98,10.079999999999993
590,455,987,78.94,8.46,8.799999999999992
958,137,899,86.85,8.13,7.680000000000001
374,99,36,141.84,14.55,15.200000000000005
139,506,222,85.38,8.19,8.36
264,988,688,71.54,7.76,7.679999999999998
446,797,641,49.99,6.19,6.5200000000000005
875,308,431,81.79,9.82,10.759999999999991
519,853,395,73.12,9.01,10.319999999999993
587,359,546,92.28,9.95,10.639999999999993
599,417,598,63.23,6.14,6.2
237,925,344,81.7,8.23,8.36
698,937,951,93.61,8.54,8.6
29,876,286,110.85,11.81,11.280000000000001
620,687,712,81.02,6.42,6.600000000000001
167,715,881,83.6,9.05,9.360000000000001
334,987,554,69.32,7.06,7.44
926,585,582,69.24,6.66,7.039999999999999
106,730,671,57.65,6.09,6.64
216,648,851,72.4,8.01,8.640000000000002
587,273,291,69.44,9.85,10.319999999999991
127,64,493,87.43,10.85,9.840000000000002
874,654,495,46.43,5.68,5.4799999999999995
90,352,819,96.04,8.92,9.640000000000002
68,420,918,84.9,9.87,11.000000000000004
154,20,300,130.82,16.64,16.91999999999999
437,787,425,85.5,10.98,11.039999999999992
893,121,45,94.56,10.64,11.240000000000002
619,629,779,55.29,7.29,7.279999999999999
46,386,735,125.11,11.35,13.040000000000003
600,338,564,69.24,9.76,8.84
902,944,285,58.83,6.19,6.920000000000001
517,241,36,125.46,13.3,14.080000000000005
317,7,78,159.15,30.5,31.519999999999982
110,614,548,62.51,6.55,6.28
32,971,202,115.43,12.0,13.400000000000002
994,417,298,61.32,5.98,6.08
625,269,159,85.82,13.23,12.759999999999991
706,43,888,78.05,8.55,8.8
347,321,368,87.61,9.07,9.280000000000001
981,141,918,71.76,8.02,8.040000000000003
882,386,385,72.12,7.41,7.120000000000001
471,890,532,73.92,7.47,7.200000000000001
395,659,887,82.21,6.93,6.84
609,697,572,67.09,7.11,6.760000000000001
105,635,996,49.18,6.8,6.440000000000001
963,830,519,69.98,5.63,5.720000000000001
277,441,649,79.83,8.38,8.2
737,732,243,74.2,9.78,8.68
958,308,447,75.7,8.39,9.239999999999998
264,533,310,66.79,5.92,6.24
561,347,11,142.54,18.24,18.639999999999993
807,425,593,73.94,11.3,11.919999999999995
322,20,385,116.0,15.91,16.55999999999999
630,603,647,75.76,7.7,8.120000000000001
136,61,648,105.3,11.31,11.120000000000001
642,340,477,51.32,7.79,7.720000000000001
361,695,939,51.02,5.67,5.880000000000001
361,623,723,85.72,8.0,7.880000000000002
285,755,501,95.39,10.26,11.159999999999993
22,603,62,114.11,14.53,16.119999999999997
977,692,21,101.95,12.09,11.960000000000004
986,378,257,86.98,8.33,8.8
643,467,305,73.34,11.86,10.239999999999991
606,615,327,66.48,7.57,7.480000000000001
181,372,189,88.79,9.9,9.759999999999998
320,776,378,76.59,8.04,8.120000000000001
864,609,270,88.53,9.29,9.239999999999998
307,806,386,77.28,6.71,8.0
107,790,832,63.43,6.07,6.36
27,994,582,114.86,15.05,15.880000000000003
700,752,134,86.55,11.74,12.399999999999995
317,512,227,89.27,11.87,12.039999999999992
669,823,275,51.36,6.2,6.120000000000001
244,335,191,88.36,8.51,8.560000000000002
694,445,665,78.45,12.8,12.399999999999995
714,99,104,82.25,9.11,9.719999999999999
615,329,971,69.51,6.72,6.400000000000001
341,691,853,96.88,10.47,12.559999999999993
