n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,monte_carlo,monte_carlo_max_hop,two_hop
33481,46993,69473,3801,61030,32643,6796,20558,14838,48731,61481,32318,49906,71271,13365,75227,32680,1718,28407,10138.79,97.23,97.67999999999995
53497,36632,23865,51044,20919,9428,18188,58305,16606,17333,232,696,27453,28243,21739,21821,37919,41110,26068,10321.44,255.43,273.7400000000001
70677,26840,23811,25805,50229,39162,2827,47341,54382,21752,19097,34578,8537,43496,39499,443,44288,8653,40626,10310.01,242.87,258.1699999999996
46576,40116,63012,41391,24218,63074,61936,23084,7471,33578,2997,46877,52991,2368,71967,54896,47996,49330,75827,10339.91,79.24,86.21000000000005
1189,59352,6124,23713,25758,15600,32255,60582,45138,67173,46503,68773,32885,60666,14162,48142,38779,4801,56751,10322.55,185.68,196.5199999999996
11951,27326,44661,67224,47530,19424,44559,36133,71453,12068,40953,41523,40130,23262,10249,19512,40541,63411,21171,10324.66,59.63,60.12000000000004
6363,10611,69930,53200,4171,31108,45066,32795,59724,55280,19087,7301,4288,64692,43802,27139,17114,73930,17403,10336.78,189.94,210.30999999999946
54240,13976,22127,56958,48889,19561,7703,55134,38641,18507,59395,22189,68445,59446,63983,41641,62789,35918,38144,7147.8,27.31,27.33
61614,52925,19202,14753,49414,69697,23513,65447,44365,23608,11683,64469,35692,67525,71840,65906,47359,8271,46622,8876.58,34.12,33.82999999999999
4498,40068,47635,73310,36811,63659,34715,38515,44574,23415,1517,62167,71695,32858,42717,35872,60678,37857,65581,10347.32,145.77,157.00000000000006
46736,45597,35897,45296,53538,45881,22606,58954,47746,43822,67913,18593,69381,21780,26037,47451,62552,37074,10333,9944.62,53.86,56.300000000000054
54608,22521,67692,55154,39671,72510,35481,3620,25637,20974,57811,23690,28709,23662,5486,61811,29654,21724,7096,10337.93,123.11,116.00999999999934
17501,14526,41595,23795,63263,25344,71869,4673,54459,60991,46019,49846,9434,26786,31175,49022,86,45943,53133,10335.87,192.43,215.06000000000014
36507,53745,15083,71728,49005,4726,72080,39502,12428,38703,71463,67193,44482,38429,46087,16929,54932,53640,73914,7969.91,40.96,42.37999999999997
70567,48423,61272,18626,20548,50167,73906,62525,26103,17430,11905,46021,124,50050,14145,42734,74162,70703,18441,10347.51,158.9,181.49999999999943
42656,73963,49263,56256,56581,29666,64672,38206,62858,49778,50317,20844,34055,39426,65051,32908,54459,2578,41831,9501.86,39.79,39.42999999999998
40303,64455,37538,18781,62512,3116,15975,58126,32178,38417,5239,17883,51431,1730,62953,69804,73441,35885,31912,10332.72,85.77,85.63000000000008
62164,4818,32199,64240,35086,20285,37451,38428,64522,62210,67924,15489,2119,16519,39412,37007,69926,44056,38905,10348.22,124.54,126.25000000000003
69450,3488,60861,45844,47322,17364,4774,371,33085,72512,59718,14103,71511,25058,1908,56317,56063,75450,63160,10324.83,264.76,299.4599999999997
50524,62353,51362,25751,38856,60959,8657,39800,422,56730,37533,61924,40756,18701,21685,62706,71971,65232,43350,10336.03,165.36,181.65000000000018
70509,20123,55779,70963,6364,8967,30149,35023,11166,8246,3349,43653,56273,9005,53118,63791,6408,16171,16037,10234.94,66.55,67.17000000000002
28735,14569,17645,38337,57405,19625,23997,24285,54255,21126,8811,27936,5709,72811,14183,49702,9437,36683,7544,10337.74,67.08,71.54000000000005
74855,75399,15512,52236,17607,1306,56579,11984,41231,64152,64170,46321,49046,7307,18118,38630,19806,74533,66301,10344.56,151.69,158.92000000000013
38041,72730,72074,28913,34504,8281,72309,30884,33317,37151,67763,17534,30725,48655,59419,50974,23503,17194,2449,10131.09,66.05,70.36000000000001
44774,11173,75133,4711,11950,16356,66383,59441,31271,51098,60638,62975,42373,14099,69560,3861,71054,50412,7033,10331.48,131.56,133.29999999999944
19765,56273,29240,15214,10980,64414,27721,18319,49265,46438,30804,37984,43681,45701,50560,49563,17881,46964,38785,8157.66,31.89,32.199999999999996
56805,47476,67828,4764,75138,28164,23663,51840,8294,12713,4863,4347,24424,26529,25637,5171,64229,63044,45680,10329.25,136.09,143.12000000000012
57,55966,61628,39393,56183,42370,61023,60541,13074,25113,20273,20845,9331,49104,50548,61559,19937,72360,33301,10348.96,327.62,377.16000000000025
14448,36363,21173,37624,30823,4345,63181,4206,45127,48361,41427,7719,2849,59855,61830,20443,15455,42505,38155,10344.94,220.35,219.32999999999967
59490,31450,21394,4395,26348,3267,75329,30208,10250,52569,47743,40873,24179,61346,47377,37112,8765,61346,21411,10323.09,163.47,175.57999999999953
31527,23022,27363,5756,56445,35482,822,60544,7977,59380,53761,22250,5891,4360,71882,68018,74081,45876,12296,10316.02,100.86,103.71000000000015
9334,31063,64377,12051,61769,7046,31911,6613,65197,52077,7882,6278,33479,53408,58441,40101,6729,4928,25493,10333.09,139.69,139.12000000000018
23512,66667,52737,24649,69639,30634,11057,41141,14153,11379,71032,21225,9879,28103,2281,57830,70730,46873,63771,10335.38,90.24,93.78000000000006
55467,74897,49365,68461,17398,1619,40319,58856,29356,72674,15163,18181,40857,63336,11486,34534,52769,41009,17389,10328.89,112.64,120.72000000000008
17014,70354,10745,61814,32092,11052,56184,75626,32163,36153,8053,64573,32607,6295,26195,37488,48989,12914,9420,9616.05,59.31,61.31999999999945
55125,41147,49789,72887,9,37474,17241,75330,3711,57957,18805,2452,6186,56045,35087,13964,50122,73653,17071,10323.87,165.02,179.36000000000013
42110,8641,40166,22198,18000,34418,65237,42364,37423,4461,8326,71092,73036,3655,3600,15946,6636,17054,46812,10329.68,279.71,315.8
57141,33838,2178,30290,69132,56217,16426,47501,26369,43302,46955,1631,21403,21386,12490,35148,69509,22438,18878,10324.98,216.73,236.0499999999995
58486,56958,56289,15493,43710,41559,58435,29922,60423,56905,22482,57858,6347,21048,69809,62037,64411,211,13574,10310.0,181.82,193.04000000000016
16630,54979,6856,27204,142,4308,75627,30910,63175,46437,51474,60842,28261,26388,36312,26365,39744,73719,67610,10342.4,191.3,208.54000000000028
46791,31661,48057,46107,32537,8135,64798,52541,45766,18750,18720,31238,64240,50013,4947,12290,22224,52034,12939,10344.28,108.13,109.82000000000014
36889,26124,42475,62541,61622,69961,11941,26080,49340,1321,13570,67075,24214,50999,2912,41581,3545,40904,67317,10215.91,78.69,77.3000000000001
50179,65691,62403,71520,52311,58949,73067,8012,70348,19218,54614,47552,2642,68446,27104,37247,37538,10190,3583,10036.78,55.87,55.75999999999999
11438,46644,54146,40211,1895,35992,30724,9441,4953,11577,39399,46058,73658,27360,63319,67723,12050,15868,31337,10336.19,442.58,495.5500000000002
44821,71297,55519,51565,387,51139,49542,23348,69249,27155,42127,50680,42495,14274,72538,49023,32638,13115,27880,10335.21,239.36,258.9500000000001
38516,40052,35083,10215,21944,10049,54137,24305,29445,8216,74700,74172,71554,53348,54637,30246,55757,63338,69306,9923.78,45.8,46.15000000000004
32026,39626,54824,36798,11065,43345,24541,55288,3994,19552,15151,38752,73737,72746,73842,24101,56862,24940,42736,9908.47,54.06,54.74000000000006
13410,43272,9988,8046,63530,18049,68070,9540,41739,24819,61340,50348,30024,62483,13211,207,25366,20531,14627,8052.86,43.69,42.83000000000009
12167,44005,19917,48194,13749,75362,57821,42304,23990,71969,13542,47885,13484,8448,25623,27055,42490,49078,22658,8786.84,39.31,37.58000000000004
60119,10981,32224,52854,71233,61079,49175,736,15407,49074,17399,430,64947,49947,44905,9462,64315,38787,2075,10331.58,494.58,547.9500000000002
15315,62785,46417,25614,45041,50081,18562,38088,65373,11613,75455,14403,38793,53490,44164,8289,68058,56674,6605,10338.47,125.49,125.62000000000006
28880,55149,31173,35528,9617,19114,35525,12585,72528,62594,56681,23581,70957,50631,32116,12035,59305,46631,16910,10232.34,48.56,50.290000000000035
10960,671,18456,47322,2150,2791,32879,73705,60061,50176,67733,10277,6963,28650,25406,58018,1598,61851,68053,10328.45,436.0,487.8499999999995
11186,36590,61650,66560,2948,6946,20972,51474,65558,56976,4725,28258,3122,55264,54166,56668,49615,1953,21833,10345.4,158.15,161.5300000000001
44357,19427,39711,25000,55330,10056,48430,28402,51587,55235,24988,35508,18252,61582,47633,37553,312,16165,22180,10349.09,87.16,87.82000000000001
59987,10081,9687,49961,4707,53683,19605,25759,2422,64727,41636,60046,17869,61362,31005,10126,47818,4076,1884,10341.28,365.09,386.86
24222,56232,11217,34956,17216,48882,43796,28128,19920,38506,67937,73083,11804,37177,14546,13872,52353,49150,39792,10339.17,90.14,100.59999999999943
48325,62610,71770,58112,31577,74536,18411,34480,2296,71480,1655,50496,17511,31132,63065,7326,1067,1994,27698,10330.88,345.03,370.15999999999894
54899,30464,66081,30936,40202,7347,65607,31263,5018,50526,45318,2804,73106,39025,57616,58985,13440,16177,48555,10227.39,73.12,73.13000000000008
74542,69476,36130,51187,49521,39553,21842,10142,58815,7235,27795,69303,50953,12905,67293,39218,72315,48902,53570,10220.0,67.61,68.03999999999999
18088,59795,46001,8278,64786,502,74176,74017,27179,74295,59498,5532,7841,11524,15319,44840,18846,49043,44667,10316.42,252.83,269.39000000000027
34511,36142,63432,18854,16300,34354,32943,3252,33072,50936,21785,32206,34523,57493,23190,17996,74137,6809,46540,10341.31,82.35,83.11000000000001
73560,16182,1264,59754,5674,64798,5212,3408,53923,15394,54080,69629,58027,75635,29035,70308,14552,8393,12164,10323.58,212.5,221.13999999999965
5575,8760,60331,39825,68748,70924,9090,35829,15797,53102,40016,33902,59431,39143,39197,196,42309,67600,65278,10336.21,179.61,188.37999999999946
61018,49918,20371,28364,34519,41238,26902,59980,11560,19688,46233,10370,55732,57377,67916,51732,22912,25778,18193,9811.7,58.0,57.36999999999995
64383,22255,65820,58609,75139,45095,2235,19013,56866,35105,73818,64718,65881,70269,28404,72784,31430,22033,54998,10131.77,63.11,64.12
72386,32940,41092,38482,14132,25700,33974,55758,46867,67666,34681,63791,11307,15266,14486,44094,12575,13494,37298,10253.06,64.93,73.46999999999953
23440,6532,71182,50348,22572,43868,34167,13087,53523,43163,12573,40885,8443,38360,44189,53809,53549,8220,8673,10345.75,94.03,101.40000000000012
39508,9031,23611,5161,12387,66371,53295,13654,60525,54545,9399,29647,55275,3523,74052,70928,38008,14136,67052,10345.57,125.93,130.50000000000003
42374,47470,9932,61095,49843,13467,22304,32248,15047,70438,12460,10971,71136,49883,57340,15056,35675,40167,72212,10234.06,91.78,98.73999999999948
59493,56082,5132,27427,67457,17520,50039,23705,25156,42688,69338,9329,18281,40127,7022,61078,40161,58088,72470,10330.54,116.68,121.29999999999997
75232,65558,33528,37242,21760,33585,59858,61672,52946,12889,17589,26571,59919,13450,58354,30671,17482,32733,21981,9189.26,39.52,41.61000000000004
11761,58509,33688,60812,21387,63152,13791,39052,33014,46696,6880,71108,72807,16028,27086,3109,44101,75708,63080,10132.27,77.3,84.10999999999947
64056,68329,36971,43751,7585,37831,17409,68671,55058,38564,54348,48552,16809,37990,25516,4302,137,63895,20920,10333.46,409.55,468.21999999999895
40952,54720,36977,55156,60416,44544,68710,66211,42971,1862,20880,75618,64820,158,70651,63274,61039,48913,5658,10331.79,285.08,316.0899999999999
