n0,monte_carlo,monte_carlo_max_hop,two_hop
232,517.8,8.26,8.569999999999995
379,424.14,5.6,5.3
985,342.25,4.33,4.29
384,361.86,5.42,5.929999999999996
129,587.76,14.91,13.369999999999981
197,518.99,11.63,10.289999999999992
721,343.97,4.16,4.25
44,662.78,23.63,23.30999999999998
87,611.18,13.12,12.879999999999992
140,558.79,10.9,10.779999999999992
253,499.81,7.79,7.709999999999997
830,342.73,4.0,4.37
518,398.3,5.28,6.099999999999997
214,489.13,9.44,10.899999999999988
410,434.98,6.73,6.329999999999998
657,444.46,6.4,6.079999999999996
31,664.9,17.06,19.389999999999986
470,416.25,4.0,3.9600000000000013
499,470.67,7.35,7.129999999999996
464,415.79,4.99,4.8100000000000005
399,444.18,4.72,5.4799999999999995
506,459.04,6.58,5.989999999999997
586,447.61,6.3,6.419999999999997
196,587.16,8.99,9.769999999999998
918,338.34,5.4,5.279999999999997
850,338.18,4.52,4.659999999999998
412,464.32,6.31,5.929999999999999
91,623.51,14.56,15.669999999999987
496,374.97,4.44,3.810000000000002
239,538.98,8.76,8.339999999999996
777,445.91,5.37,5.909999999999997
20,671.41,34.97,35.51
717,397.45,6.31,5.379999999999998
273,445.1,6.21,5.99
532,404.07,7.03,6.649999999999997
417,478.65,6.99,7.049999999999999
485,496.96,5.37,5.53
923,269.34,4.96,4.839999999999999
933,278.92,4.06,4.069999999999999
388,424.88,5.59,6.009999999999998
743,316.6,6.13,5.499999999999998
116,620.02,12.58,13.089999999999993
678,391.8,6.54,6.499999999999993
264,450.45,7.09,7.179999999999996
99,634.55,13.57,13.479999999999992
833,390.92,5.39,5.389999999999996
64,663.73,18.75,19.09999999999999
395,457.78,6.45,7.099999999999998
635,424.78,5.09,5.249999999999998
849,359.79,4.59,5.669999999999996
386,534.65,8.41,8.339999999999995
110,502.93,11.77,12.029999999999987
676,381.77,5.88,6.309999999999995
59,665.41,21.76,22.399999999999984
346,539.44,7.96,6.620000000000001
240,456.61,8.91,8.319999999999993
707,355.77,4.65,4.15
88,538.95,11.03,11.80999999999999
509,437.96,5.18,6.769999999999993
925,356.53,4.54,4.42
665,370.87,5.35,4.989999999999998
529,484.32,4.53,5.320000000000002
923,378.12,4.85,4.839999999999999
212,506.73,9.57,9.009999999999994
595,409.2,5.51,5.7799999999999985
827,289.83,3.65,3.56
145,504.89,9.01,8.839999999999998
621,377.92,7.42,6.789999999999992
65,628.0,13.86,13.029999999999996
552,396.3,6.12,6.999999999999994
968,375.45,4.2,4.030000000000001
38,671.18,26.61,27.459999999999983
500,492.39,8.68,7.599999999999994
718,432.37,5.24,4.68
198,514.8,8.37,8.929999999999993
151,566.42,10.47,10.089999999999995
968,303.94,4.04,4.030000000000001
880,443.46,6.98,7.1799999999999935
592,391.78,5.21,4.869999999999999
467,418.33,5.55,5.58
746,430.05,5.6,5.1499999999999995
598,346.01,4.57,5.259999999999999
902,257.32,4.97,4.539999999999998
455,418.83,5.68,5.3
292,556.41,7.15,7.500000000000002
570,449.96,7.2,7.159999999999994
365,430.71,5.47,5.899999999999997
875,324.5,5.55,5.439999999999996
899,355.22,5.53,6.0799999999999965
436,425.08,5.27,5.809999999999998
138,591.67,11.29,11.439999999999989
162,592.3,9.37,10.370000000000001
782,430.17,6.9,6.309999999999994
615,455.49,7.38,7.279999999999993
99,608.82,12.16,13.479999999999992
544,430.15,6.97,6.439999999999997
706,394.5,6.96,6.329999999999996
321,532.81,8.22,8.889999999999995
718,377.3,4.67,4.68
365,401.81,6.24,5.899999999999997
