n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
29714,48550,49200,16558,25312,5738,11165,17936,32432,66369,27446,65.65,32.64,29.870015245636175
52521,3970,60179,63884,59392,51180,64878,75120,25196,52780,11739,17.56,14.87,15.309773673392408
63582,30694,2620,34965,68180,53433,62170,49686,14906,33863,12735,63.98,26.32,29.50205664621692
8269,50642,49441,14120,7609,44359,30725,11279,65218,67739,27252,28.29,16.27,17.293253176990902
18630,8437,70741,4910,64050,25408,19425,59803,58344,37441,73049,12.27,12.23,12.375701467755643
46752,55852,17691,20748,12794,69705,41128,46796,64832,66010,25906,43.75,17.98,18.2586449704435
40473,19681,46627,69300,37270,66819,9361,66508,71425,28829,45115,53.31,33.61,32.90767132815208
31966,1561,38758,44988,28808,34975,4411,55496,33393,49404,39105,89.67,25.51,25.81690815199587
54646,22970,51939,15238,21781,3359,26451,21060,39327,15267,1732,27.04,22.53,22.05426235649283
49866,44802,22302,74596,57095,30371,18224,53752,73924,58465,53366,28.51,16.82,17.083421910744097
54783,10504,9171,37846,12466,4460,11174,13962,68281,69112,47207,71.11,36.39,37.94442645795546
20140,66181,63994,19468,8254,24861,2220,18401,44668,50637,75192,33.86,18.19,17.985232968663016
15826,39244,46064,42655,47978,385,65407,27535,7951,4341,22540,98.8,31.51,34.79250775668434
23304,44239,56496,57871,15853,10925,26274,29357,65170,62021,20253,16.02,12.59,14.617654789079657
49949,15993,14216,59334,16574,57603,67434,11852,61773,73906,51609,23.55,16.19,17.437712224922976
47291,59681,29559,6675,25887,6412,58487,14600,14179,27684,603,52.46,30.45,32.5856638336474
2964,47723,56678,69190,12233,65874,74576,26303,65736,30072,42481,30.09,24.78,23.925956061007533
68909,50346,68130,25713,876,37952,38860,10469,42078,52806,29316,54.19,15.46,15.237488859196105
38852,10436,71740,54982,48398,42051,67669,39606,46775,38774,14325,47.19,26.62,28.396115298444755
25656,63597,48492,49623,40893,26902,38075,52038,50262,68636,46633,26.22,15.4,15.59501668588668
47472,56033,25674,64217,69328,66495,10745,35238,21423,8995,65305,27.01,17.54,17.351441127599287
