n_nodes,influence,n0,n1,n2,n3,n4
5,87.8962,1,6,743,8,9
5,83.8546,591,6,743,8,9
5,83.8546,591,6,743,8,9
5,83.8546,591,6,743,8,9
5,83.1933,834,6,743,8,9
5,83.1933,834,6,743,8,9
5,83.1933,834,6,743,8,9
5,83.1933,834,6,743,8,9
5,83.1933,834,6,743,8,9
5,75.6013,834,6,87,8,21
5,74.8519,1,50,6,743,8
5,74.8519,1,50,6,743,8
5,73.6292,21,259,6,445,8
5,73.4949,426,6,743,8,21
5,73.4949,426,6,743,8,21
5,73.4949,426,6,743,8,21
5,73.4949,426,6,743,8,21
5,72.9982,254,6,743,8,21
5,72.8945,21,259,743,8,6
5,72.3959,834,6,75,8,21
5,71.8711,834,6,250,8,21
5,71.5471,834,6,818,8,21
5,71.5471,834,6,818,8,21
5,71.5471,834,6,818,8,21
5,71.5471,834,6,818,8,21
5,71.5471,834,6,818,8,21
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
5,71.5280,21,834,743,8,6
