n0,monte_carlo,monte_carlo_max_hop,two_hop
60687,2729.38,1.99,1.7200000000000002
48930,1.0,1.0,1
35013,1.0,1.0,1
18158,3412.64,4.2,4.6399999999999935
24398,4600.44,3.42,3.519999999999998
843,17084.4,454.27,535.8000000000005
44345,3931.13,2.13,2.3600000000000003
65900,4267.43,2.01,2.760000000000001
60780,3248.86,2.0,1.9600000000000004
10592,11436.79,34.62,32.840000000000146
43781,1.0,1.0,1
72649,1.1,1.18,1.24
5360,3934.62,2.42,2.6000000000000005
49678,3774.02,7.66,6.599999999999987
22205,12129.78,16.28,16.759999999999977
59247,7006.77,11.28,13.64000000000004
55389,2562.7,1.57,1.6400000000000001
20598,2394.27,1.91,1.9200000000000004
22076,15869.2,15.52,15.560000000000004
31196,3931.53,2.26,2.440000000000001
6728,17075.92,89.07,90.2000000000001
14542,5466.78,35.27,24.480000000000185
17357,14348.63,21.86,20.87999999999997
66357,854.88,1.36,1.32
8300,8545.89,13.29,14.839999999999973
50287,5806.85,3.19,3.000000000000001
13326,16928.95,92.46,91.59999999999911
38165,1.0,1.0,1
26864,2566.63,2.69,3.7599999999999967
29399,1.0,1.0,1
55280,1.18,1.17,1.2
11496,11944.24,19.55,20.31999999999996
34961,3244.53,2.82,2.2800000000000007
27510,1.0,1.0,1
51975,859.39,1.29,1.24
36855,1.0,1.0,1
44782,2396.39,1.64,1.56
5661,1.0,1.0,1
26146,1.0,1.0,1
690,17098.63,223.48,253.52000000000035
53895,3932.81,3.43,7.359999999999984
7181,1.0,1.0,1
49652,4267.56,15.71,11.720000000000041
64449,4099.33,2.65,2.7200000000000006
18237,3755.98,12.83,11.44000000000004
3077,8046.02,15.3,14.919999999999991
31029,1.2,1.16,1.2
55669,3418.54,5.53,5.999999999999989
14686,1.0,1.0,1
507,17085.14,195.33,210.00000000000017
15890,1.0,1.0,1
75851,2908.73,15.03,11.480000000000041
25909,8206.73,12.0,11.399999999999986
26614,1.0,1.0,1
43282,3585.61,1.97,2.480000000000001
1081,17090.83,161.9,188.0399999999996
10944,16900.98,74.64,78.79999999999976
17456,2395.51,6.48,9.800000000000017
70748,1.35,1.4,1.4
2289,15210.57,54.86,50.080000000000105
65641,343.41,1.18,1.24
11119,8377.97,15.68,14.959999999999974
75101,3252.18,3.12,2.9599999999999995
65108,2221.18,1.36,1.4
70462,1028.33,1.18,1.24
25975,1.0,1.0,1
55064,5117.17,4.4,4.879999999999993
9020,14500.54,31.73,32.27999999999996
52184,2900.11,4.35,3.7999999999999967
25187,3925.51,4.6,5.199999999999991
12244,3249.44,3.63,3.599999999999998
19052,5302.45,4.74,5.399999999999999
22617,1.0,1.0,1
5400,5468.43,104.58,89.03999999999773
7100,17100.17,116.5,128.5199999999999
35388,1.0,1.0,1
72752,1.27,1.37,1.28
19569,6664.47,6.92,5.479999999999993
35168,12287.46,32.87,29.520000000000042
75403,4786.94,9.69,10.640000000000029
4487,1.0,1.0,1
15903,1.2,1.18,1.2
52739,5469.72,5.18,5.679999999999998
31036,2395.28,1.75,1.72
21199,3579.3,2.81,2.520000000000001
66179,1712.09,1.74,1.72
5640,1.0,1.0,1
47965,11621.86,19.59,22.760000000000066
68427,3083.59,2.02,1.9200000000000004
74086,2393.32,17.31,15.360000000000097
11369,17085.24,56.48,65.92000000000002
45507,8710.39,13.35,12.760000000000012
14413,1.0,1.0,1
47915,5812.91,4.67,5.559999999999993
59152,1705.77,1.45,1.52
27529,1.0,1.0,1
52713,4604.71,4.97,4.999999999999993
26053,1.0,1.0,1
75292,3245.3,2.82,4.999999999999993
2407,1.0,1.0,1
