n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
84890,248477,39544,103500,170638,12657,18988,37.33,24.15,24.703131003822026
215292,140478,24675,95863,152774,15204,238473,23.48,18.01,18.390591246056896
133021,56281,9829,22530,113677,109621,18312,24.75,18.61,18.743558095343808
63088,23779,144453,111285,15495,216754,148230,25.65,18.72,19.299842594833844
32453,248368,58520,165314,164477,152829,248436,33.05,21.94,21.371776598609305
16216,151284,153496,103987,12999,255919,57955,26.71,18.17,18.236960906465058
12211,145926,225042,34910,75919,109874,37815,20.78,15.4,16.424183917770833
141737,30878,149661,80866,146868,213942,178782,28.64,19.26,19.827984695654802
47376,27015,152462,149737,167487,49249,97621,24.55,18.93,19.696004584499228
25540,143587,186675,16459,147945,15624,162269,28.44,19.18,19.068282706031336
53990,130132,178362,139387,112090,203745,82351,25.78,21.12,21.18907154119713
122054,153501,242074,118799,94786,78582,65123,37.08,22.88,23.372567356257026
208241,47124,183237,204427,63988,21457,150581,25.53,19.16,19.672848347476634
78708,137677,129791,229412,90040,191219,117659,33.41,22.91,23.780089053514363
75481,159634,256946,19189,30950,134200,109608,17.89,15.07,15.427205732547517
43243,198479,89667,39841,244651,128178,110545,30.0,20.32,20.991421640895524
10277,252187,175168,20347,200427,146296,150215,21.75,16.18,16.914534014839766
206856,229501,214526,82247,89161,182267,91797,29.26,19.52,19.438770328753737
155810,130200,152016,208900,119591,18025,220192,26.42,18.44,20.02750216184358
24535,247642,70762,124282,182725,174103,17039,24.82,18.94,18.981761524317683
15904,191669,183891,81161,169640,151505,260334,33.81,19.68,19.564548414453476
178582,215462,116822,74605,187859,101132,232532,34.75,20.39,20.387104471967152
175283,90965,5914,246585,121030,93182,44052,23.52,17.79,18.41014742668857
160148,30695,129418,15454,57201,201387,75348,29.18,20.23,20.930184818856333
33905,193557,64910,104306,102485,240337,228438,34.79,21.43,22.51720719312775
130156,21123,43611,117751,105288,144032,72833,21.76,18.62,18.385805410355047
231573,35894,214769,112858,226488,144236,72986,36.39,24.49,25.022687465793517
185177,108867,258596,94049,178971,231785,99730,28.54,19.39,19.905998460213613
251063,60490,39563,21753,46194,39661,60806,30.87,18.8,19.199428207272916
172626,61167,3162,127130,217866,154435,47800,41.82,22.55,23.286094353592105
68877,73906,1073,38188,109824,140139,96797,22.92,16.27,16.59046917288897
159858,148462,83522,249848,32896,181008,225234,30.28,19.46,20.10971787514942
135132,249095,161898,171695,177261,193930,14153,29.74,22.17,23.524417413733307
119706,235807,228322,204464,249531,229248,178408,33.47,19.73,20.801285958195955
209157,146609,102859,104351,104589,103316,27141,20.8,14.54,14.551570447677008
126228,166275,104973,16317,49967,17654,258124,30.29,19.25,19.54157630710883
54726,115507,42546,28817,89143,157477,13782,29.41,17.9,18.810200798410325
