n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
137,582,867,821,782,64,261,120,507,779,460,27.12,17.19,17.250000000000004
483,667,388,807,214,96,499,29,914,855,399,27.65,19.28,20.299999999999997
443,622,780,785,2,712,456,272,738,821,234,24.95,18.76,18.709999999999997
605,967,104,923,325,31,22,26,665,554,9,37.93,28.9,28.270000000000007
961,902,390,702,221,992,432,743,29,540,227,23.12,16.13,16.750000000000004
782,448,961,507,566,238,353,236,693,224,779,24.88,17.54,18.420000000000005
470,975,296,948,22,426,857,938,569,944,657,22.35,16.79,16.670000000000005
102,190,644,741,880,303,123,760,340,917,738,22.22,18.16,18.13
996,728,512,958,990,432,519,849,932,686,194,20.63,16.45,16.0
310,290,601,996,903,511,866,963,517,402,603,19.74,16.25,15.910000000000004
873,35,491,248,761,816,413,424,680,177,375,23.61,18.65,18.29
561,903,719,794,690,755,383,88,449,679,520,23.91,18.15,17.89
110,797,167,533,860,402,379,501,750,30,480,22.05,17.38,17.37
44,315,720,868,629,607,592,403,662,174,172,27.79,20.59,20.25
514,232,12,789,204,552,942,880,561,237,414,27.9,21.58,21.13
526,352,975,867,591,361,470,931,275,675,561,21.0,15.72,16.01
623,980,746,5,392,802,877,840,977,907,960,23.96,19.38,19.64
758,524,828,132,531,796,574,210,436,972,57,27.2,20.68,20.47
492,890,373,583,567,204,963,516,423,496,832,19.96,16.17,16.28
365,424,354,1,551,553,638,805,627,339,469,24.31,17.3,17.220000000000006
614,28,823,235,650,181,563,598,185,881,93,34.35,21.7,22.119999999999997
817,564,816,871,836,953,261,33,861,966,689,27.8,18.45,18.44
72,85,888,17,463,14,772,773,287,255,275,33.69,24.12,24.570000000000004
112,816,639,189,352,297,71,171,163,261,540,25.81,19.28,19.240000000000006
974,172,672,279,663,728,301,465,719,329,508,23.03,18.52,17.81
485,116,24,319,395,351,431,815,192,264,111,30.62,22.35,22.459999999999997
259,921,747,522,214,988,620,442,836,998,21,26.7,19.27,19.91
230,18,406,149,36,736,982,164,456,721,518,32.32,25.03,24.990000000000002
694,436,557,852,225,999,645,816,711,528,461,21.51,15.65,16.320000000000004
228,536,664,31,404,691,589,822,328,675,646,27.39,18.46,19.080000000000002
436,60,755,305,128,991,217,896,48,313,72,30.72,21.41,20.85
879,78,317,939,961,305,761,162,426,578,258,24.08,18.31,18.22
133,8,574,899,870,38,604,839,222,985,922,28.87,20.33,19.870000000000005
583,471,175,847,888,890,997,798,720,637,521,21.0,17.61,17.060000000000002
38,387,205,355,101,210,587,690,918,443,605,27.24,19.61,19.85
198,504,106,960,681,399,303,516,511,17,333,26.27,19.79,19.990000000000002
