n_nodes,influence,n0,n1,n2,n3,n4
5,48.6800,7,423,18,83,20
5,48.6800,7,423,18,83,20
5,48.6800,7,423,18,83,20
5,48.6800,7,423,18,83,20
5,48.5600,7,423,18,83,20
5,48.1300,7,423,18,83,20
5,47.6700,7,423,18,83,20
5,46.5900,7,423,18,125,20
5,46.3300,423,7,689,18,13
5,46.2500,7,423,18,689,20
5,45.6600,7,423,18,689,20
5,45.5400,7,423,18,689,20
5,45.5400,7,423,18,689,20
5,45.5400,7,423,18,689,20
5,45.3000,7,423,18,83,148
5,45.3000,7,423,18,83,148
5,45.3000,7,423,18,83,148
5,45.3000,7,423,18,83,148
5,45.3000,7,423,18,83,148
5,45.2300,7,423,18,689,20
5,45.0800,423,7,304,18,20
5,45.0500,706,7,689,18,20
5,44.9700,7,423,18,689,20
5,44.9700,7,423,18,689,20
5,44.9700,7,423,18,689,20
5,44.9700,7,423,18,689,20
5,44.9700,7,423,18,689,20
5,44.9700,7,423,18,689,20
5,44.9700,7,423,18,689,20
5,44.5900,7,423,18,689,20
5,44.5900,7,423,18,689,20
5,44.5900,7,423,18,689,20
