n_nodes,influence,n0,n1,n2,n3,n4
5,31.2500,36,77,181,28,21
5,30.9900,36,146,21,181,28
5,30.7600,36,146,21,181,28
5,30.7600,36,146,21,181,28
5,30.6300,36,77,21,474,28
5,30.6300,36,77,21,474,28
5,30.6300,36,77,21,474,28
5,30.6300,36,77,21,474,28
5,30.3400,36,146,21,181,28
5,28.8800,18,241,21,181,28
5,28.3300,18,241,21,474,28
5,27.2000,36,828,21,474,28
5,26.9200,430,146,21,181,28
5,26.7200,430,146,21,181,28
5,26.5800,246,146,21,474,28
5,26.4900,430,146,21,181,28
5,26.2800,430,274,77,181,21
5,26.2800,430,274,77,181,21
5,26.2000,430,146,21,181,28
5,26.2000,430,146,21,181,28
5,26.2000,430,146,21,181,28
5,26.2000,430,146,21,181,28
5,26.2000,430,146,21,181,28
5,26.0600,241,146,181,28,21
5,25.8800,241,430,181,28,21
5,25.8800,241,430,181,28,21
5,25.8800,241,430,181,28,21
5,25.8800,241,430,181,28,21
5,25.8800,241,430,181,28,21
5,25.8800,241,430,181,28,21
5,25.8800,241,430,181,28,21
5,25.8800,241,430,181,28,21
