n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
3792,5023,3058,2188,1134,1524,7098,5543,52,2771,4118,1275.61,28.24,26.800000000000058
3798,4953,662,2736,4540,5051,5735,335,5965,3104,1387,1643.92,52.08,56.31000000000005
5762,3702,5939,3461,1287,1379,1949,420,908,1084,4147,1651.12,123.97,130.44999999999996
4836,518,6342,5639,3142,6468,6112,832,2385,1679,5523,1651.45,66.07,70.05
1837,5944,6496,3455,718,6328,2185,1719,3248,2303,2798,1642.96,80.1,84.88000000000002
6631,353,1634,5806,43,3368,448,3103,6928,4028,1139,1663.82,98.17,103.68999999999994
192,1939,3479,6031,6969,917,4889,31,993,6261,4740,1668.96,157.11,167.72000000000006
1619,6981,1663,2705,67,684,1091,4421,143,4102,694,1656.38,134.48,134.5900000000002
4693,4069,4403,1623,3441,563,3261,1574,5232,6266,765,1393.01,35.64,38.69000000000006
5741,4749,1190,1413,4988,5895,337,443,2211,4547,5596,1553.79,35.32,34.91999999999997
4967,6979,1223,6104,2198,6036,4712,280,993,5779,3296,1665.02,83.85,84.11
1939,1324,5006,4136,352,6029,2997,6927,5522,4276,4835,1280.45,24.22,25.270000000000014
4630,6345,5633,710,7105,2844,900,7078,4785,2994,3697,1639.57,65.6,66.57000000000012
1720,3294,1628,4705,6108,150,3104,6548,4978,2692,5,1421.32,30.92,31.790000000000003
3551,915,1748,1816,3637,2208,2660,6674,727,2516,5156,1661.64,117.99,118.98999999999991
2333,844,4239,6423,451,208,3124,6395,4591,6615,3511,1658.47,129.18,137.98999999999987
4074,2835,5811,6371,2033,4636,6042,542,3481,5307,1891,1656.67,148.82,152.38000000000002
784,6231,3284,4176,3055,7044,4591,3025,1139,5468,2378,1658.82,97.62,103.28000000000023
1401,5674,6908,2121,240,413,6632,1415,2154,1345,985,1653.95,88.56,95.38000000000005
4968,1215,97,399,498,3689,1708,6443,3185,2410,5009,1653.11,96.93,96.47000000000011
121,6542,2904,2334,1152,3939,4603,2275,1124,709,6123,1653.43,118.06,126.19000000000001
4554,2424,5701,966,537,3440,3697,1167,5765,4603,6260,1165.65,24.81,24.219999999999985
