n_nodes,influence,n0,n1,n2,n3,n4
5,5623.1000,401,157,105,731,412
5,5623.1000,401,157,105,731,412
5,5623.1000,401,157,105,731,412
5,5623.1000,401,157,105,731,412
5,5623.1000,401,157,105,731,412
5,5623.1000,401,157,105,731,412
5,5618.0900,401,157,105,731,60
5,5618.0900,401,157,105,731,60
5,5618.0900,401,157,105,731,60
5,5618.0900,401,157,105,731,60
5,5618.0900,401,157,105,731,60
5,5618.0900,401,157,105,731,60
5,5618.0900,401,157,105,731,60
5,5618.0900,401,157,105,731,60
5,5618.0900,401,157,105,731,60
5,5618.0900,401,157,105,731,60
5,5618.0900,401,157,105,731,60
5,5618.0900,401,157,105,731,60
5,5618.0900,401,157,105,731,60
5,5618.0900,401,157,105,731,60
5,5618.0900,401,157,105,731,60
5,5618.0900,401,157,105,731,60
5,5618.0900,401,157,105,731,60
5,5618.0900,401,157,105,731,60
5,5618.0900,401,157,105,731,60
5,5618.0900,401,157,105,731,60
5,5618.0900,401,157,105,731,60
5,5614.6400,401,157,613,731,412
5,5614.6400,401,157,613,731,412
5,5614.6400,401,157,613,731,412
5,5614.6400,401,157,613,731,412
5,5607.9200,401,157,613,731,60
5,5607.9200,401,157,613,731,60
5,5607.9200,401,157,613,731,60
5,5607.9200,401,157,613,731,60
5,5607.9200,401,157,613,731,60
5,5607.9200,401,157,613,731,60
5,5607.9200,401,157,613,731,60
5,5607.9200,401,157,613,731,60
5,5607.9200,401,157,613,731,60
5,5583.7100,401,157,20,730,731
5,5583.7100,401,157,20,730,731
5,5581.9400,974,401,731,60,157
5,5567.0900,401,241,20,731,412
5,5562.5900,401,157,105,583,412
5,5562.5900,401,157,105,583,412
5,5562.5900,401,157,105,583,412
5,5562.5900,401,157,105,583,412
5,5553.6800,401,157,613,583,412
5,5553.6800,401,157,613,583,412
5,5553.6800,401,157,613,583,412
5,5553.6800,401,157,613,583,412
5,5553.6800,401,157,613,583,412
5,5553.6800,401,157,613,583,412
5,5553.6800,401,157,613,583,412
5,5553.6800,401,157,613,583,412
5,5553.6800,401,157,613,583,412
5,5553.6800,401,157,613,583,412
5,5553.6800,401,157,613,583,412
5,5553.6800,401,157,613,583,412
5,5553.6800,401,157,613,583,412
5,5553.6800,401,157,613,583,412
5,5553.6800,401,157,613,583,412
5,5553.6800,401,157,613,583,412
