n_nodes,influence,n0,n1,n2,n3,n4
5,5581.4600,177,507,664,347,7
5,5580.0800,177,347,507,664,763
5,5580.0800,177,347,507,664,763
5,5580.0800,177,347,507,664,763
5,5554.1900,165,347,507,664,763
5,5541.5300,402,966,177,664,507
5,5541.5300,402,966,177,664,507
5,5541.5300,402,966,177,664,507
5,5541.5300,402,966,177,664,507
5,5541.5300,402,966,177,664,507
5,5541.5300,402,966,177,664,507
5,5541.5300,402,966,177,664,507
5,5541.5300,402,966,177,664,507
5,5541.5300,402,966,177,664,507
5,5530.0700,165,84,261,507,763
5,5530.0700,165,84,261,507,763
5,5525.3600,402,763,177,664,507
5,5525.3600,402,763,177,664,507
5,5525.3600,402,763,177,664,507
5,5525.3600,402,763,177,664,507
5,5525.3600,402,763,177,664,507
5,5525.3600,402,763,177,664,507
5,5525.3600,402,763,177,664,507
5,5525.3600,402,763,177,664,507
5,5525.3600,402,763,177,664,507
5,5525.3600,402,763,177,664,507
5,5525.3600,402,763,177,664,507
5,5525.3600,402,763,177,664,507
5,5525.3600,402,763,177,664,507
5,5525.3600,402,763,177,664,507
5,5525.3600,402,763,177,664,507
5,5514.3800,658,402,507,664,763
5,5510.6300,177,850,507,664,763
5,5510.6300,177,850,507,664,763
5,5510.0600,402,763,84,664,507
5,5499.5000,165,763,177,664,507
5,5499.5000,165,763,177,664,507
5,5499.5000,165,763,177,664,507
5,5499.5000,165,763,177,664,507
5,5499.5000,165,763,177,664,507
5,5499.5000,165,763,177,664,507
5,5499.5000,165,763,177,664,507
5,5499.5000,165,763,177,664,507
5,5499.5000,165,763,177,664,507
5,5499.5000,165,763,177,664,507
5,5499.5000,165,763,177,664,507
5,5499.5000,165,763,177,664,507
5,5499.5000,165,763,177,664,507
5,5499.5000,165,763,177,664,507
5,5499.5000,165,763,177,664,507
5,5499.5000,165,763,177,664,507
5,5499.5000,165,763,177,664,507
5,5499.5000,165,763,177,664,507
5,5499.5000,165,763,177,664,507
5,5495.1200,165,763,84,664,507
5,5495.1200,165,763,84,664,507
5,5495.1200,165,763,84,664,507
5,5487.6500,261,86,84,507,763
5,5479.1900,664,177,344,763,809
5,5475.7700,165,177,507,865,763
5,5461.7900,402,966,177,664,763
5,5453.8400,307,177,507,664,763
5,5453.8400,307,177,507,664,763
5,5442.8900,966,808,402,664,507
