n0,n1,n2,monte_carlo,monte_carlo_max_hop,two_hop
75211,10560,63574,3252.74,5.03,4.960000000000001
34291,4826,59,17076.01,863.21,1175.1999999999982
19081,61637,48910,2906.16,5.8,5.039999999999999
41862,2869,35743,17081.76,378.6,405.12000000000035
64073,25966,54264,5820.9,6.7,6.919999999999995
70556,70680,12348,14350.94,38.06,36.000000000000014
25294,73848,72563,2745.4,5.31,6.439999999999996
34802,11548,55666,17091.18,91.8,102.36000000000013
43985,12207,47466,5974.19,5.71,5.5600000000000005
53732,32831,58354,12646.31,21.54,24.36000000000006
12291,25842,38166,15203.38,35.07,32.96000000000001
12786,5987,26328,12467.31,22.08,19.71999999999997
47235,63793,25391,5130.54,4.3,4.4
67456,75482,66019,6817.89,7.5,7.959999999999992
3725,47366,32098,17090.01,294.03,337.2399999999997
56320,39888,46842,7859.84,6.08,6.4399999999999995
15674,11755,65556,1199.56,3.24,3.2800000000000002
68847,26099,15312,3.13,3.21,3.2
35112,40931,25719,10937.12,14.38,15.43999999999999
49782,63405,29194,8889.17,11.38,11.559999999999992
18101,27510,68438,10589.39,15.81,14.879999999999985
1641,24739,22169,16062.69,42.79,46.80000000000003
2235,43635,73104,17089.78,84.31,89.24000000000002
40124,49103,49467,8383.67,9.52,13.959999999999974
69123,51008,37899,7851.55,23.63,20.800000000000082
16624,64062,7054,9569.27,17.7,16.240000000000023
24294,55428,52135,13331.2,11.83,12.679999999999998
12580,57835,32153,17081.15,122.63,121.23999999999992
11672,58472,58614,14706.49,41.79,46.52000000000009
49809,10023,67723,14532.19,49.22,53.16000000000003
55891,61725,39775,6324.98,6.2,6.24
53616,11263,25184,7181.26,8.09,7.039999999999997
34841,59160,63919,3579.84,3.92,4.24
22561,2430,2866,17092.0,482.48,558.5600000000002
70509,16186,32917,7002.67,7.14,7.040000000000003
47323,24583,33595,3416.74,4.42,4.6000000000000005
65894,59183,43180,11451.14,15.43,16.31999999999998
67747,33392,53814,2735.94,4.26,3.96
55278,63622,35119,8552.21,11.13,9.999999999999995
62221,62723,64490,7007.54,6.9,6.479999999999999
18636,49476,65096,6323.98,12.65,13.12000000000003
40065,61244,42387,2566.32,5.25,4.8
48034,21368,49288,7348.5,16.47,16.800000000000047
34839,41957,52203,9227.86,19.21,18.279999999999973
63962,20733,38114,11260.32,11.06,10.440000000000001
73381,811,58898,17088.84,347.78,430.43999999999835
7484,23930,3946,15548.49,36.5,31.679999999999964
74680,14698,48615,10080.0,23.99,21.480000000000047
47449,65200,8162,9739.08,15.51,14.879999999999999
25248,20235,35291,15723.7,55.71,52.760000000000204
1942,55327,68794,17071.71,258.47,300.5200000000002
64447,9937,61459,17078.12,56.94,52.19999999999991
30417,13127,48616,12826.27,26.87,30.280000000000115
47444,19000,31897,12975.47,17.84,16.51999999999999
41723,18910,4938,16919.98,202.43,186.07999999999785
12756,13819,5932,7528.26,86.25,84.479999999998
62636,60648,9043,13482.13,28.94,28.120000000000033
4043,72276,16647,12995.09,22.04,24.67999999999996
10950,21110,34758,11979.28,45.5,43.35999999999981
59242,65495,2658,16240.45,89.79,84.76000000000052
17966,24745,57787,3773.53,11.98,12.60000000000003
62804,57603,58599,8210.06,9.67,11.079999999999991
73215,36229,62577,10921.99,20.28,19.59999999999997
8345,38241,47637,13342.7,28.67,27.999999999999982
37495,47204,4439,9225.42,24.34,25.160000000000007
10968,65851,36147,7688.46,15.28,14.559999999999992
36674,35928,62010,8206.65,8.29,8.359999999999992
56452,58226,48687,15894.27,50.5,48.04000000000008
4182,11225,32712,17072.56,185.09,204.44000000000023
31254,70189,4287,17086.65,120.82,122.68000000000012
22713,44090,48560,9237.84,10.51,9.679999999999993
4189,6824,27417,17094.64,119.15,135.60000000000002
56758,45020,10170,7853.66,7.57,7.16
20661,14946,52383,14170.36,36.59,42.80000000000008
71712,17785,60824,3577.64,5.55,5.759999999999996
64819,9854,16783,11436.53,23.97,23.840000000000032
9695,45927,68192,7359.49,17.59,16.960000000000043
3994,24337,68868,15038.06,71.63,66.16000000000011
19700,24078,36923,7171.29,8.16,8.24
19792,66495,74506,5466.59,10.16,9.559999999999988
50896,29239,29045,13002.79,69.43,73.31999999999994
73932,16495,54936,5985.94,14.51,14.800000000000047
21388,41484,31501,2049.71,3.23,3.2800000000000002
73533,75020,624,17092.6,640.07,782.519999999997
74568,50683,24660,6993.19,10.35,10.679999999999994
42632,49949,68982,4449.31,3.93,3.88
57795,1268,52102,17095.59,179.23,187.88000000000045
69571,72228,17860,4792.97,4.58,4.4399999999999995
30630,71293,48788,16059.33,22.11,21.319999999999993
35638,24267,19583,14020.07,27.74,26.599999999999966
21512,17607,50423,16225.26,42.89,44.959999999999965
9735,8004,1606,17083.27,216.18,265.71999999999974
5226,61892,7763,17089.12,198.18,215.95999999999984
15019,70815,13126,7856.91,41.78,42.28000000000032
48184,4218,7848,17098.41,295.69,319.40000000000043
71140,29463,53325,5985.02,8.8,9.559999999999993
29566,74095,38469,6491.5,6.75,7.799999999999995
12152,61741,10131,7177.08,7.49,7.519999999999997
75157,7708,22100,2393.05,3.92,4.200000000000001
57401,15736,14709,8877.2,13.62,12.479999999999993
