n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
31190,71333,17094,48490,62135,8588,1725,16585.13,76.48,81.32000000000004
61503,33994,72192,30714,25132,61638,70906,13666.52,27.05,26.119999999999983
72041,62436,52053,19741,30398,19873,68574,11269.68,12.05,12.320000000000002
51109,1985,8392,20892,5608,39487,4064,17094.58,1005.84,1292.9199999999978
35314,61964,50804,55959,51768,75616,58277,14194.93,28.69,27.919999999999973
17583,47909,12773,4703,17821,64865,28440,16420.0,89.05,93.72000000000024
33814,57168,39456,55200,66485,50576,75238,9403.21,23.97,23.439999999999984
45994,70005,53421,30459,44140,3756,36658,17075.91,161.65,190.6399999999999
21377,42780,71010,74967,74594,13641,27672,16921.44,151.97,151.51999999999782
75174,35007,37349,16309,8317,63176,63374,14525.84,60.57,57.759999999999756
11602,45099,8730,53800,19761,2637,38520,17094.12,303.81,324.68000000000086
55986,54420,15586,5792,5890,49519,43378,17089.2,65.95,69.8000000000001
72201,36578,66246,30926,4720,40589,948,17099.47,437.11,494.72000000000025
10088,14171,70199,4112,25871,53469,38222,17087.55,256.24,299.0800000000001
34520,20473,5562,44540,41134,47211,18130,17098.85,77.51,89.92000000000003
49517,49381,60346,68167,50619,73303,13444,16588.13,76.79,75.12000000000008
66457,35559,56517,31147,39464,57336,33847,11458.19,15.52,15.919999999999996
68305,39713,71883,44421,1501,54422,41271,17089.08,168.27,170.04000000000016
2628,49350,17467,7874,43574,61112,46257,17100.54,166.44,184.28000000000034
46212,36559,64160,2907,7939,2785,48387,17095.21,83.29,86.67999999999992
32915,59809,39142,41946,23254,47704,24280,12306.2,23.06,23.119999999999976
40982,48385,34620,39374,49435,13745,3528,16748.5,131.53,114.51999999999784
74613,17225,40634,65537,29168,35307,31286,15879.64,41.09,45.07999999999994
42963,24562,57047,12716,13348,42200,43745,16745.5,46.7,54.03999999999994
29420,57465,22188,10478,44133,28576,74501,16407.85,90.76,84.7199999999995
59126,35468,29494,15849,4444,69419,25009,17099.04,274.15,300.00000000000006
41306,75344,24063,36515,44578,11211,45256,8712.81,20.82,19.63999999999998
16998,55217,38265,67947,35543,60911,45397,17087.08,61.75,71.27999999999993
54644,38063,55020,74492,53676,4658,54167,16237.41,50.03,50.99999999999993
20446,26158,611,62567,66865,56931,73252,17102.56,245.46,271.5200000000002
29109,4236,59856,68028,37885,71284,44704,13334.02,14.77,15.719999999999997
29814,8921,37619,15728,32051,5908,4606,17065.89,518.8,596.9200000000008
67147,26013,56346,75622,6469,1722,63051,16919.65,82.47,87.76000000000005
