n_nodes,influence,n0,n1,n2,n3,n4
5,1000.0000,258,485,559,538,927
5,1000.0000,546,265,827,104,927
5,1000.0000,546,485,290,827,927
5,1000.0000,546,75,652,559,827
5,1000.0000,362,265,988,262,827
5,1000.0000,103,747,938,818,827
5,1000.0000,546,392,523,504,699
5,1000.0000,542,938,747,504,699
5,1000.0000,546,265,559,827,927
5,1000.0000,546,485,988,827,927
5,1000.0000,546,485,559,827,699
5,1000.0000,747,75,559,262,827
5,1000.0000,258,485,559,827,927
5,1000.0000,75,747,444,920,955
5,1000.0000,546,265,988,827,927
5,1000.0000,546,485,559,827,927
