n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
30939,39753,13522,51912,62767,20312,11809,8718,2597,52637,72011,37929,7713,10327.78,89.34,93.87999999999998
29088,68201,70343,47218,36265,22631,13917,34304,28101,3360,34112,35618,25353,7126.31,24.01,25.55000000000004
21603,40612,37963,48810,11366,44224,50847,66316,32620,23303,32417,62074,36699,10330.17,45.93,48.27000000000001
11710,71780,39353,945,38265,75021,40863,66633,25575,54256,55539,37775,56497,10330.92,322.11,338.52999999999923
59162,21144,30569,39991,34033,5667,10626,6071,60643,36756,68009,70073,61766,7558.75,24.9,24.15999999999999
44937,19013,25634,8708,54105,26564,57822,36215,24078,46639,57137,42030,73207,7539.45,19.65,19.61
26045,42406,13235,8075,29998,36369,31118,16009,43393,23270,38132,60164,3365,9623.92,37.52,36.710000000000036
5611,46803,10827,37445,42876,2383,42311,37879,42162,20042,53795,10191,38457,9812.17,69.25,58.729999999999336
25089,58214,38272,17883,32774,50021,20827,43425,75116,1231,47621,5871,59609,10333.03,101.16,106.08000000000021
22225,47866,47542,38054,74901,12727,57583,27162,55568,27252,14892,7777,8153,10112.87,86.48,89.65999999999985
7244,22107,19613,5359,71595,64312,32644,42130,4662,16026,69368,38391,53650,10336.5,105.59,112.74000000000002
26248,62621,26446,31701,57516,53821,64479,4832,28712,55210,58130,32582,56077,6091.13,22.84,22.320000000000018
28274,65349,24603,4148,4824,33343,33211,31770,68901,27271,30338,54674,34299,10326.39,90.81,91.91000000000004
18573,42600,6720,41224,74100,15316,74672,52817,5308,64787,50786,12177,56375,9408.39,40.37,42.850000000000094
27645,75013,21686,44117,38824,61764,41292,55048,69209,28211,35166,44371,51404,5060.05,18.0,18.839999999999993
65062,9749,36710,25068,5838,51747,16729,35316,7927,21923,60892,74606,61890,10336.09,61.79,61.75000000000007
52917,51176,28644,429,27681,20544,1718,33729,15189,51876,49949,29141,72169,10322.16,129.17,140.77000000000024
6999,26433,21220,43338,73711,61801,68997,57624,3459,10353,4480,14800,64072,10318.48,80.24,87.36000000000013
73505,33679,18187,5423,47522,10445,68548,1382,38920,45470,9795,11159,71221,10335.09,77.15,89.41999999999949
59476,49959,26915,40785,50938,30631,63786,52436,12467,10118,15001,47956,67171,10330.82,51.41,50.63
56879,54511,58227,8771,25670,39623,62741,55373,15489,73176,21938,48706,21341,7855.95,24.53,25.64
23114,19569,42802,64783,44379,33896,71023,639,22112,729,40870,15853,71427,10316.98,118.71,124.25000000000013
14527,63767,63471,68984,9920,68251,32170,53893,38463,46765,30042,23647,221,10334.76,75.9,80.0
6936,41061,71314,61214,74493,40062,66409,57770,57942,51354,18437,32990,47471,7743.45,23.48,23.130000000000003
44570,17465,56806,10821,18866,23287,37403,48757,25885,75495,45932,12250,10100,10121.68,63.45,62.860000000000035
52762,23550,43207,48744,42817,22888,39397,3037,2634,68673,11627,47057,12897,10315.92,186.36,197.50999999999996
20770,23907,64912,75217,10079,15312,22547,62800,29120,39697,53229,31120,64203,9819.07,35.29,35.149999999999984
