n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
1933,2484,845,5908,3244,3922,1269,738,544,162,3289,4500,2370,6557,6268,482,1818,1664.26,221.61,240.9900000000001
4262,4396,2951,2266,6387,1414,6773,869,2144,1756,210,6790,5248,6608,2132,6557,2226,1669.0,120.89,119.91000000000018
1584,1350,2538,2372,5136,7105,5995,7001,6951,3050,710,6920,4963,2764,5502,3177,4144,1666.58,191.52,204.46999999999989
2038,1456,2026,3879,2293,731,6700,7090,4486,6885,2459,59,2391,4688,5774,2553,6947,1658.91,134.63,148.52000000000007
6268,4164,1598,3391,3471,4906,2360,3531,3697,1321,1910,2499,2127,6656,6532,354,664,1674.88,172.31,183.30000000000018
379,3790,5131,2297,4250,4379,5308,3860,5741,2808,1188,5519,1602,544,3381,1660,5202,1658.24,90.84,97.6600000000001
5182,3613,2263,1504,2914,3571,6118,4823,2626,5197,4575,1627,2650,827,6876,504,5801,1658.89,76.54,79.67000000000004
1874,2273,6268,4769,5041,7062,1944,1000,2712,1454,2383,3760,210,350,2925,5712,676,1666.46,254.44,294.58000000000015
2340,6020,5531,2679,148,2644,2367,2635,1252,6350,5340,3362,7056,5083,5570,6700,636,1661.86,71.8,74.1599999999999
2403,5060,1568,3638,2392,1117,2048,3126,4905,1301,2714,4694,76,2976,366,3725,1389,1665.04,131.43,139.2599999999999
2991,6420,6589,2971,2378,4681,795,3598,1697,3473,1703,930,486,509,452,6038,1381,1664.95,167.19,178.40000000000018
4878,5544,1225,4968,334,4474,4019,4773,2040,2633,291,1001,6839,4335,2399,6338,3353,1656.73,95.31,98.84000000000006
5338,1640,3913,1652,1981,3594,3363,4029,302,1794,3450,3633,2036,5303,3504,6807,1767,1662.6,105.63,112.64000000000007
4084,1537,259,301,2083,2075,1985,4306,1704,6326,1896,3417,2143,1160,2662,420,2576,1665.27,145.41,151.60000000000025
4631,957,4667,3301,5349,5357,6478,5876,6100,331,4049,3174,761,3523,1727,4688,1355,1660.02,265.8,307.3099999999997
2757,2426,5381,3860,6549,5263,2580,6675,3440,4325,1763,5363,6565,5619,6562,2197,2773,1569.1,51.62,58.399999999999984
3212,4066,609,7033,2294,5143,5475,1566,364,3234,5075,1045,6281,2207,5465,7014,495,1656.77,126.86,133.27000000000007
1370,5634,5203,3805,4662,3868,6115,3307,3198,1790,6537,26,1730,1284,107,4997,2108,1663.88,99.96,105.78000000000004
949,3242,6634,6305,6414,3121,1821,4510,437,1652,1326,5500,4983,2708,6704,4606,6337,1667.95,101.47,102.20000000000013
6425,3862,4312,3601,216,647,280,5696,4870,925,4004,4594,7083,2104,4981,6341,1136,1661.61,133.71,140.59000000000006
338,2970,652,6288,4284,86,2432,6862,2841,6779,612,697,4451,3717,3122,1682,6450,1657.44,136.73,137.0300000000001
2549,3183,1914,6215,3986,7008,3277,779,632,937,5086,6540,2997,4198,3554,3406,7027,1660.86,93.28,93.63000000000031
5826,6361,3639,548,5149,1604,5217,2476,6852,3921,3460,968,6540,4573,1371,3044,1333,1656.38,160.84,177.06999999999996
1444,5789,1223,2675,4048,7043,2773,2118,4438,39,5820,1382,45,5309,2554,990,4464,1661.75,148.75,157.63999999999996
907,3985,6440,5862,4923,3966,4311,620,4265,2010,3368,6943,2403,2922,1877,6280,1477,1662.5,95.45,99.23999999999987
7077,5133,13,5543,433,4993,2566,4457,3825,6409,4655,2503,7106,4150,6445,3610,5021,1663.35,146.25,161.1800000000002
5058,3621,3209,1152,2061,6316,4891,2966,5423,2785,1091,3550,676,4961,1179,5532,6627,1664.62,155.68,165.80000000000027
5096,1455,2337,3047,1617,4718,6503,2870,5529,5085,765,631,3297,5289,1471,2700,5359,1640.12,67.34,72.23000000000008
3046,2676,1430,2462,189,4946,164,4292,6181,6797,726,6562,2941,6612,6659,806,1298,1607.54,48.08,49.33999999999999
1494,4785,4057,5414,4701,629,6227,957,1409,5337,3925,5532,6104,1820,5061,6444,6809,1661.91,118.14,127.83000000000006
5408,2481,6985,5634,3326,4907,1945,4012,5763,1811,2536,3011,1887,6108,2675,4400,5134,1663.07,77.04,78.0
4339,3701,6576,3278,4147,3282,6696,2565,2324,3590,3371,4817,107,2058,1506,4425,3756,1659.67,109.81,117.68000000000023
5679,4596,5036,6766,2984,3311,3183,5105,228,1278,4188,554,3753,5165,2845,4946,6522,1608.24,58.34,61.710000000000065
2557,748,6189,2112,3960,1819,5242,3906,4944,6372,543,1218,1952,565,2451,1086,384,1658.54,186.63,210.89000000000019
1337,3259,6475,4766,5576,5084,4482,5841,4411,2149,151,4295,2010,1290,6154,792,1683,1628.17,95.48,98.55000000000001
260,2592,671,997,2216,501,5270,2367,4994,5173,5750,1411,5991,1222,5367,3399,1064,1658.74,60.35,61.91
5809,5893,666,4587,2984,5683,21,5928,4524,1276,4116,3374,1263,1761,6916,2442,3966,1655.62,182.42,191.85999999999981
4158,555,3079,1376,1338,2097,4217,3205,4401,5588,2481,7058,3281,2690,1394,3168,507,1660.25,92.0,97.64000000000006
3465,229,2282,5539,155,2490,6467,1249,703,1283,949,6951,4991,6745,125,1900,1894,1662.45,167.75,178.7699999999999
4534,70,3905,5886,4360,1516,6762,3705,5994,5787,5599,5712,3108,2754,6942,1413,6830,1537.23,45.06,48.02999999999998
4344,4810,1539,877,3890,5072,2922,2499,5298,6814,3386,4916,6046,304,6723,5176,1736,1664.37,184.74,202.9599999999996
2094,4742,7028,6572,5422,4841,2518,6425,3911,5120,6830,2778,6613,6833,682,1933,2588,1665.82,143.69,154.0200000000001
848,5393,5723,313,4953,2640,4317,3900,2892,667,1451,5845,353,4080,4252,4469,6776,1660.3,84.64,88.57999999999994
