n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,monte_carlo,monte_carlo_max_hop,two_hop
3792,5023,3058,2188,1134,1524,7098,5543,52,2771,4118,3798,4953,662,2736,4540,5051,5735,335,5965,3104,25.47,24.33,24.369541196747885
1387,5762,3702,5939,3461,1287,1379,1949,420,908,1084,4147,4836,518,6342,5639,3142,6468,6112,832,2385,30.34,28.72,29.1848982251613
1679,5523,1837,5944,6496,3455,718,6328,2185,1719,3248,2303,2798,6631,353,1634,5806,43,3368,448,3103,40.71,34.45,35.11645350102271
6928,4028,1139,192,1939,3479,6031,6969,917,4889,31,993,6261,4740,1619,6981,1663,2705,67,684,1091,54.1,44.78,44.97481207753727
4421,143,4102,694,4693,4069,4403,1623,3441,563,3261,1574,5232,6266,765,5741,4749,1190,1413,4988,5895,30.47,27.22,27.49601645022749
337,443,2211,4547,5596,4967,6979,1223,6104,2198,6036,4712,280,993,5779,3296,1939,1324,5006,4136,352,29.83,28.2,27.624358924642074
6029,2997,6927,5522,4276,4835,4630,6345,5633,710,7105,2844,900,7078,4785,2994,3697,1720,3294,1628,4705,25.54,24.62,24.702585260235654
6108,150,3104,6548,4978,2692,5,3551,915,1748,1816,3637,2208,2660,6674,727,2516,5156,2333,844,4239,49.13,40.66,40.70944391949435
6423,451,208,3124,6395,4591,6615,3511,4074,2835,5811,6371,2033,4636,6042,542,3481,5307,1891,784,6231,34.45,31.4,30.877305477980478
3284,4176,3055,7044,4591,3025,1139,5468,2378,1401,5674,6908,2121,240,413,6632,1415,2154,1345,985,4968,34.56,31.99,31.16037740936476
1215,97,399,498,3689,1708,6443,3185,2410,5009,121,6542,2904,2334,1152,3939,4603,2275,1124,709,6123,43.77,35.7,34.55018492947277
4554,2424,5701,966,537,3440,3697,1167,5765,4603,6260,6511,3137,4818,6576,1385,5432,5861,2245,6321,4892,26.31,24.71,24.639918427670857
4984,4050,2857,812,396,2267,4332,1051,1419,6540,5158,6720,690,1328,6390,6468,1821,7037,106,1662,1440,41.58,33.09,33.116089621748515
3880,3741,4845,4581,4468,3180,681,1417,4494,3949,4857,2149,4386,545,5333,235,4759,4794,3569,4459,2529,29.22,26.91,27.20270072826235
4288,4317,4400,5256,6521,537,5265,4701,4441,2460,526,5938,1837,5903,1126,845,816,5730,4027,3715,495,33.1,28.83,29.459351968074223
4015,5216,5959,433,5560,4939,239,3056,1995,3757,1893,3041,6743,5976,4695,5119,4062,1991,294,5099,4890,29.13,26.13,26.776660789503048
693,5023,384,5554,3356,3331,4821,564,661,1549,279,4981,6165,1485,691,531,244,2906,5116,3852,4481,35.64,30.68,31.006346167157933
4387,3888,212,5763,6353,616,2734,693,6412,2633,70,3799,3679,4835,1217,3162,3917,6822,1129,870,2857,34.16,28.98,29.42890985511808
5498,1894,3698,6389,1060,1574,1811,891,906,431,983,611,5286,676,3050,848,6070,192,3829,5132,4276,34.16,29.43,29.81004628789058
1643,3026,5199,664,1934,44,2100,6253,4242,5593,1616,126,3598,2074,5003,182,845,4255,6553,3417,473,56.17,43.43,44.05381898812934
2058,3895,6976,2581,4958,1807,5234,480,5580,2254,1083,2458,318,6555,1529,2895,6441,3303,59,2479,7038,42.12,35.96,36.04436908277517
773,241,2602,3598,2024,3412,4949,2635,4028,4615,2842,6857,3269,3523,1711,643,2264,2464,3782,3822,5000,36.42,35.16,33.92704651968607
4656,3734,3603,3154,1526,2699,3294,482,2662,752,1397,2601,4455,220,1544,1729,5829,2986,5396,1127,5123,61.62,48.75,48.338156685981936
703,2767,3662,4968,4911,6239,5490,6009,3152,1730,5709,4439,6319,2747,621,156,5486,4525,3455,3855,1862,34.9,30.8,30.893080172637408
7101,5957,2651,6258,6828,6546,4211,4115,811,3794,5872,26,2331,4370,1680,585,1832,88,2577,344,749,28.39,26.87,26.774188817642298
1221,2691,1337,5682,786,4174,6750,6469,3307,5318,6879,3239,3190,4805,4146,7113,1104,4167,5654,2927,2940,54.1,46.73,47.37605193205889
2211,1654,2625,3154,4647,1494,6549,5017,6366,7114,1459,4675,1405,77,2506,5605,164,2281,3922,4280,7092,35.76,32.65,32.11326206509812
6180,5547,3499,6181,767,2234,2334,1177,4234,3698,3922,5568,1901,1467,2711,1201,6128,5558,2847,6091,4922,34.28,31.97,31.540655891961453
416,4468,2282,2820,214,4739,1527,4405,6377,5481,6242,791,3714,1102,2791,1726,6126,4449,1100,3463,1774,66.31,55.5,55.08203235938232
4221,1661,6874,5617,4658,3466,82,6935,4545,404,6336,5862,2906,4064,3048,498,3050,6620,6542,3264,3797,40.91,35.69,34.878078673384586
3583,5178,5952,1562,4554,808,1360,4812,695,2905,2131,2024,6286,3846,4305,1526,6233,4351,98,5425,4422,32.87,27.87,27.720837036023845
2748,5491,1826,1419,230,462,5868,6994,4805,4760,1641,5384,6818,2775,2322,5793,1063,2705,2438,3240,295,42.93,34.11,34.55275647758159
625,3324,6733,6386,2010,3719,3803,5690,343,2575,1417,6872,1178,4705,5824,1635,5218,5466,6515,4286,4758,48.16,39.18,39.30149107625871
3124,6922,6200,6470,4110,1245,6808,3106,270,3250,1148,2339,3408,3947,6129,1481,6848,6949,5452,5210,5055,36.27,30.9,30.356858017663516
774,4197,4082,4263,2138,2078,3062,5018,6324,6961,2841,4398,114,1619,6048,480,5297,4330,3796,2551,6975,39.17,33.14,32.6723030870059
845,1689,7050,123,1622,3806,5903,1010,2086,2543,2419,1847,94,1459,5478,5211,3396,2227,3031,5231,2852,28.16,25.76,26.066849970989008
2647,4583,1314,4529,5573,239,1090,6076,1719,729,384,1725,158,2116,6883,5815,3593,2933,2891,4567,6328,30.13,28.89,28.291909307668988
5778,618,769,5782,3344,5806,3491,1444,484,1984,4689,1272,4163,4694,6931,3455,2982,5755,5426,1575,5244,38.19,33.45,32.67990287213744
2857,5923,4222,4224,3348,279,1320,4469,2564,2267,3746,2380,2356,3573,6534,4363,3471,6125,6229,850,466,35.88,32.49,31.326284841322103
2940,6724,5962,5573,5395,1825,3381,2126,2989,3703,3067,533,6608,3340,4165,5979,1498,523,5308,968,6543,43.07,37.07,37.079129414757254
5871,5279,2642,3466,4050,156,2531,3567,645,3195,2120,1598,4788,3858,1383,4980,243,1983,2392,5818,64,36.3,32.51,31.634125441184576
4249,973,4856,4728,47,1645,3609,5003,836,3118,4146,2245,5659,1525,605,4315,4296,5431,2523,1179,7045,27.65,25.53,26.07019308133531
6102,3449,1488,1622,2499,3873,2328,5351,5977,3888,6614,6160,4143,5278,2572,5579,4147,6333,7050,3796,478,29.26,26.1,25.926165038235183
4836,4354,5198,5810,3906,6722,727,667,3339,6176,6373,6892,5930,2762,607,6517,3916,1332,4814,4365,4994,24.38,23.69,23.970574013177462
1226,5297,4003,5712,3383,4388,4071,954,4731,4172,100,5762,2333,3587,5751,4779,653,7045,4668,5726,2168,24.27,23.9,23.67188745505653
6266,4561,1391,2256,55,6917,2701,4186,6037,3621,4246,6293,3051,2654,6330,1439,1326,5700,2598,5700,5799,27.98,25.06,25.440403059969704
