n0,n1,n2,monte_carlo,monte_carlo_max_hop,two_hop
6499,4700,6733,2010.71,73.03,78.16000000000001
660,3973,6244,1950.7,66.43,75.60000000000018
2143,301,3,1971.3,40.75,40.359999999999985
1192,5429,4804,1592.28,13.85,14.4
3852,6223,6019,1951.38,94.28,94.75999999999988
3056,2616,6308,1127.64,18.34,17.63999999999999
179,2233,4004,1930.85,57.71,54.00000000000002
6569,1622,5978,905.62,48.4,45.27999999999966
3391,4409,4417,2008.8,162.46,183.4399999999999
5587,771,1580,2008.8,177.82,199.43999999999994
4615,4535,5730,1529.35,37.97,35.24000000000007
6595,5971,2175,625.76,8.9,8.479999999999995
5430,6581,4997,1852.91,91.84,93.23999999999977
5617,721,6916,2011.45,180.59,205.92000000000013
3479,2749,762,1549.38,53.66,57.040000000000234
2966,6555,3358,887.81,7.59,8.399999999999999
6592,2051,3647,384.07,3.79,3.8800000000000003
5731,768,6189,2009.97,332.71,409.4799999999999
1615,5740,5201,2014.72,464.57,644.3199999999995
6524,2385,799,526.44,7.06,6.200000000000001
374,4821,1645,2011.47,123.71,128.40000000000012
6782,5369,2952,2011.47,77.5,79.28000000000006
3987,6821,1586,2007.61,244.48,279.7999999999998
4216,4717,5280,64.21,3.65,3.6799999999999997
5717,6598,4126,1149.38,17.62,15.640000000000025
232,5189,2960,1428.51,18.49,19.639999999999976
2006,4929,3520,424.06,8.43,8.519999999999987
2493,2927,4826,3.66,3.86,3.5999999999999996
979,734,4097,2009.78,433.25,580.5599999999991
5559,4302,1631,1968.49,45.12,44.99999999999998
957,4982,5429,1790.51,17.8,19.08
2194,2558,5890,1329.5,15.13,16.279999999999987
1607,3111,3962,1851.8,63.75,59.88000000000026
1824,1131,4893,1151.04,16.97,16.95999999999999
1719,6832,7090,2014.23,94.28,107.2800000000002
5719,4277,102,2009.12,204.18,235.24000000000007
1546,6373,1385,2008.84,209.3,235.20000000000005
139,5308,2727,1107.61,22.8,20.480000000000018
4569,5499,5081,1489.51,17.78,16.679999999999986
5067,2507,3068,907.13,20.3,19.680000000000042
3091,4320,3188,2011.86,207.36,227.68000000000006
2368,1039,5560,1649.44,74.4,80.91999999999983
4003,440,1518,1208.29,12.26,13.119999999999983
3464,4865,6113,1453.35,43.11,43.440000000000126
3258,786,3614,2009.81,241.1,266.63999999999965
2009,6600,729,1330.93,12.54,11.0
4941,5490,3654,1709.77,17.19,17.79999999999999
3663,6421,6809,2010.19,81.47,85.16
3113,6521,626,847.13,6.9,6.880000000000001
4232,3493,3857,2013.21,149.03,173.2000000000001
2485,5780,6689,3.34,3.35,3.4000000000000004
3351,703,1574,706.4,4.89,4.84
6115,5572,2177,1651.42,28.02,26.400000000000002
3697,3994,5919,2012.07,73.33,69.20000000000006
6422,1410,151,3.4,3.35,3.4
179,4406,1011,2006.35,288.78,345.59999999999997
2057,4828,6568,1867.0,47.13,42.160000000000025
2957,1536,2099,2010.33,102.04,99.76000000000036
4118,3698,2698,1468.06,43.52,39.240000000000244
4234,2087,3363,1206.75,13.0,13.919999999999987
3454,5014,3976,1669.45,20.72,22.719999999999978
2194,4935,3888,1391.7,14.85,15.879999999999985
5376,3920,4030,346.18,4.18,3.88
1164,5908,3092,2012.11,134.28,134.28000000000034
4068,2504,5197,1749.02,33.78,35.64000000000001
6592,3827,2649,765.89,9.65,9.079999999999991
3002,5400,1335,1468.92,29.47,27.680000000000028
5074,3080,5688,363.97,5.05,4.640000000000001
4940,2177,2622,2013.39,107.63,108.88000000000002
5292,3262,3997,1529.64,24.05,23.919999999999973
5974,6499,1295,1788.11,31.77,32.72000000000001
6780,2382,4586,1329.5,12.88,13.839999999999986
50,5110,3681,2012.16,193.37,205.76000000000036
467,1495,246,1966.63,93.98,103.44000000000005
4996,6337,4667,1491.39,45.66,42.08000000000011
918,5587,5886,1890.82,51.53,57.72000000000008
3038,2965,4075,644.91,17.87,15.680000000000032
6991,4831,510,1350.76,21.46,21.840000000000053
1578,1264,2205,2010.65,220.98,235.92000000000024
5025,121,3457,1308.7,24.99,23.040000000000052
6604,6408,6554,2008.95,82.79,95.96000000000002
6664,4299,4027,1488.92,25.13,27.840000000000014
621,3841,1901,1910.81,44.2,40.43999999999997
820,3038,2965,443.47,5.94,5.640000000000001
1187,5578,5124,2009.61,163.16,196.64000000000038
1993,4969,2607,364.78,4.76,4.800000000000001
1181,308,5144,427.08,9.65,9.19999999999999
5473,797,5848,2011.02,98.82,101.80000000000013
863,370,5288,3.0,3.0,3
3914,3790,5931,1048.11,11.39,10.83999999999999
565,5154,252,2008.2,226.45,251.71999999999974
5745,4517,1040,1892.74,18.48,19.279999999999998
5051,6821,684,2009.61,73.17,74.52000000000015
1319,5063,5170,1447.8,14.93,13.839999999999993
2172,6868,5359,1951.39,40.12,40.24000000000001
3702,4093,5683,1712.14,23.3,29.55999999999999
166,6482,5221,1709.41,42.05,37.920000000000094
1122,6703,1546,2011.55,99.65,100.64000000000007
3611,3925,6377,1991.87,102.34,103.76000000000012
3600,3662,4575,485.39,4.84,5.679999999999999
