generation number, pop_size, worst, best, median, avg, std, diversity, improvement, number_of_selections
0, 2, 420.2, 437.65, 428.92499999999995, 428.92499999999995, 8.724999999999994,0.6333333333333333,0,[1.e-300 1.e-300 1.e-300 1.e-300 1.e-300 1.e-300 1.e-300 1.e-300]
1, 2, 437.65, 438.19, 437.91999999999996, 437.91999999999996, 0.27000000000001023,0.06666666666666665,0.0012338626756541082,[1.e+000 1.e+000 1.e-300 1.e-300 1.e-300 1.e-300 1.e-300 1.e-300]
2, 2, 436.54, 438.19, 437.365, 437.365, 0.8249999999999886,0.06666666666666665,0.0,[1.e+000 1.e+000 1.e+000 1.e+000 1.e-300 1.e-300 1.e-300 1.e-300]
3, 2, 438.19, 448.91, 443.55, 443.55, 5.360000000000014,0.033333333333333326,0.02446427348866936,[1.e+000 1.e+000 1.e+000 1.e+000 1.e+000 1.e+000 1.e-300 1.e-300]
4, 2, 447.18, 448.91, 448.045, 448.045, 0.8650000000000091,0.09999999999999998,0.0,[1. 1. 1. 1. 1. 1. 1. 1.]
5, 2, 430.14, 448.91, 439.525, 439.525, 9.38500000000002,0.033333333333333326,0.0,[1. 2. 1. 1. 1. 2. 1. 1.]
6, 2, 439.33, 448.91, 444.12, 444.12, 4.7900000000000205,0.6444444444444444,0.0,[1. 3. 1. 1. 1. 2. 1. 2.]
7, 3, 433.93, 448.91, 438.71, 440.51666666666665, 6.247566637410843,0.5111111111111111,0.0,[1. 3. 1. 1. 1. 3. 1. 3.]
8, 4, 437.88, 448.91, 442.265, 442.83000000000004, 4.856639784871845,0.45333333333333337,0.0,[1. 3. 1. 1. 1. 3. 1. 7.]
9, 5, 419.14, 448.91, 431.84, 432.23, 10.288465386052497,0.3911111111111111,0.0,[ 1.  3.  1.  1.  1.  3.  1. 11.]
10, 6, 427.98, 448.91, 438.32000000000005, 437.59999999999997, 7.546937568753754,0.35238095238095235,0.0,[ 1.  3.  1.  1.  1.  3.  1. 17.]
11, 7, 409.35, 448.91, 440.35, 434.95428571428573, 12.431546113638088,0.2952380952380952,0.0,[ 1.  6.  1.  1.  1.  4.  1. 19.]
12, 8, 416.28, 448.91, 437.625, 435.26625, 10.099940516532772
