n0,n1,n2,monte_carlo,monte_carlo_max_hop,two_hop
30939,39753,13522,2744.65,4.06,4.120000000000001
51912,62767,20312,11456.61,11.44,10.759999999999994
11809,8718,2597,17084.84,213.26,275.35999999999973
52637,72011,37929,2562.46,6.97,6.999999999999993
7713,29088,68201,13165.07,39.46,37.4400000000002
70343,47218,36265,5802.42,6.59,6.759999999999996
22631,13917,34304,6843.46,7.61,7.479999999999997
28101,3360,34112,6487.86,29.02,28.400000000000148
35618,25353,21603,3417.65,11.91,12.800000000000033
40612,37963,48810,9061.76,6.53,8.799999999999994
11366,44224,50847,17111.76,63.72,81.15999999999998
66316,32620,23303,5979.39,5.31,4.920000000000001
32417,62074,36699,15891.0,32.64,34.19999999999999
11710,71780,39353,12485.36,40.89,39.480000000000125
945,38265,75021,17093.31,943.94,1187.4399999999985
40863,66633,25575,2565.86,3.92,4.08
54256,55539,37775,8197.29,11.74,14.480000000000036
56497,59162,21144,6161.24,5.25,6.079999999999998
30569,39991,34033,4618.04,6.26,6.079999999999999
5667,10626,6071,13836.19,30.62,28.199999999999967
60643,36756,68009,10078.1,11.65,10.519999999999998
70073,61766,44937,7680.13,7.92,7.199999999999997
19013,25634,8708,10929.16,10.85,11.999999999999993
54105,26564,57822,12632.38,10.12,10.280000000000001
36215,24078,46639,3763.92,4.76,4.76
57137,42030,73207,4275.23,5.52,5.879999999999999
26045,42406,13235,6315.06,16.0,14.640000000000047
8075,29998,36369,15387.57,46.97,49.24000000000014
31118,16009,43393,15371.32,30.66,29.99999999999998
23270,38132,60164,6834.94,6.75,6.959999999999999
3365,5611,46803,11819.7,85.66,82.63999999999761
10827,37445,42876,7172.42,7.06,7.1999999999999975
2383,42311,37879,15398.26,55.65,58.279999999999774
42162,20042,53795,12981.65,13.54,14.519999999999985
10191,38457,25089,12997.07,38.08,41.16
58214,38272,17883,5465.74,5.74,6.359999999999998
32774,50021,20827,12305.52,26.5,26.240000000000016
43425,75116,1231,17082.78,231.85,256.5600000000003
47621,5871,59609,12996.37,61.89,59.880000000000265
22225,47866,47542,11800.74,24.37,24.43999999999997
38054,74901,12727,14868.02,24.75,24.719999999999967
57583,27162,55568,15708.19,36.25,42.68
27252,14892,7777,17092.56,168.67,188.87999999999946
8153,7244,22107,17086.54,152.88,165.1200000000005
19613,5359,71595,15717.32,53.55,56.95999999999996
64312,32644,42130,5980.12,5.24,5.28
4662,16026,69368,17080.67,166.13,183.63999999999962
38391,53650,26248,7510.63,14.32,13.59999999999998
62621,26446,31701,4781.8,5.55,5.919999999999998
57516,53821,64479,6148.36,5.1,4.680000000000001
4832,28712,55210,5295.53,18.84,17.36000000000008
58130,32582,56077,10256.59,13.14,12.399999999999988
28274,65349,24603,8900.45,9.92,9.119999999999994
4148,4824,33343,17069.95,244.9,274.32000000000005
33211,31770,68901,6849.41,11.22,12.959999999999985
27271,30338,54674,7858.73,10.75,10.15999999999999
34299,18573,42600,3926.59,4.72,5.479999999999998
6720,41224,74100,15372.82,66.13,62.76000000000023
15316,74672,52817,6493.24,13.21,15.240000000000052
5308,64787,50786,15544.67,34.39,38.760000000000055
12177,56375,27645,9911.77,7.83,8.240000000000002
75013,21686,44117,7177.58,8.01,9.159999999999991
38824,61764,41292,4450.18,5.78,6.959999999999997
55048,69209,28211,7010.4,9.55,8.99999999999999
35166,44371,51404,3246.04,6.19,7.63999999999999
65062,9749,36710,6325.94,5.04,5.120000000000001
25068,5838,51747,17089.91,124.47,130.60000000000014
16729,35316,7927,13503.85,43.4,43.76000000000019
21923,60892,74606,8897.68,17.03,15.679999999999975
61890,52917,51176,7000.21,11.04,12.679999999999993
28644,429,27681,17087.07,344.79,410.760000000001
20544,1718,33729,16910.34,55.8,60.51999999999991
15189,51876,49949,9394.79,7.41,7.280000000000002
29141,72169,6999,17086.86,104.39,102.84000000000017
26433,21220,43338,1202.89,3.43,3.36
73711,61801,68997,3416.16,7.22,6.719999999999995
57624,3459,10353,17094.13,137.53,137.08000000000007
4480,14800,64072,14353.79,56.66,59.96000000000024
73505,33679,18187,14197.7,32.35,30.680000000000028
5423,47522,10445,13820.81,75.26,90.23999999999798
68548,1382,38920,17085.69,138.82,155.75999999999988
45470,9795,11159,11279.1,21.91,24.640000000000057
71221,59476,49959,16751.39,62.26,59.28000000000016
26915,40785,50938,3243.04,5.23,5.399999999999999
30631,63786,52436,11625.79,22.37,22.199999999999967
12467,10118,15001,17082.14,55.52,58.75999999999996
47956,67171,56879,8885.37,9.49,9.079999999999995
54511,58227,8771,13336.54,18.95,18.95999999999998
25670,39623,62741,6667.05,5.07,5.48
55373,15489,73176,9392.1,6.88,7.080000000000001
21938,48706,21341,12640.51,23.13,22.44000000000001
23114,19569,42802,11273.2,17.76,17.719999999999974
64783,44379,33896,5653.43,6.07,6.719999999999999
71023,639,22112,17065.29,290.06,316.4400000000004
729,40870,15853,16917.06,92.28,93.76000000000002
71427,14527,63767,861.89,5.17,4.880000000000001
63471,68984,9920,17102.52,101.19,111.95999999999991
68251,32170,53893,9407.22,22.92,21.640000000000022
38463,46765,30042,16577.0,36.0,39.95999999999995
23647,221,6936,17098.78,111.58,100.96000000000006
