n0,n1,n2,monte_carlo,monte_carlo_max_hop,two_hop
6917,3155,6209,4.25,3.9,3.9710994287412396
3445,331,2121,12.35,10.8,10.650065542808925
4188,3980,3317,3.0,3.03,3.022366935806084
6420,6798,2484,3.62,3.29,3.2601369325508562
3904,2933,4779,3.16,3.21,3.2186473245311404
1789,4134,1140,3.0,3.03,3.052345720417186
2308,1144,6191,3.69,3.9,3.757755141373147
776,5065,6548,11.31,8.26,8.195391792932455
2052,4362,5776,21.08,16.93,16.56986401829215
6637,4930,1203,3.44,3.55,3.524525991726338
2540,809,5978,3.5,3.7,3.590220591775588
604,6967,5603,3.86,3.4,3.6330152501609865
2704,3867,4585,3.32,3.33,3.3779931868469912
824,2898,3556,3.05,3.06,3.0651413494685444
2590,5004,5246,4.99,4.92,4.777426673770487
1675,4526,3907,9.93,7.39,7.997038692131381
3626,7088,4270,3.0,3.03,3.0189202770313077
2133,510,6594,3.19,3.12,3.103952202827501
4494,115,764,6.32,5.14,4.7935777036420255
5895,6882,3267,3.08,3.04,3.0934443870461834
5818,6757,6431,3.19,3.23,3.287046597430133
5473,5122,9,3.36,3.33,3.2891965981637927
5012,4043,6783,5.32,4.76,5.014319523306081
7107,2729,1998,7.68,6.3,5.380468371927456
5982,2664,5764,4.47,4.17,4.396003354899783
515,1565,4649,4.16,3.68,3.7307363019048347
1816,1954,6581,3.06,3.1,3.102584128034769
1167,6579,4448,3.01,3.07,3.041329756171454
3669,747,659,18.35,15.72,15.875384771010612
2621,4161,4008,3.6,3.16,3.208446504251715
893,2469,4515,4.64,3.94,4.081000966915106
2384,5788,1022,9.65,7.81,8.263861377148883
4484,2725,6672,3.6,3.41,3.3261292529743143
4426,1664,6548,6.05,5.19,5.220804831290152
4941,4482,4813,3.46,3.34,3.237856829186714
2356,3645,750,4.09,3.75,3.9661724041035007
4884,6536,3153,3.06,3.03,3.0566321308444415
2597,4715,1983,4.92,3.79,3.7366258257497
2378,1506,1551,10.46,9.27,9.110957943447676
6729,1529,270,8.78,7.17,7.175881086022626
5019,5379,2130,3.96,3.52,3.4998978990647345
3903,565,735,10.51,7.81,8.38749606543139
5560,6206,1066,3.23,3.22,3.1942580082397924
1225,316,6901,3.04,3.06,3.041666666666667
657,5728,6794,9.05,6.76,6.601687445602458
4428,5599,3205,3.1,3.13,3.218435036490914
6863,5777,4297,3.73,3.23,3.1659687714254123
2257,4274,6648,3.09,3.16,3.164815412562355
1929,6958,1762,6.6,5.95,5.8007303165999
5566,4831,6760,4.2,3.82,3.9403198434194806
3435,4748,2254,3.11,3.09,3.0789892156232495
3691,4035,5408,6.28,5.3,5.204166157024871
5252,5736,6498,4.01,3.83,3.6732808975468245
2927,674,2656,3.03,3.09,3.0554662739551555
5019,944,3984,5.46,4.78,4.482217238108664
4809,5162,2746,3.12,3.16,3.1507846836233275
6922,1559,1990,4.61,4.79,4.591301424749723
132,5992,2220,3.03,3.14,3.1640662025500803
959,5778,1806,32.07,23.34,23.565508214208847
3047,6509,1396,3.81,3.78,3.729919944472857
2724,3490,6683,5.72,5.33,4.957559498835254
509,824,6415,7.74,6.62,6.922160574519815
1198,7006,5715,8.02,7.52,6.853781148586212
1792,370,6693,3.43,3.6,3.4514591680289897
4701,5195,4376,3.06,3.03,3.061074782641189
4932,5575,606,4.72,3.91,3.992511563064799
218,1019,5201,21.39,18.41,18.39413887778724
1544,4967,6800,9.9,8.26,7.879733914049978
4718,980,3204,4.04,4.29,3.9958622686783833
749,3032,6830,4.42,3.85,3.905876900790568
950,298,4960,4.85,3.8,3.760638207240916
177,1594,1515,3.12,3.1,3.1072666453436084
5882,1014,3925,6.04,4.92,4.926226133230346
1725,5956,6559,4.83,4.43,4.434972315780097
500,5565,186,6.78,5.46,5.727739222834268
4458,3486,5083,4.33,4.26,4.347569186402436
831,6847,2129,3.06,3.05,3.0727518627458945
573,1809,589,5.5,4.29,4.176457126930084
5299,2466,2869,3.55,3.36,3.413140691057023
3572,1477,500,7.51,6.27,6.569538976667121
4125,3826,322,14.67,12.19,12.257843642219065
4886,826,5728,3.74,3.49,3.454483309764406
3205,1633,2131,3.08,3.03,3.0631304218884
2937,5993,3852,3.33,3.52,3.713040934035507
6867,4667,1387,3.26,3.03,3.0542620970549135
5715,5510,1666,6.26,5.43,5.536417760011955
6286,475,6460,6.82,5.1,5.221458750277471
5539,1296,6925,4.99,4.31,4.367162269994827
1326,2804,4337,3.71,3.22,3.218897350322046
2053,960,4888,9.24,7.36,7.228086487442763
3623,5452,1432,3.23,3.08,3.1561139821997175
108,3863,5581,3.97,3.71,3.8917140613198384
3357,4662,4166,3.05,3.09,3.112888102212702
2551,5316,2925,4.29,3.78,3.604944777933146
3183,6862,5387,3.12,3.16,3.180704065617901
2055,1256,4592,3.27,3.13,3.14677667595201
5659,101,3751,3.16,3.12,3.114678786344662
6074,647,2751,4.58,4.13,4.004273167053892
6054,374,4459,5.16,4.71,4.65037979565188
2300,1104,1967,11.4,9.8,9.367060645485065
