n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
331,970,154,404,666,49,74,840,548,96,374,56.89,30.39,30.777461505646038
596,59,931,519,219,38,88,444,428,71,246,83.3,37.42,37.2244847024717
92,564,434,60,846,579,126,970,228,645,642,74.5,34.98,35.25278622402279
596,970,63,590,599,406,50,999,226,47,570,61.15,30.74,31.328818540885884
879,136,296,429,147,553,120,584,315,573,835,52.68,25.72,25.082089557113346
698,185,105,595,584,654,192,381,99,560,729,56.33,31.9,31.93076678604461
64,577,61,633,210,508,696,544,437,795,321,69.29,30.61,29.90313617118953
476,599,945,464,370,306,254,813,184,715,798,52.69,25.99,25.54059003522703
249,83,588,307,537,506,896,351,746,459,294,48.53,25.01,25.568225941695275
623,74,120,524,428,168,775,350,155,955,500,44.66,23.4,24.588147905817674
431,40,985,684,79,782,571,586,808,896,837,52.48,28.0,27.290053114328444
321,348,711,358,608,508,593,816,467,70,860,56.16,24.18,24.110202472267748
95,967,276,485,713,680,66,62,748,718,317,77.2,40.36,40.81023944378359
662,591,697,841,456,291,733,395,908,684,355,53.25,24.28,24.76810243369257
23,963,472,363,172,625,119,505,60,223,786,79.07,36.84,37.577578834620546
294,132,756,253,407,400,938,892,508,82,170,71.66,36.11,36.10471415424201
459,411,562,284,904,140,838,440,884,563,285,54.18,24.84,25.71904565611902
723,425,367,699,905,389,980,236,154,84,180,49.81,28.55,27.218853512605882
154,237,674,238,12,496,851,603,186,269,288,71.25,31.76,32.733166743729996
4,149,429,547,378,624,579,326,975,128,707,92.05,45.84,47.12129187236658
879,527,973,632,670,692,757,55,467,921,891,50.3,23.67,23.51538218006617
798,974,895,696,817,572,401,407,408,403,106,46.66,24.31,23.134584019287807
493,649,410,63,195,68,213,451,166,112,348,48.64,27.26,28.040933148334304
615,53,104,0,580,154,549,103,971,372,628,114.63,56.55,55.84188109244127
26,72,895,212,628,385,152,649,258,978,355,56.11,26.95,26.967694822019773
