n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
474,627,382,273,141,190,887,692,6,346,514,474,919,619,82,342,567,96.9,59.46,60.54172288498244
958,631,716,41,745,388,173,720,968,462,974,742,432,160,172,243,52,72.43,45.79,45.59245642796915
113,135,518,892,946,604,64,792,704,392,808,764,908,104,941,298,209,68.02,41.32,42.37316347577815
690,229,743,812,431,910,89,791,273,933,214,406,287,349,828,44,204,74.28,46.32,47.85799173193926
725,907,5,900,421,56,917,387,866,503,142,24,242,434,753,928,871,85.6,50.24,50.67886235716677
114,987,611,3,124,782,592,202,916,872,207,338,8,913,85,136,552,151.94,95.59,97.39714438067878
939,17,512,86,586,508,550,943,202,430,70,407,196,654,783,95,717,69.81,42.94,45.17622974649542
593,148,176,962,623,736,981,42,55,276,568,699,620,872,152,763,274,57.17,33.18,34.40037543555266
754,589,35,124,889,722,412,973,927,242,165,625,517,44,753,374,865,71.21,43.64,44.442937883209844
690,534,604,578,793,704,88,888,355,112,884,902,598,374,462,215,411,75.61,45.64,45.184710313437314
203,969,588,763,18,388,818,622,336,0,443,114,218,227,454,276,332,112.39,69.05,70.31968061695824
834,90,314,644,291,105,529,802,56,26,390,799,573,826,438,509,354,74.1,45.18,44.675635150605494
726,796,254,579,755,67,435,663,236,98,987,778,410,522,381,978,880,73.95,42.45,43.89365073052947
573,378,142,683,297,175,709,863,896,265,30,51,962,998,829,176,269,74.02,44.67,43.59319089982741
969,168,123,621,151,12,49,62,461,213,805,398,301,626,15,989,817,102.51,63.96,63.70624694133772
363,291,144,492,575,284,140,984,88,765,569,303,712,120,67,430,462,67.54,43.88,43.15588327920007
145,720,575,782,813,392,602,908,822,173,679,732,280,790,611,901,623,51.29,34.16,34.3323369407719
506,357,101,945,49,283,541,131,177,817,644,840,86,166,798,808,227,71.6,44.0,44.21299418762935
879,13,207,180,485,467,605,572,558,397,85,177,561,493,607,969,268,75.22,46.74,46.99080846052501
548,68,963,666,29,594,599,910,446,557,316,536,539,550,657,931,815,61.42,39.48,38.15917500808519
67,898,658,587,555,978,307,65,742,229,737,140,105,102,716,503,464,73.88,41.09,42.55810259053682
61,501,910,652,744,54,695,617,29,382,249,899,469,236,380,842,985,71.07,44.74,44.60845935533382
747,586,639,507,896,248,36,637,611,86,627,48,694,419,416,602,70,76.7,47.25,47.23395983757372
82,193,34,622,770,185,86,66,30,363,639,481,560,548,486,26,720,75.09,44.41,45.733198473126485
794,77,341,86,801,329,8,474,976,459,604,152,999,395,489,852,141,80.49,48.68,48.98213374618662
108,914,357,687,236,462,798,132,196,991,226,111,113,53,122,76,960,84.81,52.24,52.40564230940266
660,999,84,381,106,758,24,478,641,534,205,378,895,649,83,241,5,102.94,62.49,64.06578571198672
262,781,530,699,202,15,449,259,966,625,22,983,105,531,819,427,59,82.25,47.42,48.82924831411637
920,257,486,872,322,619,895,225,654,60,697,281,135,307,39,819,191,80.84,49.73,50.191542219621134
998,361,805,923,412,953,7,897,942,309,990,879,96,30,325,449,253,101.35,60.27,60.07746819076988
426,618,329,503,576,355,901,857,913,408,440,213,80,283,308,472,477,63.5,42.53,41.32598472966124
625,946,582,466,450,394,190,337,411,60,332,94,174,325,556,27,193,103.6,61.84,62.67907933095888
