n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
978,883,970,869,57,93,86,369,855,19.91,14.22,14.620000000000001
173,753,828,685,874,315,257,620,217,19.79,14.43,14.530000000000005
621,36,595,697,162,441,653,402,822,20.94,15.15,15.610000000000001
740,880,521,972,380,557,958,455,514,17.62,14.23,13.790000000000003
274,922,36,891,28,372,476,954,326,26.59,19.25,19.400000000000002
929,389,433,913,905,538,168,573,181,19.06,14.6,15.179999999999996
241,236,24,180,332,177,139,522,522,23.89,17.14,18.310000000000006
368,526,690,573,186,915,456,815,424,20.1,13.34,13.610000000000003
752,537,928,930,781,372,808,607,362,19.99,13.84,13.900000000000006
370,879,984,456,165,977,772,409,732,16.05,12.6,12.920000000000003
756,472,670,543,255,501,285,947,510,19.89,13.71,14.220000000000002
512,527,851,815,362,677,904,465,921,16.69,13.24,13.110000000000003
924,472,359,581,743,942,570,741,467,16.73,13.96,13.75
498,674,227,963,332,834,716,855,170,18.18,13.16,13.820000000000002
897,929,631,274,791,933,491,316,310,15.39,12.08,12.380000000000003
980,818,723,851,516,575,530,519,667,17.32,14.15,13.450000000000001
630,602,416,319,748,212,500,524,375,22.93,15.95,16.060000000000002
956,700,638,903,77,803,840,349,743,21.99,15.24,14.98
8,929,834,195,762,108,60,588,668,24.12,16.9,17.370000000000005
50,279,605,232,698,896,937,108,772,20.51,15.04,14.92
534,139,874,272,250,844,215,966,901,17.95,13.96,14.180000000000003
61,433,919,734,777,32,58,371,368,24.98,17.44,17.14
176,255,688,24,84,117,977,69,25,31.01,20.76,21.850000000000005
41,746,940,21,382,261,130,832,958,24.57,17.97,17.680000000000003
160,752,188,535,708,1,394,603,44,27.91,17.73,17.619999999999997
813,253,155,994,37,4,352,960,630,29.92,20.59,20.89
642,760,765,115,292,345,500,31,315,19.47,15.34,15.300000000000004
459,564,784,619,757,46,923,270,773,18.35,14.37,14.330000000000002
411,883,636,722,157,484,981,230,95,21.13,14.57,15.21
676,703,323,858,104,24,458,807,895,24.93,16.42,17.130000000000003
970,130,530,598,799,402,498,527,335,16.79,14.78,14.519999999999998
147,895,982,349,265,268,620,993,429,16.11,13.23,13.830000000000004
668,18,716,571,982,143,686,58,259,31.3,18.94,19.77
34,134,165,174,98,464,650,237,520,25.46,17.48,17.68
938,725,956,32,252,238,731,455,75,22.93,15.38,15.790000000000004
256,82,605,233,639,810,819,638,726,21.91,14.87,14.570000000000004
368,262,700,433,285,538,768,4,154,29.67,21.25,21.340000000000003
36,393,418,164,113,524,741,89,246,27.94,17.85,18.919999999999998
104,102,20,186,768,237,107,222,25,28.58,19.94,20.82
533,685,475,464,317,548,657,389,217,17.49,13.0,13.700000000000003
701,928,778,986,215,746,825,444,435,20.19,14.18,14.490000000000002
523,21,595,605,52,902,428,951,537,22.74,16.1,16.050000000000004
595,185,942,96,679,821,491,374,19,22.24,15.91,16.410000000000004
531,983,943,121,625,375,296,706,954,16.23,13.66,13.540000000000003
381,315,19,895,701,422,103,107,313,24.86,17.83,18.42
203,860,793,688,845,16,831,462,61,24.51,18.57,17.71
420,652,497,474,213,910,602,628,75,18.81,13.09,13.600000000000003
5,291,24,381,313,957,740,78,224,31.18,21.01,21.52
773,502,196,118,585,382,401,733,474,16.93,13.14,13.210000000000004
143,771,353,404,908,124,260,124,125,22.39,16.17,17.990000000000002
82,631,870,342,656,400,982,217,709,17.86,13.85,14.270000000000005
107,25,633,674,481,795,44,740,722,22.68,17.77,17.34
509,297,366,982,468,144,817,383,275,17.62,15.13,14.920000000000003
495,538,886,489,736,977,745,823,429,21.85,15.59,15.659999999999997
954,503,856,696,303,404,237,160,500,21.03,15.23,15.539999999999997
610,265,561,437,712,695,715,940,86,19.9,13.85,13.440000000000003
599,745,837,589,98,72,364,180,558,23.27,16.58,15.310000000000004
150,825,426,919,68,817,88,933,916,21.18,14.46,14.580000000000002
697,829,663,38,131,997,303,399,237,20.84,14.88,15.190000000000001
725,686,906,697,337,449,176,536,293,17.45,13.59,14.11
114,159,553,972,992,773,433,98,336,19.19,14.86,14.890000000000004
528,254,732,526,263,173,916,161,472,22.25,15.56,15.86
970,720,240,413,895,367,801,782,587,23.33,16.92,16.269999999999996
746,148,477,451,736,30,829,609,392,23.82,16.69,16.72
902,754,184,402,522,54,494,280,414,19.71,14.58,14.400000000000004
259,727,748,959,422,722,663,483,368,19.17,15.08,15.04
985,560,338,730,763,933,674,83,779,19.85,14.57,14.06
839,872,743,230,545,636,192,412,835,20.91,13.5,14.040000000000001
