n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
6311,6890,663,4242,8376,7961,6634,4969,7808,5866,9558,7633.16,101.7,100.91000000000008
3578,8268,2281,4617,2289,1553,4104,8725,9861,2407,5081,7639.63,115.11,115.10000000000007
1618,1208,5409,7735,9171,1649,5796,7113,5180,3350,9052,7638.97,127.78,130.10000000000022
7815,7253,8541,4267,1020,8989,230,1528,6534,18,8086,7637.49,341.4,351.52000000000027
5458,3996,5328,1031,3130,9298,3632,3909,2334,8896,7339,7648.56,105.55,109.52000000000007
1494,1318,5243,8322,8016,1786,4938,9031,4769,2044,8969,7629.45,135.85,138.75000000000017
5451,8852,3329,9882,8965,9627,4712,7290,1501,9769,6306,7637.74,102.67,106.18000000000008
5194,9431,3966,4756,3012,3102,3059,540,4260,7807,1131,7635.61,142.32,145.91000000000017
1471,2133,2450,633,1314,8857,6410,8594,4515,8549,3858,7648.11,184.91,179.58000000000038
3525,9663,6871,9497,4509,7382,8071,5855,1349,5313,1889,7644.95,128.75,119.33000000000023
7969,9618,5493,3119,3981,265,4440,1919,3612,6095,2793,7641.78,163.14,162.15000000000026
5448,6981,1018,1648,2397,3584,741,9402,8752,9865,1212,7635.08,143.68,151.3100000000002
437,2038,3088,9934,9436,1961,6409,1499,6064,1901,596,7627.14,165.39,161.05000000000013
9920,354,3188,3030,2029,7851,3450,1000,373,8916,6973,7636.49,178.52,182.81000000000031
1662,4258,1146,3618,1179,4932,5739,7144,2954,1000,8251,7632.41,167.02,166.83000000000035
7653,645,9772,1653,6410,3266,4262,5874,7704,9335,2775,7647.7,152.86,152.88000000000028
3332,951,2592,2653,5608,8674,4107,1920,9777,7246,2864,7638.21,139.2,142.11000000000024
216,7727,6715,9324,8332,5102,5851,6367,4111,2513,9184,7640.67,154.44,145.94000000000023
203,7503,1295,5503,748,8918,4601,2209,3934,7894,5770,7637.8,167.91,174.0600000000002
9996,4716,5885,9671,2168,5083,6357,6789,1322,24,9741,7634.11,355.13,376.5200000000003
3150,5478,2622,3922,3655,7342,6203,9308,6789,516,6590,7631.14,134.2,137.57000000000016
9297,6852,766,2714,7296,1046,4247,2583,7313,8643,7983,7640.81,153.57,157.8800000000003
9198,9895,1,637,8103,5340,5112,7649,816,6801,3080,7641.86,231.0,233.96000000000058
8987,1367,2138,241,6583,6840,5180,55,3498,234,38,7642.43,406.36,445.19000000000074
8656,1602,3120,1948,9967,3252,4954,4587,2985,1641,7792,7628.7,126.76,131.35000000000016
6499,1332,357,4500,7421,1896,4202,2185,8533,5686,1885,7646.06,144.94,147.17000000000024
2530,4561,304,693,666,3370,4254,9148,5156,6011,9297,7644.64,172.86,171.97000000000028
688,9954,8101,7514,7134,6102,8813,2921,3405,6153,9619,7626.15,127.24,120.67000000000019
4768,145,2268,2474,4446,5462,5529,6016,1535,5541,584,7630.83,182.57,187.14000000000027
675,4417,2684,2448,9559,4743,5913,6468,8986,2124,4807,7641.21,118.56,117.95000000000009
1882,7832,3927,790,5044,2942,8569,1161,4958,6605,5382,7638.42,174.26,177.2600000000004
4902,6794,1780,1628,9188,7883,7766,5522,5630,2036,7849,7641.79,101.35,108.47000000000008
1900,8154,6988,619,4946,5489,2550,2728,9248,6153,1424,7638.81,168.08,173.58000000000033
1078,1387,3244,3621,1001,6304,128,1606,6452,9117,8503,7632.72,219.57,215.11000000000038
4748,7348,8005,9582,3559,6931,1370,6034,3606,4274,9588,7650.79,114.33,111.18000000000013
2729,7065,3144,5873,1884,1046,452,8614,7399,3304,1948,7645.27,158.66,156.15000000000018
8144,6520,4202,3395,689,3537,2397,1714,3243,7510,6193,7639.41,150.62,155.87000000000023
5925,8952,2479,1716,9768,7993,2431,9239,6650,6934,8539,7636.19,106.88,107.57000000000014
8116,5283,8166,8169,3309,8893,9990,3584,159,5574,5214,7638.87,160.14,172.90000000000035
5272,581,8603,2430,4208,9872,2554,6209,9551,4823,7707,7626.14,122.3,125.65000000000016
1087,1386,8462,645,1087,3687,2138,665,4922,250,7349,7643.11,195.9,220.80000000000032
5416,2632,2438,7548,6083,8273,6262,8680,8231,550,9402,7631.4,111.54,111.8700000000001
1485,8486,9832,1251,6985,3376,4745,8772,9807,6845,7900,7639.24,131.77,133.65000000000023
6366,9952,9607,3826,335,3,2981,4955,8304,9343,4169,7628.05,326.59,347.9000000000004
5450,1075,8085,4292,4961,6685,6294,6286,1020,2683,2086,7632.9,134.52,134.51000000000016
3914,4703,5472,909,588,7886,6846,2308,8058,9862,1337,7643.82,145.94,150.8800000000002
2480,5779,6736,576,7639,6335,7518,770,1662,7715,2480,7646.29,136.39,143.8500000000003
331,531,9802,2174,5306,1725,8997,5679,3194,6281,8033,7635.04,167.33,167.72000000000028
1818,985,9996,7654,5535,2036,4855,2082,6351,4813,1991,7636.38,143.38,145.31000000000017
8503,3098,625,6422,7283,6087,3120,7462,5841,1234,731,7650.03,135.66,149.09000000000017
655,7965,4184,436,8520,9326,9368,3538,3762,1531,8231,7635.99,155.59,159.83000000000013
8580,6883,8308,5002,1858,2386,6979,9273,6914,1376,1716,7635.79,99.17,105.23000000000008
6809,1030,1625,6802,2558,503,7319,7062,6832,493,8136,7632.63,159.1,161.67000000000033
5316,4138,1286,5775,1152,1988,5886,481,5659,5699,2914,7632.37,147.63,154.91000000000022
163,3776,5993,1155,9774,2347,3407,52,3355,2018,117,7629.67,307.87,313.4200000000007
4804,6047,403,9909,3815,2324,3063,7439,1841,7810,5643,7635.51,133.79,140.60000000000022
4230,2132,457,3409,5934,5488,7755,4794,4855,9063,5357,7641.93,145.63,142.63000000000022
3015,9716,1323,1680,8736,9516,5042,2562,6170,2407,2051,7629.53,124.36,129.71000000000018
3650,5175,8328,3978,3877,3013,4768,6102,6877,757,2166,7645.35,129.04,130.8600000000001
9850,336,6452,1276,1199,2163,6885,4905,9023,6828,2331,7636.41,173.57,172.17000000000039
9684,6917,4882,5809,1385,4064,7287,6049,8670,947,6167,7642.39,121.89,122.22000000000006
6694,138,6835,5253,7230,3342,6088,4805,7715,1491,3038,7641.41,178.26,175.33000000000033
1779,4537,1837,9145,9921,2521,7309,6533,3037,6909,7073,7639.32,137.7,141.59000000000023
2862,4062,7429,5576,8574,2335,5822,7576,1417,7918,3336,7634.95,116.53,116.65000000000013
4828,30,7357,7569,127,3583,4891,1875,4934,8932,9980,7637.52,325.17,339.93000000000035
2559,6950,7723,1516,8153,3807,8908,6640,4588,354,1979,7643.31,144.96,141.4900000000002
4424,664,4,4203,6527,8619,9529,6491,7284,1671,4138,7634.59,229.79,233.23000000000053
5797,4643,3211,9755,1396,580,1154,4300,5007,8743,5568,7636.3,142.27,138.73000000000016
