n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
864,394,776,911,430,41,265,988,523,11.37,11.34,11.540000000000004
497,414,940,802,849,310,991,488,366,12.32,11.75,11.790000000000003
597,913,929,223,516,142,288,143,773,13.41,11.36,11.669999999999998
97,633,818,256,931,545,722,829,616,12.32,11.66,11.490000000000002
923,150,317,101,747,75,920,870,700,10.9,10.81,11.030000000000001
338,483,573,103,362,444,323,625,655,10.94,10.96,10.729999999999999
934,209,989,565,488,453,886,533,266,13.19,12.09,12.16
63,824,940,561,937,14,95,736,860,13.92,13.17,13.030000000000005
408,727,844,803,684,640,1,626,505,12.97,12.84,12.459999999999999
847,888,341,249,747,333,720,891,64,10.82,10.61,10.63
195,939,581,227,244,822,990,145,822,10.36,10.15,11.4
556,458,93,82,327,896,520,955,501,12.07,11.56,11.290000000000001
111,308,564,298,723,127,560,340,834,12.36,11.32,11.150000000000002
944,553,208,986,818,617,560,601,294,11.2,11.57,11.310000000000002
455,93,610,817,394,324,589,247,297,11.54,11.32,11.38
188,193,841,191,33,627,672,266,487,12.21,11.8,11.910000000000002
70,91,695,775,133,897,153,945,39,12.96,11.92,12.430000000000001
862,82,919,716,945,849,553,699,400,10.73,10.4,10.58
857,722,537,282,534,831,241,869,220,10.88,10.78,10.939999999999998
916,695,603,845,972,429,593,281,461,11.57,11.47,11.520000000000001
504,676,656,717,938,812,365,84,332,13.29,12.65,12.629999999999999
627,118,498,601,645,343,865,194,248,13.49,12.74,12.5
16,749,277,119,722,225,380,813,174,14.07,13.91,13.700000000000003
340,436,835,63,103,801,149,875,714,12.46,11.54,12.12
224,46,836,587,649,931,958,547,616,11.12,11.1,11.140000000000002
696,75,27,127,650,193,620,850,589,11.09,10.43,10.730000000000002
122,400,93,379,853,118,37,620,22,14.04,14.16,14.19
199,984,993,189,735,126,490,215,744,12.64,11.75,11.61
819,62,959,695,23,557,435,635,103,11.64,11.21,11.010000000000002
855,266,71,226,73,662,308,358,446,13.12,12.99,12.65
184,62,515,478,40,610,103,716,400,11.58,10.77,11.200000000000003
204,266,367,926,749,481,858,923,940,11.24,11.41,11.300000000000002
583,173,714,688,208,989,785,59,807,12.02,11.7,11.960000000000003
692,162,865,165,350,542,256,120,611,13.31,12.51,12.420000000000002
943,452,681,179,13,482,697,419,921,12.41,11.87,11.98
582,895,520,939,318,664,365,397,857,11.58,10.54,10.850000000000003
673,256,157,574,707,12,468,759,80,13.55,13.08,13.220000000000004
343,756,46,557,287,138,245,780,976,11.71,11.31,11.340000000000002
493,360,624,294,689,367,604,969,913,12.46,12.04,11.93
648,874,635,135,732,317,397,766,424,11.17,11.59,11.02
