n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,monte_carlo,monte_carlo_max_hop,two_hop
62380,155357,142666,34189,96981,240109,158314,124270,164028,152266,17177,158754,3451,238241,219537,123006,67988,144384,61428,50264,261002,81.06,56.25,58.30462362249671
187996,123276,141813,219273,144082,124873,104106,167527,225711,39483,60796,166424,39746,227552,242702,137148,102219,194314,3970,176006,203747,86.32,55.88,56.86760728566942
16785,41785,198765,251002,154953,11216,78975,204492,8129,215894,226892,70629,123928,155910,188435,241213,230375,101609,187204,206598,241460,66.97,52.21,54.525944165732966
111918,103537,190873,209953,151233,116554,252731,245258,35166,230389,95818,25547,9407,35643,129730,56881,67628,253094,176171,114337,204202,83.1,58.31,60.55072599597109
164272,224192,78912,110401,132970,218491,101152,150476,91989,140011,153373,106843,153158,60918,237031,88280,178777,240053,243517,7513,224500,68.52,46.94,49.1193908628127
73317,259781,158811,175970,182338,42755,183137,225610,85561,252872,142020,237160,149934,149188,27282,187122,171838,55345,165930,218001,259017,81.06,57.0,58.64596615797097
150348,70014,74699,32619,16635,126353,223855,167446,259471,126748,23204,90198,209871,17461,107600,235168,39522,5275,77041,111972,201534,82.47,58.26,59.95574121223885
108841,228790,31173,11584,158594,161096,199657,11780,99039,188334,153714,86757,144402,230924,241665,257067,73157,132492,61853,261753,9440,80.3,56.78,58.49190588889802
81178,1896,20177,28342,157224,140398,8225,248747,51743,254654,106938,76444,160030,69041,40946,180809,11124,256871,227483,89080,82268,70.89,53.14,53.97736570176235
94423,251306,36261,235053,225891,99035,98763,120693,228036,136334,101238,168791,227234,156146,178512,146606,26888,162562,255035,246578,212733,72.57,53.23,54.20750981724983
132914,71119,113034,166275,188825,187595,62294,245481,78928,114673,256323,67694,136610,79427,143767,88842,3003,206673,108844,258855,152034,74.14,53.98,55.31083517370011
82542,5256,98701,161427,154456,165722,34935,15749,166076,164453,87149,122224,92514,178069,240474,92425,159610,185322,73118,193471,128320,105.25,66.52,67.78146345511874
5815,154501,15879,250305,177214,5571,252524,96774,65830,164618,119619,78285,155365,157667,83892,46509,95408,48561,81964,198733,96771,63.52,48.66,49.563721079679425
221207,156138,69241,78749,206386,98870,27491,202446,213137,7057,254639,149227,179236,192721,34451,81269,131074,58336,171369,210713,70615,77.64,56.82,58.500113690429096
62572,85927,49124,177750,114094,170272,182993,25433,26697,157476,84401,248813,87491,176928,218507,58840,114931,212275,224273,251839,44376,94.01,60.98,62.33164539149676
20957,88266,194529,170454,57152,231970,149003,118253,70936,58989,206309,31698,8889,138838,251024,50018,82612,211491,219206,219801,150689,92.29,61.83,63.555211894765456
48126,226421,73031,89157,211609,217041,168280,22422,211355,162354,90513,154528,33997,110434,76531,135894,208106,222815,71086,121823,90794,83.98,56.89,57.559513828742816
166246,109289,76126,110040,148984,107353,9317,241333,108335,40893,52316,1222,125135,247272,218245,230681,163226,258713,133730,113862,146504,81.44,58.51,59.520908214733645
249079,258410,243106,188025,58219,8472,195434,119713,219335,197494,173798,196087,136056,252540,75770,142569,89409,233230,59628,225845,17843,96.98,64.9,66.30071074772124
224914,154318,254532,75238,31456,212386,64103,11816,9212,236875,210489,181850,134295,242182,52027,235029,231619,235844,112692,151244,12938,88.25,62.92,63.480227138783434
3445,126103,195375,31670,45041,131907,78613,62664,173774,5202,137616,140770,108462,13958,246164,239359,160475,29776,89483,32874,66184,82.26,58.99,60.23388874866505
254801,225880,141814,125094,212743,205081,16087,92233,57882,51729,32039,140151,232688,214122,31250,44905,62772,207532,71764,241635,233212,69.53,52.47,53.61909324692722
211301,33681,215875,241369,1967,127795,164785,149656,226113,104930,13089,198309,71145,65079,70408,162028,138219,136228,110882,13362,123967,92.39,60.52,61.262632721613656
84702,203554,214833,474,224663,14374,203225,33256,12107,32670,13063,17935,126566,255509,8653,223988,186835,22577,135110,131627,128448,80.46,54.24,56.35858401474997
82810,41167,82465,18815,92088,101134,169584,102140,153777,79722,94590,69449,50090,259004,86186,112381,32441,33452,145627,914,187706,90.12,59.66,60.08010584875904
189540,99677,208481,20945,148565,46807,11262,97851,120800,158448,170464,205159,141904,99684,166900,210019,11387,163296,232400,113139,13910,73.84,53.63,56.11687652668591
97627,164480,130063,199240,184255,82561,110235,249112,181960,109652,120806,4698,64247,57317,140466,70802,182234,154639,18764,210537,111381,76.41,55.44,56.79576742865366
58835,111635,34174,230600,7364,245493,85344,98103,253968,235367,146558,207334,228157,68728,31837,121672,181024,32281,246169,213181,191765,98.06,67.79,68.27996651777016
173615,222767,232611,138983,207741,98678,174997,28476,192344,83464,147808,139453,27035,212761,154077,187847,1284,124137,37622,61858,202979,75.02,55.4,56.37383574039755
101888,11616,138203,24064,147933,26030,172807,230809,98503,46964,214812,6157,89517,220603,223425,31793,6676,221234,30171,176563,126332,62.84,48.68,49.99940824091283
219200,182543,249668,74578,151801,78481,209386,23274,9507,261159,201174,147754,134040,138675,187474,62470,27982,145348,196336,26191,244989,74.6,51.99,54.27172883115129
145049,16027,144210,84999,227913,147843,47296,217070,20273,63471,261711,47126,169337,65527,119050,161475,183530,197536,247103,103213,66295,75.09,53.33,54.12049888477553
96330,157143,103976,246091,91824,145919,109633,253313,21826,98389,131153,61673,255080,243660,108221,221145,195928,253517,42105,108860,181099,90.07,58.39,61.264357289308364
149003,198211,151997,176647,242203,135552,179715,126804,40940,168546,105133,235248,232667,39145,42620,25129,130536,196124,126746,240284,183144,78.29,58.44,59.005694733283555
135595,249218,116143,153739,188458,224947,48787,35726,70086,197146,52213,38418,153516,135166,82535,245049,60897,223213,181176,141042,249934,91.63,63.76,64.11586438851177
204350,77558,175999,184898,224210,108318,156034,223776,153242,153262,257885,70037,233153,57043,80537,6062,70279,125695,210789,100335,52592,89.2,61.09,62.575619389600426
45153,149392,94495,62606,84421,126509,202953,226440,37646,109685,259841,182859,125721,183891,157024,53937,122697,152179,218788,236389,215381,82.47,56.76,57.70058884188109
171021,146045,7279,126169,260253,188929,18972,224565,248395,104926,205288,192305,231171,251726,12018,122524,238785,60188,233567,61545,169934,81.85,54.74,55.96929570243721
188137,203773,177039,18157,251321,56982,223839,66629,63462,233353,49708,203371,67796,36039,49069,163029,184741,176984,225075,9636,235866,78.34,56.21,57.88069786980658
244783,66848,44488,226780,11802,82160,48042,110964,23844,191094,209426,22524,30924,24285,69252,218609,239534,76484,9470,93496,118582,74.67,53.6,54.7395098270243
152122,192438,177080,88248,1804,7702,87766,86892,114352,99529,127375,20438,55075,168900,153381,194607,250435,128446,102477,32879,142699,83.3,57.93,59.129052741669426
83575,31241,231565,72027,19986,174439,113393,29498,114928,232571,138276,238226,65779,25403,138330,246752,183684,98100,177845,202485,96582,82.45,58.58,60.14039616674691
198527,118072,77472,173775,177179,175627,171462,247521,211302,214263,69623,28092,197706,247581,252005,88743,176377,148385,140553,137803,29699,85.36,56.31,57.95031562874704
174819,129467,133348,92316,15603,188243,77181,177876,190813,148476,194579,47704,169301,169257,191417,165382,39201,46951,97197,233286,241167,87.35,60.85,64.54312664867474
171801,119075,32278,28368,244277,146743,37063,241384,86908,169077,188868,170285,156613,110136,145469,78791,169734,48995,119984,126451,81904,73.26,55.77,56.29979876596863
205052,46237,184933,17982,28159,187651,47510,197782,145157,142379,150957,193891,102722,94167,26176,69689,70999,100500,14017,228731,35788,84.83,54.47,57.377350592010195
11039,125488,132307,71111,64801,182307,201562,134931,92827,229441,87257,247737,105732,117501,141950,212115,202299,18147,92506,130549,222005,97.32,61.88,63.66857774647739
260999,29394,39736,70906,154696,26122,178646,29539,147943,204205,238536,190654,29384,48456,183021,49589,148659,109223,175675,194856,102546,77.44,54.93,56.26356219268725
213843,257795,196267,33679,155167,159355,38396,225318,104443,209242,50761,142795,138307,44651,148994,46894,52973,227690,65575,96888,204908,81.39,58.44,59.55391343411228
76812,7887,220803,210542,116611,233622,106752,248859,213519,100439,82823,144862,237545,152844,81161,166105,130499,256108,138694,179995,185320,77.21,50.96,53.206330981602385
78486,234802,225446,175018,126896,7909,157643,49934,190535,166209,622,28175,201970,198171,173522,61288,128941,45379,137269,163845,120726,91.19,57.86,61.03569171056934
52142,50708,205036,138817,55545,9715,213050,131189,242757,169334,248179,116450,29248,148374,74253,251401,172362,233845,40005,35543,122484,92.48,64.72,65.65183040760137
207716,23261,163388,242097,13266,6689,94345,162094,61188,132632,20404,130704,141264,4954,243747,89033,84703,86074,228199,90125,182100,83.4,57.44,58.965010221030546
181775,35220,21106,224995,219963,157581,203252,243001,8903,187682,20964,193913,260606,90070,261582,211466,53761,244250,16603,225826,52423,80.76,58.46,59.707070218044535
114563,183247,198403,57904,127140,82787,28605,206277,11193,107079,20432,221578,52508,185030,42158,102627,130322,124067,183311,17821,140885,75.81,54.6,54.124837115668896
223290,110653,54627,170194,128193,79862,6126,121741,119952,198468,181216,105239,114916,47340,119374,235775,9762,188662,67273,96189,222504,92.73,60.27,61.14451426039918
97248,117373,138760,94772,156362,105331,58680,254208,707,210814,54786,67809,205306,96896,37611,224239,120583,139938,51196,41705,54863,67.22,48.25,49.86905596226457
5826,44764,153230,105839,132029,44112,166911,7204,36505,28854,159562,44101,116061,128522,48444,15654,220617,5879,105672,117446,83324,82.98,58.27,59.98226526966666
106887,8608,184403,187170,13399,62715,105723,10259,103968,129300,6989,238276,253107,231493,57386,63324,24712,101996,124409,49976,43190,77.67,49.93,51.63338380059453
87288,163171,30447,90795,239255,32491,155822,13602,211671,190755,76232,72112,257238,206527,246935,122002,206901,244559,252094,78786,128075,96.29,58.8,60.14131568862672
65528,147094,69681,7894,213560,88332,164915,260256,90371,83111,24567,14868,178886,114135,254087,23431,155256,161908,958,27469,7943,76.92,53.59,53.82093513791094
178476,23733,5000,44652,131867,9596,126312,14141,49572,171523,133622,236008,86833,52609,235894,255288,198550,125010,89124,210655,125471,83.33,55.61,57.037822033607284
240484,92154,246438,172654,8968,100221,79881,197022,159103,165543,248129,103377,23010,248332,76921,48263,222797,108282,30061,133032,102200,93.26,62.57,64.54279024780264
143461,87603,140644,178270,204036,243405,105593,45778,219536,193932,226624,192400,101151,219062,245799,145053,94171,242090,48215,95112,210158,83.1,59.7,61.237688346139606
108717,114936,60137,116517,204332,184218,125990,90482,70636,215202,44497,132920,188908,197327,158781,239877,186286,182696,101397,248894,127693,86.42,58.03,59.80775496367763
11202,40341,45003,186305,197044,6017,215691,122402,24116,198823,181366,177558,173172,25450,83908,62172,157465,221159,210067,168396,14796,86.16,58.59,59.06858178598891
230302,160483,228657,12629,117939,122276,235115,227742,192114,169499,87480,261342,97017,436,18889,51076,104682,206275,250528,240047,27524,72.34,54.08,55.607482694861275
88727,149132,81611,28870,118050,21204,215463,170167,55154,63094,180405,12797,256283,40022,245222,168966,37510,153500,258295,3055,29388,92.31,62.64,64.0267256605902
60273,75366,253558,54725,57693,223019,147443,135152,110001,132367,204773,237817,158427,83601,206737,231443,140304,205041,49324,122548,46559,81.66,54.91,55.475478638293005
163156,20742,10831,216403,211365,29499,156801,6290,225151,253339,26582,52233,247248,234168,66855,22484,28587,121958,104628,58393,216389,88.54,56.62,58.327575981438706
217441,178427,161329,28532,168245,127292,199596,175245,228510,183364,90714,105607,158100,173296,116810,203898,29083,76511,218989,247745,155817,77.05,54.32,55.33919146127501
116314,213595,99459,53998,30649,141343,1980,121680,78454,190843,168468,20247,89539,90740,50319,127019,197552,18750,242203,144887,179921,95.82,59.09,60.60804932117924
192759,95590,110848,205549,169976,17564,158825,135972,56142,65505,91893,219667,261028,16382,87871,61902,112939,115083,22069,65782,57117,71.56,51.43,52.8123826231537
84732,43327,196486,244038,54246,190411,57339,229302,229506,258624,192709,160469,121520,244146,186452,140434,223494,109770,96410,248526,50107,76.55,54.81,55.33492852266409
236740,163517,248933,107288,126927,234280,202757,257704,106687,123048,261436,154028,241252,9166,76557,250997,244893,4749,48387,233944,25131,84.36,58.23,59.129237763587305
7410,189362,39501,77148,131995,136172,16086,167575,123757,10633,51069,195345,54352,72347,128910,113349,9863,90384,122733,194534,51573,78.51,54.82,57.48702128155745
195766,204997,75314,37475,27095,116409,78468,238149,107762,116351,20331,53898,40163,127745,199945,212332,183611,74539,255958,98305,256809,84.63,58.78,59.74342207062241
211291,229675,166266,97669,247153,42295,113061,81773,246418,121412,124282,137872,261770,142101,58356,94296,250748,223528,75603,74760,7710,75.9,54.76,55.78214248925025
121414,97908,232472,94188,211586,217808,77961,195955,63596,243828,211463,136201,2636,3745,34466,164907,139162,39089,140466,5467,43444,83.71,56.85,58.23517075999767
249065,13175,507,53461,257864,201850,207917,122092,93033,256714,253135,205923,95111,256700,144871,9207,128497,48506,62584,3457,72564,66.38,47.8,50.34257230390845
113339,237093,88675,219029,13438,158200,143134,212657,24593,117969,81688,68608,64810,176154,210272,130707,109633,189502,68250,89006,11536,88.06,59.89,61.703483246747304
7692,112607,9781,164491,261087,177006,43410,239220,199591,211960,147780,64847,249961,35563,194945,198786,220563,206964,108115,133386,196758,86.85,58.62,61.00015132971763
217840,88459,144666,35054,73293,4356,44233,11891,4468,127355,168583,15840,235136,213988,237544,120606,122548,136612,174453,197827,243431,80.17,52.4,54.71304930832319
225498,213387,256235,157980,135067,108639,97269,135897,165714,44771,77003,47959,19328,179250,36586,260076,218152,143410,26625,106992,202945,80.97,59.83,60.234180437122355
92248,116421,119247,72990,210487,66997,118624,74196,251464,138883,40712,151315,82550,36608,136838,9898,107970,127289,223102,60425,216950,86.48,55.98,57.90656304814099
120304,244141,153486,160553,71666,8020,82969,150604,156691,144113,30422,127818,32826,73360,205919,185963,197591,238976,70160,26858,114081,81.11,52.61,54.054992904227376
175293,19883,97334,8821,134949,127664,234802,197275,251742,216683,168703,117399,51140,81625,241358,90649,47482,171408,100480,246815,217101,79.38,56.53,57.455793429821455
103960,82888,12923,71011,56156,249014,9931,247412,83031,83203,160056,102900,145536,73910,9319,34475,109408,65594,108356,256945,235764,104.06,67.91,69.89249234418227
20777,129814,60228,250816,52427,193322,20848,183026,137953,30181,194777,165750,219751,32405,165443,219841,214383,230842,1406,246973,73975,87.09,57.12,59.67445124070513
255422,251965,181417,18187,113049,70155,257944,126574,121049,70218,75865,143164,146680,12356,45785,61851,127555,251020,44051,37805,39290,83.73,58.8,61.09368223236149
237369,184949,46638,180883,260260,122509,176841,104230,169589,2235,37280,102705,14306,47263,199089,164260,46177,81524,49702,170038,215664,85.46,59.25,61.58156067960839
34277,229328,38468,12792,137374,251858,39851,140172,56169,100240,204152,28065,113581,102200,47652,258871,6892,73601,27388,34423,30171,77.91,54.59,56.82646968424652
38077,77340,33267,100555,92384,245862,239852,158249,20175,244986,50325,1946,246234,97227,261331,37357,256881,125406,64473,16853,92896,81.43,58.25,60.704965988056955
143140,249256,234619,127159,27212,184395,222002,82122,123920,5594,193840,90536,139166,196129,223887,204980,115983,149125,106797,121652,141026,91.23,58.55,60.25834909773485
141067,80047,115942,39088,140099,119603,218359,100643,52548,198338,155795,77484,244525,196512,222388,195972,47043,78836,252562,225122,220212,91.5,63.83,65.54038749098261
251404,44018,83073,69701,220186,53046,34181,13910,158226,256474,14926,107293,161063,228768,46631,30033,150313,3649,41407,228007,32115,85.38,58.53,59.06398614020502
208144,105748,259931,149143,179692,98094,137686,182718,200811,72124,24255,121482,141657,152277,115655,85420,38361,154787,157387,57287,84715,87.38,58.66,61.62382144562788
119599,132746,147766,97913,166912,83395,154941,93962,184157,157558,202111,257032,189567,245406,90181,226016,180994,218949,89482,75181,255883,70.83,49.35,49.36741146105063
256040,78012,70714,47805,32290,157828,131283,58013,191945,260947,89394,191063,169155,65174,74027,113956,253475,69955,118725,34045,125268,77.99,54.22,56.639086187200654
87693,139311,206738,229350,46106,258613,162613,138537,136613,115751,260719,161952,13519,18160,109428,111536,144143,222161,160050,203793,76338,83.09,57.41,59.09476452870533
