n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
1857,3034,3075,1034,1582,5773,358,697,1121,2027,6645,4148,1715,3282,5258,2018.16,213.63,241.1600000000002
248,3761,3992,3712,3198,4054,4695,1574,6803,3298,733,3973,1918,6217,163,2019.48,405.88,511.11999999999915
5743,2185,4261,3339,3885,3105,5947,931,5430,2116,795,6670,516,3165,5080,2022.74,327.87,408.56000000000057
6795,3090,882,5413,475,2772,1920,5663,704,4076,5322,4233,1703,4763,6622,2022.43,438.03,576.0400000000001
1164,4970,527,4421,306,4003,5749,1588,1214,7047,4742,3737,5971,4787,3646,2020.34,330.91,378.8800000000005
2340,4565,2922,7004,3490,1105,1296,6261,4925,799,4356,5653,2570,5751,2924,2020.89,257.0,303.9199999999997
5274,6909,4052,4125,5111,1619,2529,1230,2914,4331,2329,4176,5382,585,6620,2017.27,240.29,283.1600000000004
7018,4156,5745,4464,1801,2819,1997,97,2422,2811,1800,2185,275,3468,2087,2020.77,208.8,234.2400000000002
3087,2444,6834,5778,3415,1435,5385,3246,952,1361,5432,6980,209,1653,6278,2018.87,185.82,197.16000000000014
1316,2457,954,108,6524,6261,3116,2800,6851,1393,4662,3568,1898,1139,3359,1999.45,66.6,72.44000000000003
4620,3654,3335,3423,656,4821,573,2365,5872,779,278,698,5433,872,6260,2017.55,490.44,660.4800000000001
4267,4319,2950,1258,6616,4136,3999,5801,1216,4951,515,1553,138,1150,2791,2014.01,448.29,606.0800000000002
3164,5392,4699,989,6092,2452,2879,2665,2998,24,5290,6845,4087,1720,496,2020.3,735.32,1127.7200000000018
5056,271,6220,6623,6688,4751,1408,1456,2764,3531,3616,990,682,1642,4959,2020.48,561.32,790.4399999999997
1834,4073,6646,3876,6473,1265,3121,999,888,4757,5906,3708,5307,1035,5892,2019.06,291.71,368.96000000000043
3600,4214,5943,740,5861,3860,4619,3225,6688,2955,3730,1847,417,1617,400,2015.15,133.25,147.20000000000005
3655,912,886,1730,5940,37,5802,4920,5009,185,5367,2982,6793,3542,4324,2023.43,430.5,524.5600000000006
764,6135,6190,4916,4117,6711,5776,4661,1643,4108,1879,2655,4306,3146,6094,2021.28,599.48,846.6399999999992
4258,5302,1607,54,2372,5023,2428,654,6089,2629,3300,1832,5180,2428,652,2015.92,182.28,227.84000000000054
4483,3436,6096,3024,6609,6068,6967,2628,4229,2475,5120,6809,2923,6416,2423,2021.45,86.59,87.52000000000004
5336,6928,895,1603,3974,3030,3101,4792,6939,2555,1681,2379,3252,5021,3141,2019.59,168.82,183.6799999999996
6902,5606,4289,5657,5964,2914,6724,5537,4955,4793,2967,5513,3502,1604,4013,2025.4,197.92,214.83999999999983
6739,4333,4155,6866,671,2202,1338,562,4081,6005,7097,2219,3438,6390,958,2021.75,695.05,948.5600000000002
5116,6793,6758,2244,2389,2245,6588,6761,4130,2200,2271,5178,3373,2003,2960,2026.77,366.72,425.4800000000001
2013,2031,6473,4134,6122,3751,2047,1918,6662,6643,4887,4302,6797,1600,3014,2025.26,864.07,1294.1600000000037
4068,6396,866,6499,914,3178,689,5363,1398,6391,4642,3502,369,6440,1120,2019.23,116.01,120.04000000000003
180,4999,1566,5611,2167,713,781,3790,3766,5482,2312,4637,759,1034,4973,2015.51,490.13,629.8400000000004
2929,7086,5346,540,2620,6476,317,6845,687,7037,1124,5354,6591,3000,6786,2017.15,171.74,167.36000000000027
614,6674,1890,5936,303,4913,6473,2615,1821,2429,6095,2928,2677,541,4260,2019.73,216.04,225.6800000000004
933,5909,4993,2851,3559,1308,1286,2088,3189,1218,3532,5962,6407,533,817,2018.75,513.01,682.7600000000002
4378,1823,672,2401,1447,2760,6139,1629,893,416,468,4553,6442,6030,1455,2014.99,435.5,550.9600000000002
6759,1398,4583,5239,2676,2419,1984,6030,4099,3923,908,4610,5884,679,1126,1937.44,86.0,81.92000000000019
6140,1086,1846,2677,1786,3340,1424,1384,1106,6242,3607,498,5692,3672,4796,2017.97,465.63,592.8399999999998
5470,5027,2353,3398,6671,3576,4737,5624,6039,3047,5669,4620,5816,4011,3002,2020.77,238.61,259.4800000000001
6017,6914,6387,4325,1535,2529,2179,5571,3898,6824,1047,6872,6863,2268,4095,2021.12,478.27,632.5199999999996
5204,4149,4371,6462,4193,2368,6610,1781,4657,4313,3200,6281,1104,6757,4003,2022.07,262.34,293.07999999999964
