n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
5305,2471,6468,791,1186,8779,1542,5991,9548,950,8313,3517,614,1408,7104,6851,1144,24.5,23.39,23.439999999999998
3943,1486,9028,6955,968,9264,2028,3657,9551,1013,9455,9593,6499,812,3622,763,9120,22.64,21.24,21.050000000000004
2181,4744,6867,2363,8858,1929,9353,5054,9179,2961,1688,9528,9358,3078,6101,1596,8974,25.14,21.93,22.040000000000006
1028,9246,976,3374,8133,8711,7005,5146,7628,9593,7424,5924,4911,4070,2945,3999,1341,22.57,22.11,22.010000000000005
9411,4919,8604,8111,5627,7353,4717,9977,1199,1934,8387,6850,2702,5604,2490,8011,6909,22.11,20.38,20.78
642,1271,9143,9388,5140,5572,5737,9738,8137,9501,7474,1126,1533,4422,7767,1064,994,27.91,24.62,24.640000000000008
5072,9469,7301,4662,6320,5685,369,7564,5823,2753,1918,8088,965,3575,4709,2119,4056,24.64,23.59,23.270000000000003
6519,6405,8134,1320,2725,7359,6580,9002,4552,2243,7053,9014,4561,6804,5878,6233,3780,23.53,22.07,22.470000000000013
2472,1359,2887,2478,3800,3822,197,7945,9652,2987,4304,4619,67,2386,6864,8758,6049,26.93,24.28,25.35
9991,9278,5220,2056,8445,884,7481,9163,6428,6521,6536,6457,1696,7889,6560,1019,3122,23.39,22.46,22.090000000000003
1103,3420,7219,2659,1801,5571,9842,861,1677,3,9286,2478,8791,1662,5957,417,1152,25.33,23.97,24.109999999999996
3407,6164,2433,4132,5691,9867,5966,7768,2012,1889,7996,7634,7870,7927,5109,1407,2361,22.32,22.13,21.92
1674,5613,4337,7841,2645,8459,378,3362,8654,5926,2401,8899,443,8652,4883,1491,4278,23.98,22.5,23.320000000000004
8493,6008,2736,5827,3650,8725,8873,8236,5401,3654,3197,3922,6564,3714,3275,8480,8073,21.41,21.1,20.89
5825,474,457,4577,7737,4246,3172,9914,5640,7327,5726,5974,1319,3612,1673,3716,7701,26.34,23.45,23.9
