n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
29714,48550,49200,16558,25312,5738,11165,17936,32432,66369,27446,52521,3970,60179,63884,59392,51180,10341.68,101.93,108.66999999999969
64878,75120,25196,52780,11739,63582,30694,2620,34965,68180,53433,62170,49686,14906,33863,12735,8269,10330.52,121.88,119.1499999999999
50642,49441,14120,7609,44359,30725,11279,65218,67739,27252,18630,8437,70741,4910,64050,25408,19425,8882.34,38.64,34.97999999999999
59803,58344,37441,73049,46752,55852,17691,20748,12794,69705,41128,46796,64832,66010,25906,40473,19681,10327.45,83.84,85.52999999999994
46627,69300,37270,66819,9361,66508,71425,28829,45115,31966,1561,38758,44988,28808,34975,4411,55496,10343.43,102.46,111.52000000000004
33393,49404,39105,54646,22970,51939,15238,21781,3359,26451,21060,39327,15267,1732,49866,44802,22302,10229.84,67.42,70.45000000000013
74596,57095,30371,18224,53752,73924,58465,53366,54783,10504,9171,37846,12466,4460,11174,13962,68281,10232.23,83.52,86.94000000000004
69112,47207,20140,66181,63994,19468,8254,24861,2220,18401,44668,50637,75192,15826,39244,46064,42655,9912.64,35.69,35.690000000000005
47978,385,65407,27535,7951,4341,22540,23304,44239,56496,57871,15853,10925,26274,29357,65170,62021,10327.74,272.07,289.7599999999995
20253,49949,15993,14216,59334,16574,57603,67434,11852,61773,73906,51609,47291,59681,29559,6675,25887,9922.53,54.18,54.54000000000009
6412,58487,14600,14179,27684,603,2964,47723,56678,69190,12233,65874,74576,26303,65736,30072,42481,10217.63,58.85,57.569999999999986
68909,50346,68130,25713,876,37952,38860,10469,42078,52806,29316,38852,10436,71740,54982,48398,42051,10234.83,116.26,122.89000000000019
67669,39606,46775,38774,14325,25656,63597,48492,49623,40893,26902,38075,52038,50262,68636,46633,47472,8981.55,37.19,42.93999999999997
56033,25674,64217,69328,66495,10745,35238,21423,8995,65305,35505,55015,15340,35906,38226,35926,66091,8999.65,32.67,32.510000000000005
35206,36350,53975,32052,47364,32214,32507,66154,60022,32754,30701,68845,25609,48226,65096,13860,14631,6106.59,29.04,28.530000000000012
50848,11039,22375,74284,56043,5916,17931,2895,25066,34686,11409,12508,60645,60258,36993,74201,12150,10339.73,183.99,192.08999999999938
16559,46867,8647,41932,5073,11004,17997,48005,9827,30242,4857,41850,29141,38875,46857,42833,8665,10322.39,87.99,80.75999999999995
68164,14941,45619,56958,20937,20589,33412,51025,19498,56521,8536,13077,70053,29177,10766,38424,23158,10324.81,115.63,118.78999999999988
44165,26073,14288,6668,7494,72856,23289,22378,73331,42829,38719,31752,65588,62769,14543,73772,10875,9908.12,50.52,52.289999999999935
18021,17387,29542,42839,28578,53454,22793,22146,17698,57726,7975,58767,37662,54373,57222,75804,48764,10131.97,42.38,42.809999999999995
73922,64176,48044,69204,24571,40477,34879,62373,16762,36290,65528,66398,69948,67090,37898,28507,74516,9002.52,40.88,38.16999999999999
69010,51204,17666,64062,62370,16287,38168,51652,4201,4581,48691,66401,38808,45487,49163,3623,18772,10335.46,74.99,80.59000000000003
1897,10447,24202,58840,16699,55774,73937,75851,14161,48852,65846,5190,48328,46941,13930,41916,13385,10312.49,197.43,204.23999999999887
62476,22248,30902,62498,47865,75548,45387,48725,56299,49140,5056,18441,41042,7988,4253,30489,66836,10032.72,55.5,60.560000000000045
47250,63385,48027,62390,73596,22692,39548,18283,34925,2980,57787,37724,34183,59545,38857,37956,52833,5070.54,24.43,25.119999999999994
65170,58606,11677,65436,57512,44698,17801,75810,14176,47365,59825,47413,61607,75095,50282,26633,71647,10328.36,36.28,37.05999999999998
68588,22772,19150,66090,4521,11598,71853,40815,28528,19312,52531,33216,25860,15161,1829,4796,58078,10333.51,100.63,104.23000000000016
27765,41472,41195,3657,719,2177,16796,75483,39637,40710,1447,5792,27972,43131,41515,12251,54329,10335.57,260.36,279.28
