n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
331,970,154,404,666,49,74,163.33,30.79,32.879999999999974
840,548,96,374,596,59,931,129.27,22.48,23.359999999999996
519,219,38,88,444,428,71,166.46,28.05,27.920000000000005
246,92,564,434,60,846,579,133.28,19.25,19.240000000000002
126,970,228,645,642,596,970,146.84,16.62,18.64
63,590,599,406,50,999,226,147.32,22.74,23.079999999999995
47,570,879,136,296,429,147,143.32,23.83,25.47999999999999
553,120,584,315,573,835,698,141.21,17.23,17.64
185,105,595,584,654,192,381,157.59,26.15,27.08
99,560,729,64,577,61,633,133.01,19.95,20.56
210,508,696,544,437,795,321,146.37,24.93,24.479999999999983
476,599,945,464,370,306,254,113.12,20.38,20.279999999999994
813,184,715,798,249,83,588,131.3,19.43,20.520000000000003
307,537,506,896,351,746,459,146.16,16.73,18.200000000000003
294,623,74,120,524,428,168,150.23,27.91,28.719999999999985
775,350,155,955,500,431,40,141.61,24.08,23.759999999999994
985,684,79,782,571,586,808,138.41,20.31,19.720000000000006
896,837,321,348,711,358,608,126.79,18.78,19.71999999999999
508,593,816,467,70,860,95,148.8,21.99,22.039999999999996
967,276,485,713,680,66,62,146.88,19.03,19.199999999999996
748,718,317,662,591,697,841,131.54,22.3,23.87999999999998
456,291,733,395,908,684,355,122.35,21.84,20.439999999999998
23,963,472,363,172,625,119,161.29,27.53,26.76
505,60,223,786,294,132,756,131.13,22.7,23.27999999999999
253,407,400,938,892,508,82,170.69,29.45,30.439999999999987
170,459,411,562,284,904,140,148.77,19.87,20.280000000000005
838,440,884,563,285,723,425,137.43,22.98,21.879999999999995
367,699,905,389,980,236,154,113.89,20.73,20.23999999999999
84,180,154,237,674,238,12,172.17,37.25,36.23999999999999
496,851,603,186,269,288,4,170.49,37.89,40.399999999999984
149,429,547,378,624,579,326,126.61,21.47,21.919999999999998
975,128,707,879,527,973,632,129.92,17.26,18.92
670,692,757,55,467,921,891,112.71,15.08,15.4
798,974,895,696,817,572,401,125.47,15.79,16.4
407,408,403,106,493,649,410,130.97,23.33,23.639999999999993
63,195,68,213,451,166,112,159.51,27.02,28.319999999999997
348,615,53,104,0,580,154,178.65,44.84,45.91999999999998
549,103,971,372,628,26,72,162.86,29.34,30.999999999999986
895,212,628,385,152,649,258,154.85,21.52,22.120000000000005
978,355,616,372,485,125,118,134.92,18.32,20.560000000000002
869,499,477,491,495,319,87,116.49,17.58,17.32
147,104,767,350,758,271,490,137.78,17.92,18.759999999999998
848,708,165,528,23,210,973,157.35,31.82,33.95999999999999
974,540,370,150,706,556,936,107.76,13.8,14.440000000000001
27,776,540,305,658,884,93,174.8,33.95,35.23999999999998
712,865,267,530,375,930,171,128.94,21.95,22.279999999999994
364,790,228,545,554,797,514,128.7,19.02,20.439999999999994
337,651,228,627,830,807,776,132.44,21.1,20.32
873,199,825,245,837,410,757,126.25,17.14,17.48
822,232,204,530,504,364,748,138.66,23.7,25.039999999999985
29,28,809,286,483,265,198,170.74,31.28,32.36
709,619,979,352,457,827,959,136.91,22.15,24.159999999999982
740,357,977,997,373,82,225,130.08,20.84,20.24
104,232,481,201,345,209,494,144.56,23.11,24.319999999999993
639,921,624,860,1,490,931,113.72,15.97,15.280000000000003
668,352,818,658,86,854,676,145.0,18.51,18.759999999999994
122,931,397,801,728,768,204,139.5,20.55,21.400000000000006
489,910,182,444,808,651,340,126.89,21.05,20.560000000000002
88,820,968,994,739,405,474,127.65,19.18,20.679999999999993
411,761,969,86,742,162,174,150.06,21.1,20.6
130,28,154,604,926,476,825,124.76,22.54,24.03999999999999
671,149,626,846,610,485,673,112.39,15.63,15.760000000000002
959,358,159,561,561,134,21,167.13,32.49,34.71999999999999
14,818,994,743,665,105,539,170.82,27.91,27.92
767,956,142,444,892,199,845,169.73,26.74,30.079999999999977
894,216,28,257,217,299,513,156.86,28.64,28.39999999999999
246,782,600,333,265,557,429,147.69,18.71,20.28
854,134,62,931,757,362,919,136.57,24.21,26.75999999999999
469,678,597,834,925,529,430,101.86,16.39,16.0
846,939,899,513,133,544,155,125.61,22.49,22.08
