n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
331,970,154,404,666,49,74,840,548,96,374,596,59,931,519,68.89,44.57,42.93835689286132
219,38,88,444,428,71,246,92,564,434,60,846,579,126,970,71.5,42.54,43.45918668814113
228,645,642,596,970,63,590,599,406,50,999,226,47,570,879,76.81,49.46,48.259479267277136
136,296,429,147,553,120,584,315,573,835,698,185,105,595,584,53.81,30.46,32.21170097469016
654,192,381,99,560,729,64,577,61,633,210,508,696,544,437,65.0,38.92,39.70695580310267
795,321,476,599,945,464,370,306,254,813,184,715,798,249,83,63.45,38.08,38.63096089714933
588,307,537,506,896,351,746,459,294,623,74,120,524,428,168,62.12,36.04,36.46214574785967
775,350,155,955,500,431,40,985,684,79,782,571,586,808,896,55.24,33.52,33.97508890216244
837,321,348,711,358,608,508,593,816,467,70,860,95,967,276,46.77,31.38,30.639430289830347
485,713,680,66,62,748,718,317,662,591,697,841,456,291,733,52.59,30.89,31.392837035531393
395,908,684,355,23,963,472,363,172,625,119,505,60,223,786,93.91,50.64,50.76967800730835
294,132,756,253,407,400,938,892,508,82,170,459,411,562,284,65.99,38.32,38.084160269249764
904,140,838,440,884,563,285,723,425,367,699,905,389,980,236,60.92,38.14,37.590000290667184
154,84,180,154,237,674,238,12,496,851,603,186,269,288,4,102.8,63.74,68.42421270795586
149,429,547,378,624,579,326,975,128,707,879,527,973,632,670,58.66,35.59,36.33705912095084
692,757,55,467,921,891,798,974,895,696,817,572,401,407,408,53.25,32.13,32.950388963214635
403,106,493,649,410,63,195,68,213,451,166,112,348,615,53,77.39,48.04,46.80637616886537
104,0,580,154,549,103,971,372,628,26,72,895,212,628,385,104.22,57.74,62.55830814550298
152,649,258,978,355,616,372,485,125,118,869,499,477,491,495,48.2,32.51,33.178350925413795
319,87,147,104,767,350,758,271,490,848,708,165,528,23,210,75.79,47.56,48.405720081655474
973,974,540,370,150,706,556,936,27,776,540,305,658,884,93,65.83,41.39,43.851042531248794
712,865,267,530,375,930,171,364,790,228,545,554,797,514,337,51.59,34.94,34.56897403350503
651,228,627,830,807,776,873,199,825,245,837,410,757,822,232,59.49,32.88,33.41013239372625
204,530,504,364,748,29,28,809,286,483,265,198,709,619,979,72.74,43.69,43.85290555936857
352,457,827,959,740,357,977,997,373,82,225,104,232,481,201,62.42,36.91,37.04438095263154
345,209,494,639,921,624,860,1,490,931,668,352,818,658,86,47.77,33.04,33.02704233192888
854,676,122,931,397,801,728,768,204,489,910,182,444,808,651,54.75,37.52,37.059585047382804
340,88,820,968,994,739,405,474,411,761,969,86,742,162,174,49.37,33.62,34.51494229326057
