n0,n1,n2,monte_carlo,monte_carlo_max_hop,two_hop
474,627,382,21.13,6.55,6.67
273,141,190,28.5,7.07,7.209999999999999
887,692,6,53.68,16.71,16.65
346,514,474,21.69,6.33,5.93
919,619,82,29.83,7.78,7.989999999999998
342,567,958,19.71,6.31,5.91
631,716,41,29.54,7.91,8.019999999999996
745,388,173,25.36,7.3,7.27
720,968,462,26.11,6.01,5.860000000000001
974,742,432,15.4,6.09,5.620000000000001
160,172,243,24.69,8.32,8.439999999999998
52,113,135,52.09,12.29,12.009999999999994
518,892,946,31.39,5.26,5.809999999999999
604,64,792,24.95,7.54,7.61
704,392,808,16.13,5.52,5.300000000000001
764,908,104,25.91,6.97,7.0200000000000005
941,298,209,24.6,7.6,7.719999999999998
690,229,743,18.7,4.93,5.110000000000002
812,431,910,18.12,6.24,5.870000000000001
89,791,273,18.2,7.59,7.329999999999999
933,214,406,30.41,7.06,7.019999999999998
287,349,828,19.95,5.23,5.380000000000003
44,204,725,24.87,6.79,6.949999999999998
907,5,900,54.72,17.46,17.889999999999997
421,56,917,31.56,8.9,8.570000000000002
387,866,503,19.07,6.45,6.46
142,24,242,30.7,7.3,7.650000000000001
434,753,928,16.71,4.88,5.040000000000002
871,114,987,27.51,5.87,6.17
611,3,124,62.38,22.51,20.769999999999992
782,592,202,14.11,5.64,5.890000000000001
916,872,207,24.94,6.09,5.859999999999999
338,8,913,63.52,22.62,23.07000000000001
85,136,552,18.95,5.86,6.1000000000000005
939,17,512,38.79,9.1,8.739999999999998
86,586,508,27.45,7.95,7.659999999999996
550,943,202,24.08,6.06,6.070000000000001
430,70,407,27.45,7.54,7.3500000000000005
196,654,783,26.1,6.74,7.469999999999998
95,717,593,30.1,8.41,7.470000000000001
148,176,962,34.69,8.37,9.11
623,736,981,25.98,5.95,6.09
42,55,276,34.08,8.16,8.429999999999998
568,699,620,16.59,5.37,5.2299999999999995
872,152,763,13.4,5.92,5.85
274,754,589,23.23,5.54,5.890000000000002
35,124,889,34.49,8.43,8.43
722,412,973,36.0,9.6,8.349999999999994
927,242,165,30.38,8.2,8.33
625,517,44,19.39,7.27,6.929999999999998
753,374,865,18.93,6.04,6.1
690,534,604,15.42,5.8,5.500000000000002
578,793,704,16.79,5.51,5.15
88,888,355,24.4,8.72,7.26
112,884,902,17.44,6.31,5.89
598,374,462,18.71,6.11,6.130000000000002
215,411,203,38.35,8.21,7.84
969,588,763,23.65,5.68,5.43
18,388,818,35.25,9.77,9.86
622,336,0,61.35,19.76,19.349999999999987
443,114,218,35.93,8.69,8.4
227,454,276,21.72,6.82,7.119999999999997
332,834,90,19.94,5.93,6.04
314,644,291,25.5,6.68,7.0
105,529,802,26.48,7.33,7.549999999999997
56,26,390,41.36,9.98,9.98
799,573,826,15.54,5.44,5.3500000000000005
438,509,354,15.69,5.63,5.520000000000002
726,796,254,21.24,6.44,6.16
579,755,67,27.63,7.18,7.989999999999999
435,663,236,19.78,6.04,6.0200000000000005
98,987,778,26.43,5.94,6.16
410,522,381,26.21,6.65,6.809999999999999
978,880,573,24.31,5.73,5.57
378,142,683,24.03,6.86,7.1
297,175,709,26.11,6.4,6.870000000000001
863,896,265,19.43,5.91,6.23
30,51,962,47.63,12.41,13.149999999999999
998,829,176,19.68,5.98,6.520000000000001
269,969,168,31.98,7.53,8.839999999999996
123,621,151,30.42,7.51,7.740000000000003
12,49,62,45.2,12.73,12.16
461,213,805,20.77,6.26,6.63
398,301,626,20.88,6.26,5.960000000000001
15,989,817,29.32,6.59,6.9499999999999975
363,291,144,25.42,6.89,7.070000000000001
492,575,284,13.75,5.76,5.8500000000000005
140,984,88,32.13,8.33,8.799999999999997
765,569,303,19.51,5.92,6.230000000000001
712,120,67,38.63,8.74,9.14
430,462,145,20.64,6.23,6.370000000000003
720,575,782,10.79,5.33,5.37
813,392,602,20.93,6.24,6.459999999999999
908,822,173,20.49,6.89,6.519999999999998
679,732,280,22.3,5.64,5.200000000000002
790,611,901,17.95,5.43,5.570000000000001
623,506,357,14.81,4.78,4.790000000000002
101,945,49,32.98,9.69,8.529999999999998
283,541,131,27.58,6.82,6.819999999999999
177,817,644,28.5,6.91,7.299999999999997
