n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,monte_carlo,monte_carlo_max_hop,two_hop
221360,100989,198693,233372,110250,10612,67873,253090,134027,127383,106151,240709,205468,217540,79511,253702,124937,93860,152930,233743,238056,37.31,33.72,34.56000000000002
57263,132300,36509,73882,36633,198129,24859,162101,209558,65668,258804,238484,139608,257631,184856,212393,157785,236497,38525,81303,25890,36.9,34.39,34.430000000000014
191321,19331,235625,222946,179302,86559,123769,146751,26398,92744,113815,82889,160140,167883,239340,53602,253390,144840,125045,116049,226835,38.18,35.07,35.18000000000002
136669,68286,16326,211033,240770,143838,240122,3680,24450,188666,220224,104549,186188,216228,205795,175152,163909,299,160405,129388,217071,37.43,36.16,35.63000000000001
227436,87329,63939,191438,85250,184455,228188,16510,50087,240391,148769,58118,62551,210592,253634,37354,210548,142341,117432,23911,21088,37.1,35.27,34.84000000000001
260367,83900,229398,133153,261612,244536,128263,28588,79022,144511,76307,185220,32718,143508,87228,213507,241762,141632,53268,252664,209565,38.38,35.71,35.40000000000001
158121,143453,154040,75407,116651,24020,156313,209173,100899,83111,150903,63466,76108,48200,49647,215342,48950,8643,160634,257241,172139,37.15,34.19,34.680000000000014
68172,124919,18110,23546,177923,198601,34137,229840,39203,242058,10129,220845,21036,235450,183323,241980,217411,141715,179175,102575,219641,37.51,33.89,34.40000000000002
184885,137513,72255,136784,212763,61735,222687,56413,234629,178120,154612,216337,248975,109949,151963,72144,118112,129146,173079,168085,261163,36.02,34.12,34.45000000000002
183559,240370,257546,207965,93681,21593,85019,160637,30238,127518,153898,165189,87889,221532,49906,63710,4249,191755,71050,30706,184898,35.41,33.47,33.980000000000004
57792,97533,208295,44690,87172,111707,213886,16303,26373,205289,38366,224217,182890,57350,11857,214203,150435,166253,238555,245503,140036,37.56,35.93,35.79000000000001
157855,178412,19397,6998,32622,166461,49419,158947,217602,150982,31377,102553,23994,97029,218587,257036,30420,9539,158729,5671,51010,39.36,35.83,36.17000000000002
251928,254461,48489,188249,32478,125628,55201,190619,209910,16013,245620,178086,5972,142668,111573,162686,26607,219126,68136,18351,57889,38.96,35.48,35.77000000000002
18866,169587,78921,91827,114312,47269,16001,132025,122455,10322,156364,26455,183323,259059,102570,52259,68192,93993,237082,191784,123264,36.79,34.04,34.65000000000001
219762,236533,240774,149361,44413,182897,176328,53323,253374,201155,15217,206739,177262,41473,221622,42455,89735,138798,65716,30726,156445,36.51,34.63,35.180000000000014
241544,115949,174484,45827,3461,123633,178593,107454,235955,149189,229324,133326,240520,81643,170114,93625,101880,219587,172390,65780,40216,36.02,34.66,34.45000000000001
146957,181095,3260,120049,194399,20728,88058,193728,11979,142690,73631,35346,62948,199797,249857,126308,92333,159943,75465,176528,94162,38.86,36.36,35.77
154737,248225,233817,166133,223811,162811,34693,187595,81342,101716,196211,108637,217291,170611,21161,399,155864,50412,183129,87661,41963,38.72,35.38,36.070000000000014
62761,58483,167090,117475,99260,186213,229486,176626,148937,229254,108634,8269,105451,228507,183980,148759,109635,202423,173590,185861,12263,38.47,34.74,35.930000000000014
43430,116746,16747,67954,183898,41336,117011,138300,231983,127733,238037,147168,158329,198045,18,231702,10200,129651,85444,81804,219607,35.82,33.85,35.04000000000001
122392,13069,212086,215671,229380,255374,212969,108825,49283,143802,261992,252454,165960,256526,21880,219532,190199,34215,258689,3861,105333,37.78,35.7,35.90000000000001
248918,177868,109441,82883,889,55974,3746,188042,197854,618,256965,215674,177146,138502,160448,25633,49927,31169,159477,170201,52039,38.24,36.64,36.08000000000002
229023,79276,73395,180496,256511,47768,26261,124677,223854,241898,103991,164531,21324,5726,72014,239568,118745,209669,207707,30350,225800,38.26,36.09,35.56000000000002
67236,34975,171328,136541,214243,170598,169067,90977,30175,228553,40485,72983,223147,4869,11088,10659,53932,178519,68070,146369,82500,36.79,33.98,34.31000000000002
248119,96179,246006,148758,238512,222675,11011,221868,196381,251973,183848,159277,171799,129626,186740,168858,236640,120236,167809,114148,97635,37.5,35.86,35.62000000000001
228435,141014,46737,54485,98455,153911,76293,2332,36295,39589,71138,87401,88476,206994,96259,188350,24564,88671,204319,162670,9349,37.33,34.2,34.52000000000001
10801,70679,42955,39168,257402,152948,75898,94609,103492,259339,143781,33984,76914,30119,125321,191501,62837,244778,12650,80708,47077,37.67,34.47,35.650000000000006
224666,137114,191014,18576,79343,105688,219036,86119,78440,108716,28482,26057,147018,238199,126136,124257,88363,220423,209157,255912,212947,37.64,35.66,35.680000000000014
90086,32591,125589,30410,183394,130478,111813,9915,79142,87839,192610,180121,234461,40806,241090,43661,164296,147976,98453,211319,255475,38.46,34.96,35.53000000000001
259915,167478,22786,17258,211752,22195,51915,196573,57949,16031,100876,2058,25710,103234,145876,136053,75974,117583,241212,128088,206645,36.48,35.05,34.920000000000016
153325,187277,178075,56951,110896,21931,96555,57707,259118,261909,68397,153414,203712,43668,113042,50317,93983,30149,16739,215477,226382,36.75,34.52,34.58000000000001
223571,184026,7240,236718,137839,118387,197247,177450,52871,31171,130308,104321,67234,54324,168033,11036,261368,248502,209042,56595,163424,37.11,34.63,34.430000000000014
38365,27428,51896,120168,99098,94802,143233,216789,39671,27458,259179,156300,257684,127900,38902,147824,106406,167343,178239,110949,230072,39.31,35.22,35.42000000000001
136636,129867,178079,240398,232726,84531,218505,130663,261667,130717,166478,175654,229297,52950,142294,159847,244138,57350,2544,89186,184967,38.43,35.63,36.070000000000014
252331,195831,235669,83429,214464,84364,9297,137653,38893,229240,67340,157964,205564,40869,220812,99353,152816,77170,188253,185171,211564,36.4,35.09,34.85000000000001
123320,17395,209700,22188,135404,227775,239996,10332,17394,59006,34208,10651,78760,4006,198940,221237,117594,86663,225942,42123,209884,37.34,33.76,34.250000000000014
39012,227723,171988,120778,253912,97339,132382,100199,236215,138885,131708,8812,150437,23762,177883,208180,211054,135790,198664,157323,259662,37.72,34.59,34.830000000000005
20016,195812,111769,237444,197818,54029,75933,140356,236228,156923,109534,216451,254947,126409,221640,207366,254865,101861,159234,153718,61229,38.45,35.63,35.670000000000016
223167,226696,209206,5369,172224,232064,63,194181,47702,79283,132869,149491,66705,87211,17202,129370,225413,68683,247187,216274,79378,35.69,33.81,33.440000000000005
202501,106973,100705,212346,100579,16320,42937,168030,245242,33376,62639,75258,191221,217563,87562,14556,246903,9419,126177,109541,36937,36.98,36.14,35.13000000000002
128930,233298,226315,157801,188006,21396,176565,183159,39681,212412,258659,92477,107777,9222,160372,122232,101366,120293,12329,26602,123440,37.88,36.13,36.03000000000001
203986,39680,5302,8510,156840,161847,34787,165141,84911,27601,183521,143954,170129,90876,51111,100509,205368,203533,203806,128534,29097,37.57,35.06,35.41000000000002
231021,15770,159939,183715,122470,161043,165756,244820,88569,170517,32590,254144,178921,187070,163063,77695,206717,222594,33320,251256,239018,38.85,35.2,35.88000000000001
101618,209542,77018,240356,195502,228729,251015,178521,257791,212402,31864,136054,225557,205911,261053,49578,10009,205026,102767,116543,97407,36.35,34.22,34.180000000000014
198342,49932,119398,93468,206978,165678,19749,250740,11702,236434,244918,10480,127445,66947,236210,6987,247669,136331,174721,149227,149893,37.25,34.44,34.06000000000002
229605,56617,60202,24504,203513,214799,231915,232986,164476,204313,131704,183108,137287,110129,132934,80035,247853,29738,38191,111665,233791,36.16,33.92,34.85000000000001
148376,110639,241927,22028,245302,27463,108957,16494,26007,108832,202851,40935,192486,250230,8048,207445,117104,113006,179940,109319,7899,36.8,33.48,34.49000000000001
130187,240984,226507,252246,85065,189410,66213,20588,92406,18436,31818,94176,181344,7701,90556,91194,46637,2612,217650,255413,60422,37.21,33.58,33.75000000000001
214697,95892,18485,156392,234208,37562,54520,847,53684,172757,176621,191916,245959,236166,32293,196077,1883,76877,96765,180739,6461,36.97,35.4,34.78000000000001
244524,158557,61043,225227,37194,49018,119025,29462,124962,90295,185461,251441,67690,34120,7323,253367,54557,94959,87821,124091,251896,37.76,35.18,35.540000000000006
76711,77685,245662,230269,251172,145019,166701,85716,48246,155456,260296,21183,26890,139782,152266,80678,41000,98720,235320,38515,247903,35.03,32.95,34.000000000000014
32829,210866,58410,82809,133256,63658,62038,197881,48219,76299,97638,110044,173852,12125,225699,34664,157603,5386,103232,20426,184069,36.41,34.48,34.850000000000016
19191,34608,110161,78482,144382,109248,194216,242849,37298,154947,110674,78126,166976,92946,22165,65027,116604,165879,96798,166997,248756,37.94,34.91,35.01000000000001
138728,15166,98679,107118,2209,109373,252171,190888,236260,84061,115683,53474,97411,76889,249650,123440,23869,249107,48616,208802,28472,37.63,35.16,35.30000000000001
72606,29401,146323,158740,180407,40338,208576,184181,116959,243339,104536,48596,201232,110547,113171,45806,65000,251535,118868,89230,245656,37.68,35.56,35.59000000000002
137192,37373,93157,121224,165548,167065,22675,126691,197927,53382,77261,483,217625,183236,117725,162197,121113,2038,57339,78265,30004,37.99,35.22,36.02000000000002
201492,256587,164867,78947,142923,159687,40952,111203,185150,196962,123583,24262,177780,130463,199252,251898,60912,142538,199752,106248,73423,37.09,35.28,35.310000000000024
165692,257953,5667,31675,70799,231661,175240,10629,66,67259,104445,137914,233455,152467,186112,103870,116545,26747,195703,66219,92752,37.53,35.8,35.87000000000002
74290,228405,197977,176304,238229,51388,156083,22350,9293,18469,207680,68809,80112,139890,89100,30981,138984,225300,65286,233491,241166,37.04,34.3,34.62000000000001
199753,42874,17850,108745,225690,75941,74120,136271,35237,150465,137117,164400,55123,139296,27605,107689,250519,166355,142494,105752,194360,38.28,35.59,35.61000000000001
204092,236990,206615,73037,76612,115963,97466,148958,164839,36126,41174,32321,182722,31593,99988,105176,154943,122668,36577,146699,175179,37.52,36.86,36.18000000000002
78370,92814,165704,123906,194601,108817,57150,124968,128151,182110,131482,83424,129163,170932,251244,15786,116387,78691,37437,195352,129898,37.75,35.43,35.45000000000001
13737,232609,162828,56548,6696,93166,123608,102489,232926,260278,2650,221832,138104,256614,17421,180065,227307,21331,179908,248855,194498,37.84,35.43,35.60000000000001
242383,175376,103577,1683,94706,10794,30448,162759,980,262061,70864,228890,167870,183418,76684,190604,236119,59424,36878,197031,150169,36.78,34.66,34.87000000000001
75477,50123,27645,113775,120820,187785,86558,100697,44107,86689,110548,169870,235195,180216,114103,38802,117254,244641,185814,38666,137405,37.28,34.86,35.10000000000002
82856,33875,54752,238653,48974,116424,91532,206920,257814,101941,112011,211509,128963,102114,191308,57713,208557,51431,115152,246424,53547,36.62,35.13,34.93000000000001
153755,186121,13053,237455,101802,8723,61349,165983,22192,228329,48956,95318,14939,194815,167267,177600,45448,61096,160112,77994,160564,36.95,35.02,34.79000000000001
22709,184791,227762,134248,196999,74560,202225,230020,231460,92555,107854,120139,14140,165643,182663,135298,174490,250732,170003,250273,143440,35.86,33.85,34.21000000000001
243730,192522,244862,112880,152295,119171,128503,66781,184579,124689,56470,88393,69696,11071,11483,13776,42692,91698,1015,75971,171606,36.83,34.94,34.63000000000002
1869,36806,16695,206223,112130,178390,58239,254456,159550,103943,146215,241537,57926,118935,50554,88998,159467,26827,158952,231429,22444,35.89,33.91,34.610000000000014
208349,83631,84653,140483,119470,234219,85234,66977,7557,136836,11626,49841,96653,21001,54943,228051,137498,90635,49226,219490,52853,37.19,34.84,35.04000000000002
65870,176335,191109,192833,78989,81849,135502,225442,100839,66752,126375,90161,228583,186772,62904,11666,80167,244890,144696,18962,2413,38.69,34.47,35.04000000000001
120830,129840,189950,114871,12443,240424,212075,108034,256611,129389,120720,115371,30965,22443,21358,63214,25881,216600,200655,40316,108530,37.05,33.22,34.44000000000002
231801,240971,55958,115511,160630,20222,214436,111918,146541,197873,232418,217406,103408,10315,251374,47287,65464,128454,57684,33576,220321,37.24,34.2,34.96000000000002
228351,73137,244963,92301,83780,260746,113991,28124,146028,235831,74843,159929,141839,206841,52739,186402,77762,203807,115810,134751,158510,37.74,35.52,35.27000000000002
121130,140552,166292,68416,71446,60761,4340,31124,161184,205388,186622,25926,45239,192121,108700,65214,57164,74594,230631,192959,261396,37.93,34.96,35.06000000000002
172915,1688,194490,140384,135078,112268,225206,13047,31927,100845,169134,71430,30997,254580,193274,148024,94084,60178,176916,187839,184414,38.86,35.01,35.37000000000001
143297,173174,73968,58080,193952,218051,236340,62950,16983,135830,80614,176854,85802,61237,97831,164760,125899,75191,152583,44926,35989,37.07,35.17,35.06000000000002
212270,4062,144997,132343,85953,96203,153467,166413,6628,212859,34032,229858,103699,40696,255788,46337,133817,259844,20042,35541,200550,37.83,35.91,35.88000000000001
54133,204850,239893,203109,130216,149290,201131,182373,254097,55956,61686,192036,34636,213955,61260,199220,100822,92658,159514,154934,34744,36.52,34.21,34.30000000000002
164885,130669,236141,240613,28315,161485,218610,6819,138001,156270,94008,128240,119433,80923,3312,251299,57690,145626,171118,42739,173237,38.59,34.78,35.710000000000015
230445,129682,212136,249908,193297,126069,143138,82298,184608,222240,20649,67936,36030,158415,105343,184397,50086,215402,82947,205879,76474,36.3,33.88,34.420000000000016
100687,247405,15513,54699,10036,82616,190437,195840,252101,65433,89958,226220,115656,175225,190263,172954,172446,59222,68185,90222,176051,37.64,34.3,35.290000000000006
42554,79928,4450,93417,150363,141430,15252,191971,165265,39640,92646,5763,128740,164581,16075,6439,63299,11786,3261,59185,247866,38.4,35.57,35.77000000000002
171409,85634,17444,215208,16359,90420,254828,174057,110795,35612,233944,241692,56760,117693,114088,37238,93856,81776,46382,170151,86196,36.88,34.07,34.87000000000002
190857,258682,205857,195902,107120,100314,2525,107291,233550,69138,139907,139286,210921,192842,257065,180000,184794,121280,198989,10994,148040,37.16,36.26,35.560000000000024
241567,32137,107199,250073,102314,44909,815,131217,36235,163012,227764,173533,134724,220214,192003,183396,38841,20879,86520,62227,220236,37.95,34.6,35.110000000000014
217122,215130,46209,64695,247977,5760,250757,211410,234966,44261,194723,206485,219766,179217,147169,44122,188165,20575,111981,243177,226666,37.87,34.55,34.66000000000002
156730,27173,162663,164765,119933,186150,39340,161202,157802,10498,66184,89194,211260,193466,192077,98701,7147,164040,244429,233171,9520,37.42,35.54,35.38000000000001
130113,23493,93943,76738,176067,39533,120092,61904,133021,93273,42541,192806,197388,106092,88511,70736,210586,129056,247574,102915,3875,36.64,35.31,35.14
81464,139025,236071,75557,144296,122923,256200,9156,202614,139406,149552,144728,68798,244866,180051,10040,119516,103563,189107,31461,105848,36.3,35.62,35.320000000000014
90856,130024,13409,5422,71578,193975,261011,8984,66563,178448,178361,152568,184210,203402,243564,75963,260817,179859,199775,54289,199910,38.14,35.4,36.01000000000002
138745,135334,89202,101206,256495,218732,254768,65702,54780,30407,148383,257353,86361,210973,253896,247228,242358,63608,153654,176649,188765,38.45,34.77,35.66000000000002
139665,178605,229544,92630,42611,240218,227553,235786,40122,86680,221830,195925,214979,2383,153336,214003,13436,148077,40938,249641,90329,36.8,34.18,34.77000000000002
95208,76333,164026,76919,84673,129724,205202,105816,157470,112985,258859,44573,265,206658,36899,149055,11429,115838,32990,89481,243632,37.65,35.92,35.850000000000016
2442,248671,189169,125937,238526,248168,174118,214535,173758,204109,67528,195895,160487,49192,18414,143884,245387,111117,73061,248981,217617,36.27,35.01,34.80000000000001
45569,138813,44527,16590,172716,167612,41261,151961,28849,246848,132100,165708,208839,142455,158609,100846,197854,113937,69667,81631,74701,36.96,35.28,35.52000000000002
3574,112382,204087,259744,214892,188197,73515,248054,67683,140999,138219,145374,83343,259546,89722,49804,184961,205151,113166,207490,37147,36.95,35.43,35.97000000000001
221443,1553,196621,134045,40719,205691,173310,183865,242143,204872,147661,100701,94618,121669,248911,9533,147219,239187,107908,166897,160991,36.26,32.92,34.31000000000001
209315,210796,199291,59848,235880,4113,94954,138699,257307,246771,41554,178325,50989,165388,92923,164577,183524,130282,5017,191606,192743,38.22,35.83,36.100000000000016
