n0,n1,n2,n3,n4,monte_carlo,monte_carlo_max_hop,two_hop
978,883,970,869,57,928.79,121.49,133.67999999999992
93,86,369,855,173,928.91,132.76,149.07999999999993
753,828,685,874,315,929.92,64.93,71.43999999999998
257,620,217,621,36,928.44,150.94,170.91999999999982
595,697,162,441,653,928.88,93.89,100.47999999999993
402,822,740,880,521,928.64,90.61,100.99999999999991
972,380,557,958,455,929.46,81.67,91.75999999999993
514,274,922,36,891,926.22,123.92,139.5599999999999
28,372,476,954,326,926.44,136.51,157.79999999999993
929,389,433,913,905,927.18,88.9,95.87999999999992
538,168,573,181,241,927.27,123.88,142.19999999999987
236,24,180,332,177,927.51,174.5,209.2399999999999
139,522,522,368,526,926.53,91.14,117.47999999999993
690,573,186,915,456,927.8,95.42,102.19999999999995
815,424,752,537,928,928.13,82.5,86.67999999999994
930,781,372,808,607,929.52,72.75,76.83999999999997
362,370,879,984,456,930.38,86.61,98.63999999999992
165,977,772,409,732,929.02,97.71,108.5599999999999
756,472,670,543,255,930.44,87.56,91.39999999999995
501,285,947,510,512,927.97,90.2,100.55999999999992
527,851,815,362,677,928.58,87.61,91.23999999999995
904,465,921,924,472,927.51,75.85,80.91999999999996
359,581,743,942,570,929.81,91.43,89.35999999999993
741,467,498,674,227,928.47,83.14,89.99999999999999
963,332,834,716,855,930.06,77.3,85.55999999999993
170,897,929,631,274,925.61,99.99,105.99999999999993
791,933,491,316,310,928.05,82.65,86.19999999999996
980,818,723,851,516,927.13,80.17,87.35999999999993
575,530,519,667,630,928.16,81.1,86.67999999999996
602,416,319,748,212,929.02,105.94,117.7199999999999
500,524,375,956,700,928.95,98.28,100.87999999999992
638,903,77,803,840,929.28,97.33,105.27999999999993
349,743,8,929,834,927.63,120.67,134.07999999999996
195,762,108,60,588,928.12,159.75,186.31999999999994
668,50,279,605,232,928.11,141.58,160.7999999999999
698,896,937,108,772,928.78,88.25,92.31999999999998
534,139,874,272,250,929.01,112.41,127.35999999999994
844,215,966,901,61,928.54,112.79,117.51999999999992
433,919,734,777,32,927.8,131.26,147.59999999999997
58,371,368,176,255,927.49,135.91,155.71999999999989
688,24,84,117,977,927.79,181.8,219.2799999999999
69,25,41,746,940,927.76,185.18,224.0799999999999
21,382,261,130,832,928.71,192.02,230.43999999999988
958,160,752,188,535,928.83,102.02,116.2799999999999
708,1,394,603,44,927.61,163.93,192.31999999999982
813,253,155,994,37,928.23,152.26,175.23999999999995
4,352,960,630,642,928.35,118.94,125.83999999999992
760,765,115,292,345,927.02,99.95,109.07999999999993
500,31,315,459,564,927.89,128.26,146.91999999999987
784,619,757,46,923,927.01,95.6,104.79999999999995
270,773,411,883,636,926.45,100.49,115.91999999999989
722,157,484,981,230,926.84,105.9,108.55999999999992
95,676,703,323,858,928.55,101.41,110.95999999999992
104,24,458,807,895,927.13,162.23,190.07999999999993
970,130,530,598,799,929.08,95.95,103.87999999999994
402,498,527,335,147,928.3,97.69,109.79999999999993
895,982,349,265,268,927.99,80.85,85.51999999999997
620,993,429,668,18,927.92,195.45,233.9599999999997
716,571,982,143,686,928.42,82.15,89.27999999999994
58,259,34,134,165,927.83,188.57,221.99999999999986
174,98,464,650,237,927.44,135.81,148.83999999999992
520,938,725,956,32,927.61,126.11,139.83999999999997
252,238,731,455,75,928.37,119.17,132.23999999999995
256,82,605,233,639,928.47,126.32,141.63999999999993
810,819,638,726,368,926.59,91.52,98.7599999999999
262,700,433,285,538,927.98,97.73,103.83999999999995
768,4,154,36,393,927.66,165.15,196.27999999999977
418,164,113,524,741,926.49,122.63,141.99999999999994
89,246,104,102,20,927.96,222.26,292.35999999999984
186,768,237,107,222,927.55,126.96,139.7199999999999
25,533,685,475,464,927.79,133.13,147.67999999999986
317,548,657,389,217,928.49,119.09,132.83999999999986
701,928,778,986,215,928.4,77.19,81.67999999999995
746,825,444,435,523,929.83,73.6,80.95999999999997
21,595,605,52,902,928.63,207.44,246.39999999999986
428,951,537,595,185,928.51,99.64,105.03999999999996
942,96,679,821,491,927.61,98.03,110.15999999999991
374,19,531,983,943,927.18,153.77,176.51999999999978
121,625,375,296,706,926.53,130.23,145.83999999999992
954,381,315,19,895,927.31,145.95,160.11999999999986
701,422,103,107,313,927.07,108.2,125.2399999999999
203,860,793,688,845,927.22,85.72,93.63999999999994
16,831,462,61,420,929.11,219.88,277.7999999999999
652,497,474,213,910,928.4,90.0,98.07999999999993
602,628,75,5,291,929.2,194.15,233.63999999999976
24,381,313,957,740,927.73,150.4,168.39999999999995
78,224,773,502,196,927.75,133.48,148.07999999999987
118,585,382,401,733,928.77,99.49,110.11999999999993
474,143,771,353,404,926.76,104.78,111.6399999999999
908,124,260,124,125,928.03,118.74,179.87999999999997
82,631,870,342,656,928.07,98.19,112.31999999999998
400,982,217,709,107,928.08,97.98,108.19999999999993
25,633,674,481,795,928.17,134.43,147.9199999999999
44,740,722,509,297,928.14,134.01,155.2799999999999
366,982,468,144,817,926.59,80.68,91.75999999999996
383,275,495,538,886,928.08,95.44,103.23999999999992
489,736,977,745,823,927.86,81.1,85.31999999999992
429,954,503,856,696,930.15,77.76,84.55999999999992
303,404,237,160,500,927.96,131.09,142.03999999999988
610,265,561,437,712,929.06,93.31,99.2799999999999
