n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
6917,3155,6209,3445,331,2121,4188,3980,3317,6420,6798,2484,3904,24.88,21.87,21.975652861686203
2933,4779,1789,4134,1140,2308,1144,6191,776,5065,6548,2052,4362,39.37,32.38,32.68428270650762
5776,6637,4930,1203,2540,809,5978,604,6967,5603,2704,3867,4585,15.35,15.3,15.136866131621012
824,2898,3556,2590,5004,5246,1675,4526,3907,3626,7088,4270,2133,23.08,19.81,19.8933842727838
510,6594,4494,115,764,5895,6882,3267,5818,6757,6431,5473,5122,16.25,15.37,15.267434868801438
9,5012,4043,6783,7107,2729,1998,5982,2664,5764,515,1565,4649,21.68,19.08,19.752642721283227
1816,1954,6581,1167,6579,4448,3669,747,659,2621,4161,4008,893,31.67,27.14,26.76365779493905
2469,4515,2384,5788,1022,4484,2725,6672,4426,1664,6548,4941,4482,25.48,21.01,21.44390599029755
4813,2356,3645,750,4884,6536,3153,2597,4715,1983,2378,1506,1551,23.28,21.13,20.993367888365515
6729,1529,270,5019,5379,2130,3903,565,735,5560,6206,1066,1225,26.59,23.55,23.248949646314106
316,6901,657,5728,6794,4428,5599,3205,6863,5777,4297,2257,4274,18.7,16.62,17.17310745350538
6648,1929,6958,1762,5566,4831,6760,3435,4748,2254,3691,4035,5408,20.4,19.7,19.043146371324116
5252,5736,6498,2927,674,2656,5019,944,3984,4809,5162,2746,6922,17.79,15.39,15.381613842860498
1559,1990,132,5992,2220,959,5778,1806,3047,6509,1396,2724,3490,48.64,38.29,37.84737319928773
6683,509,824,6415,1198,7006,5715,1792,370,6693,4701,5195,4376,23.87,20.46,21.379421959285697
4932,5575,606,218,1019,5201,1544,4967,6800,4718,980,3204,749,41.76,34.23,35.926515810150796
3032,6830,950,298,4960,177,1594,1515,5882,1014,3925,1725,5956,18.42,17.08,17.38697316143093
6559,500,5565,186,4458,3486,5083,831,6847,2129,573,1809,589,19.79,18.32,18.347698396936202
5299,2466,2869,3572,1477,500,4125,3826,322,4886,826,5728,3205,32.45,26.32,26.685714717851788
1633,2131,2937,5993,3852,6867,4667,1387,5715,5510,1666,6286,475,23.08,19.07,18.536297529011897
6460,5539,1296,6925,1326,2804,4337,2053,960,4888,3623,5452,1432,24.27,19.35,19.007076733574543
108,3863,5581,3357,4662,4166,2551,5316,2925,3183,6862,5387,2055,14.85,14.95,14.79025100708359
1256,4592,5659,101,3751,6074,647,2751,6054,374,4459,2300,1104,21.84,19.27,19.20221476847583
1967,6243,3947,2885,4998,2358,5516,2942,4835,5191,6994,5087,1084,26.31,25.1,24.499086081440304
5862,2541,3178,6131,3394,6790,5331,661,12,4870,1575,5722,2739,22.87,18.83,18.91337963091624
1311,1961,1827,5221,3671,3101,5819,5519,4654,3394,258,3295,5749,17.77,16.78,16.529777549762663
4648,3426,6325,5424,5808,383,1357,3648,523,2123,5746,1291,3656,13.96,13.75,14.047447111474813
4321,3991,4599,4947,6188,0,318,4051,2670,2556,6862,3824,408,67.28,49.17,47.534118380074815
6627,6739,6655,3400,1540,4493,5186,683,6860,5943,1069,120,3291,17.44,15.56,15.590603367214907
5558,3420,2590,27,1749,117,5876,6182,19,6739,5535,4328,5014,16.26,15.29,15.535205978687898
801,1560,974,4983,5318,1626,2477,2293,5640,1492,820,3896,6995,15.83,15.29,15.148789993715045
3249,5141,666,178,2250,3710,6552,6490,948,7056,2101,1092,5354,23.34,21.55,20.40117244946366
4266,6695,5331,5283,2843,942,1265,2280,6973,152,346,333,1685,23.02,22.35,22.208694512107655
5578,2127,4574,2578,3005,4648,6958,344,6933,6136,5745,4977,5368,16.78,16.23,16.557454831144373
4050,5835,5276,3757,5244,3567,3051,4406,1460,1702,3076,4809,2384,21.53,20.41,20.3248058720127
72,1134,1237,2223,2731,2764,6468,3008,5885,767,2770,6384,5083,14.13,13.78,13.829167394040011
292,337,2208,1342,1224,4779,2371,2956,3234,4493,1062,2403,941,20.4,17.79,17.609672983320767
3916,5984,1963,395,2522,1471,7020,4284,5969,580,2479,3302,6844,22.51,19.14,19.221397151022128
2691,2451,3397,890,814,4594,3941,3883,2761,6888,6536,6654,2815,18.01,16.27,16.691584940728408
1018,3924,950,5731,4077,3494,309,2473,2744,6019,5628,1275,1364,34.65,30.02,29.72480022289033
5134,4624,3076,6603,5233,712,539,6617,693,1622,6142,1810,500,25.93,19.31,19.769582606842796
3152,64,803,3226,4558,4251,2374,3674,4002,6457,4791,5852,5564,56.72,39.29,40.35172263954392
1779,3465,685,3017,1803,2137,4794,6366,1364,3532,1572,2936,942,23.36,22.16,22.121436512048888
523,6733,7074,6986,5750,226,4307,3699,6163,5545,1652,974,4072,20.33,20.14,20.095063040467505
3260,2101,1697,5251,344,6532,1768,5107,1198,857,1621,3755,3096,23.27,18.05,19.069127146954692
