n0,monte_carlo,monte_carlo_max_hop,two_hop
9401,11.04,2.26,1.9607954966026502
1320,8.72,2.35,2.2030282600777897
7946,9.48,2.06,2.154688188909325
4286,11.75,2.4,2.5649133311567476
603,34.34,5.32,5.770919397523317
7,172.32,32.01,31.719774545221117
2385,24.42,3.1,2.9463212272804444
9608,21.76,1.95,1.966722313176587
7704,11.71,1.97,1.9733916058051408
6113,3.89,1.87,1.872801555713735
5232,15.1,2.21,2.5390649161604384
358,33.32,7.21,5.90351144165433
4467,11.19,2.8,2.8514235972499766
8009,10.82,2.04,2.1060770166629816
3245,13.24,1.98,2.098713259730749
6783,4.87,2.5,2.480426704190265
8819,3.87,1.82,1.8374235875631864
8835,8.84,2.44,2.345011436565598
1543,18.55,3.94,3.2050039543922564
3161,18.09,2.75,2.6984273896876703
9231,6.74,1.92,1.8248118485209062
9070,5.11,2.31,2.086878816097937
4350,11.65,2.75,2.9290341289465966
9995,11.24,2.28,2.0276384933496807
1443,12.83,2.28,2.430736049532694
6958,7.51,1.87,1.9940663886272456
5498,14.14,2.42,2.451521964069265
1525,9.97,2.66,2.725742769165408
5933,6.4,1.79,1.9774344193393891
6716,14.11,2.45,2.2649328814266028
4103,11.41,2.28,2.3653007573153997
7294,8.76,2.17,2.0319079892448464
1536,14.62,2.95,3.220649903843273
3230,12.51,2.49,2.185075819611573
4770,12.04,2.52,2.50283940965646
1598,14.45,3.24,3.0293933347412527
748,38.08,4.03,3.8935483582661803
9643,2.92,1.97,2.051738955112126
3291,22.73,1.83,2.386226482159359
5904,17.11,2.35,2.220636770589158
7974,5.53,2.03,2.0932402751362007
3173,4.98,1.91,2.11414582829772
8432,12.14,1.86,1.885150162338395
9435,8.4,1.75,1.9342726724324746
8252,9.25,1.82,1.9250033716577424
465,39.44,6.15,5.963885623150253
5920,8.69,2.15,2.2744103705028498
4012,20.81,2.47,2.6629644136692265
9859,5.53,2.02,1.9836124873509295
7040,6.28,2.31,2.338437570821929
4986,10.22,2.81,2.8330319674548337
5855,7.58,2.09,1.9994174922818213
9652,3.37,1.53,1.7792705438046046
1959,14.37,3.96,3.879290434888429
1469,14.13,2.25,2.4831214012723652
8194,19.92,1.86,1.989920992766252
8605,16.94,2.17,2.0523887512813186
3262,11.98,2.29,2.4250967120567024
1914,20.1,2.86,3.025433202708839
9964,3.52,1.74,1.965443416500746
4389,16.13,3.32,3.103547934277443
5116,13.34,1.77,2.039980057579914
3214,22.29,3.42,3.637919494406752
6222,19.63,2.63,2.586234981569279
7925,7.84,1.96,1.9683623900466614
3649,7.58,2.64,2.469183809643791
2262,17.24,3.69,3.4163369128161656
9786,6.09,1.58,1.8706989390890698
3438,18.62,2.84,3.215461118270098
8554,7.72,2.11,2.0986822523725897
205,41.59,8.01,7.745158104236968
3092,6.62,2.49,3.1063964484851625
2771,7.96,2.38,2.33468503225338
279,25.67,4.69,4.929770211803843
5454,14.49,2.86,2.7168695014188975
9138,12.68,1.86,2.007954871553496
5015,3.85,2.24,2.132209272386745
6137,9.86,2.05,2.0130575304788976
6183,11.84,2.12,2.183835771927436
8640,12.24,2.03,1.7900637466191878
6376,3.91,2.34,2.2960834117251894
4737,8.0,1.99,2.3006646042422907
2078,19.77,4.41,4.24946179369203
8007,4.14,1.85,1.8856488801100322
881,13.86,3.46,3.5600015567133014
3036,7.18,2.69,2.7617395520164707
6928,5.89,2.15,1.8151458344474936
9730,11.2,2.21,1.8655259753121627
6516,16.91,2.94,3.2287255089391325
1572,24.19,4.07,3.6359937103968334
7229,6.11,1.64,1.9986523471590008
4019,9.75,2.8,2.507581875337325
1459,8.9,3.3,3.3296102533234113
9882,3.15,2.28,1.8335714397027187
7309,7.42,1.81,1.8484482177550232
7326,10.7,1.83,1.9271300779360026
6226,10.84,2.58,2.9733759080376663
1252,39.5,4.32,4.296656187234561
8465,14.04,2.37,2.236108828988462
6986,4.41,1.89,1.9973988902939284
