n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,monte_carlo,monte_carlo_max_hop,two_hop
243,606,557,133,378,937,618,485,640,594,67,620,13,930,857,480,265,564,239,81.79,51.48,51.3439507394975
196,734,481,553,856,562,487,406,654,881,154,237,650,155,888,948,535,399,759,64.98,40.92,41.577116081815376
15,687,795,65,163,776,980,605,43,308,798,31,843,886,275,484,609,736,942,80.03,49.98,50.21575099600537
899,396,731,807,943,437,404,745,820,590,455,987,958,137,899,374,99,36,139,77.28,47.8,49.51403405562447
506,222,264,988,688,446,797,641,875,308,431,519,853,395,587,359,546,599,417,62.85,39.8,40.200752734065844
598,237,925,344,698,937,951,29,876,286,620,687,712,167,715,881,334,987,554,71.45,39.9,41.909196081685316
926,585,582,106,730,671,216,648,851,587,273,291,127,64,493,874,654,495,90,70.27,44.93,44.76863343002268
352,819,68,420,918,154,20,300,437,787,425,893,121,45,619,629,779,46,386,104.4,61.19,62.45427646604612
735,600,338,564,902,944,285,517,241,36,317,7,78,110,614,548,32,971,202,115.65,66.95,69.96558823584616
994,417,298,625,269,159,706,43,888,347,321,368,981,141,918,882,386,385,471,70.74,45.24,46.08282907764359
890,532,395,659,887,609,697,572,105,635,996,963,830,519,277,441,649,737,732,65.01,39.1,39.80084883526487
243,958,308,447,264,533,310,561,347,11,807,425,593,322,20,385,630,603,647,88.89,55.92,56.24545438356117
136,61,648,642,340,477,361,695,939,361,623,723,285,755,501,22,603,62,977,70.99,43.36,45.908894169828415
692,21,986,378,257,643,467,305,606,615,327,181,372,189,320,776,378,864,609,84.24,50.38,53.34465357803168
270,307,806,386,107,790,832,27,994,582,700,752,134,317,512,227,669,823,275,90.02,59.29,57.188179944222384
244,335,191,694,445,665,714,99,104,615,329,971,341,691,853,229,448,829,876,70.9,48.19,49.200748450254096
983,173,81,344,759,665,223,906,582,461,277,230,805,123,34,542,980,195,322,85.18,47.3,48.58968745420988
826,856,858,588,187,884,285,348,826,847,657,87,825,634,353,603,132,431,298,59.39,39.72,41.145858325016704
530,812,870,277,475,354,649,426,297,429,581,419,36,942,423,159,204,4,488,101.84,62.05,63.12167479291224
965,852,901,637,522,444,572,972,949,734,227,33,763,467,856,771,678,765,531,68.98,43.11,43.068581560346345
986,295,556,349,911,232,882,69,878,602,994,293,122,829,250,46,35,925,822,77.87,50.34,50.55991180158901
710,524,946,203,918,904,921,440,590,50,13,492,763,123,175,515,307,244,678,101.51,62.99,63.46637011909776
20,537,549,423,54,961,934,626,116,349,128,258,995,882,553,488,831,801,62,83.11,55.4,55.23000463731109
360,226,202,125,547,908,836,122,175,245,810,280,943,910,825,131,843,942,7,98.71,65.58,65.35305881051053
499,643,584,883,409,51,774,277,254,275,632,539,532,433,52,484,330,795,839,71.5,45.19,46.440670275748424
1,877,56,793,129,47,127,51,70,494,998,33,874,729,88,527,514,501,323,98.05,58.05,58.33696861933976
160,322,73,359,395,662,398,600,311,369,271,195,336,438,126,130,568,3,733,155.95,97.12,97.87266017863445
740,389,814,81,580,182,43,382,471,618,665,801,554,389,651,820,44,637,907,93.79,52.4,55.135997189759856
441,54,381,642,508,778,719,322,430,973,710,428,471,18,250,223,548,276,711,100.07,61.68,60.121667748412015
604,73,822,435,229,436,133,900,28,958,333,383,992,919,572,809,891,268,124,74.9,49.83,50.756413528943035
475,707,126,961,832,749,678,870,908,542,811,385,683,111,751,326,577,544,105,67.1,42.54,41.85078134724522
831,601,733,5,484,146,241,792,398,45,539,94,577,101,675,901,384,183,839,89.72,50.28,52.722720355322885
24,349,861,872,124,26,864,117,689,493,856,713,975,291,592,306,817,90,37,88.54,57.96,57.78924589855398
785,577,523,541,732,244,109,567,766,102,956,566,62,563,332,890,577,184,847,66.68,39.66,42.58890306174714
79,247,184,661,255,465,630,716,771,965,403,258,376,613,406,961,358,569,428,74.45,47.21,48.05555788043052
989,85,384,512,240,996,951,422,863,765,990,164,425,707,582,774,593,690,946,61.06,41.78,41.30484284620668
529,702,495,159,658,410,918,908,152,166,98,509,766,495,938,715,529,973,453,62.29,37.6,42.467089461965394
600,736,878,190,139,273,770,203,150,599,527,322,957,237,871,707,550,976,798,75.77,43.45,43.97035165636834
302,687,722,875,423,609,874,598,598,273,910,222,314,23,274,490,823,391,205,78.38,49.38,50.62138085229841
176,583,369,244,329,494,792,884,147,428,714,491,718,613,210,479,594,854,923,63.51,39.06,39.08819168826903
841,668,570,28,492,738,74,877,970,409,801,751,903,983,46,478,932,235,912,95.29,54.12,55.277443813589684
240,663,734,795,691,70,981,222,874,260,247,911,194,794,264,140,191,636,721,81.56,48.84,48.29102303645728
691,879,37,921,956,261,173,885,46,320,187,433,93,746,818,87,120,94,270,86.35,52.34,51.816058084189216
853,935,298,36,365,463,594,751,691,344,7,30,342,339,446,388,497,79,215,114.08,73.67,75.12590864139618
659,599,760,978,501,400,128,557,326,122,904,281,78,681,442,115,448,908,540,71.76,47.16,48.342343517111935
930,256,99,540,963,717,383,694,790,377,775,461,302,678,692,686,669,966,825,69.79,40.78,40.93540389789509
836,271,109,772,967,984,346,688,579,549,538,116,682,505,520,360,60,735,301,73.46,43.93,43.79566314824545
694,745,579,760,186,661,661,747,646,153,183,379,911,942,671,465,126,110,954,71.5,43.56,47.40138119806424
573,144,942,339,660,737,665,611,430,568,307,663,191,468,493,319,800,180,722,72.94,47.5,48.328669452023696
70,109,733,185,772,567,556,589,757,401,367,102,272,277,392,54,893,139,43,80.38,49.26,49.641898995142455
490,516,277,253,712,787,527,362,896,340,967,413,458,554,828,790,70,361,509,66.06,42.12,43.163873177946016
867,114,155,276,604,102,697,115,577,797,931,744,114,189,714,193,580,426,686,61.25,40.85,44.29511649729531
761,400,835,766,131,606,622,149,880,407,817,198,557,540,174,582,183,206,889,61.47,42.21,42.547291687282396
256,378,800,300,30,862,822,455,912,417,972,834,392,323,565,927,597,317,648,71.97,41.01,41.62926004830931
509,541,703,723,306,917,880,683,495,30,615,195,744,649,2,110,788,774,677,74.69,45.69,45.37071684423474
239,503,177,536,640,471,203,198,800,542,216,37,832,512,948,661,969,454,114,70.46,45.47,45.17637603879075
579,290,982,673,913,156,138,478,811,90,638,945,51,26,368,633,239,518,79,84.04,52.67,52.51964140705671
510,551,19,952,347,330,336,891,352,711,710,137,82,878,859,615,793,949,34,77.97,48.95,48.553244665974155
733,81,757,351,826,210,954,64,882,204,447,715,775,226,496,323,111,805,43,86.21,49.74,51.16758135194611
418,79,865,205,722,164,400,509,484,716,69,550,872,432,213,664,500,311,23,104.46,63.27,64.98492755833415
475,468,775,707,411,448,184,466,920,38,736,262,375,869,379,458,542,370,610,77.79,48.67,48.35329153120619
411,229,993,2,823,214,264,801,378,146,875,471,546,199,162,214,22,174,598,80.17,51.57,55.06079499613307
413,515,172,651,28,142,112,623,172,453,502,189,61,861,22,412,458,325,417,87.14,57.2,59.287215454831404
33,720,731,52,244,412,40,406,505,27,930,988,904,224,247,96,398,485,195,111.04,65.68,69.00666085449859
168,340,637,118,354,934,126,608,53,826,745,297,281,806,964,476,808,955,984,72.78,46.3,46.407302345679504
307,500,255,574,272,30,834,345,644,353,324,95,58,698,445,992,91,606,632,80.85,46.36,46.696326994600575
3,107,31,697,92,19,174,515,37,493,55,193,670,521,921,339,205,921,997,155.11,95.13,101.03791504002426
775,488,348,822,490,939,359,962,674,35,391,312,769,621,646,969,403,89,970,63.98,38.5,39.515837893264795
300,188,870,422,117,519,399,560,342,549,696,797,950,412,178,857,757,885,751,66.91,42.68,42.98007235297154
395,855,960,566,367,945,188,371,820,424,448,234,455,798,719,492,353,275,840,79.82,46.0,45.830080417429585
173,519,737,770,620,937,727,713,396,972,498,43,157,175,727,769,23,842,478,88.07,54.6,57.56613776814403
94,776,708,693,676,99,327,242,615,863,820,657,57,899,626,893,49,460,477,72.1,47.38,47.46794865233712
918,889,750,662,341,378,1,73,199,408,805,978,937,107,346,582,318,112,461,81.89,52.4,53.08705585564199
82,841,664,215,246,704,49,156,957,660,146,599,11,114,235,294,990,213,225,106.0,62.55,65.67633996672555
871,575,527,429,517,799,928,618,326,807,904,548,800,192,478,181,637,81,42,75.46,46.54,46.7986562525736
845,825,115,612,24,879,989,103,204,965,914,261,87,111,476,408,228,845,849,82.15,49.54,51.562411161139835
696,630,111,657,497,779,684,892,716,354,412,617,676,456,796,113,298,855,967,65.31,40.59,40.427747638278184
608,454,834,388,210,119,552,7,475,306,745,658,79,349,354,196,496,771,73,110.38,70.08,69.80068809857285
946,565,702,752,373,433,802,663,68,620,531,219,255,358,858,63,343,241,441,71.15,47.09,48.358270234801175
449,86,256,223,330,169,767,953,211,743,223,895,896,752,626,474,953,728,548,52.94,33.37,38.96544227291837
873,428,376,970,195,924,638,972,419,495,915,792,416,480,601,942,35,299,980,59.52,39.82,39.579304806124775
956,18,189,913,98,28,739,154,301,515,531,62,654,483,41,199,763,212,282,118.97,71.23,72.32675243319133
503,442,38,353,479,759,201,764,800,294,146,105,454,306,930,420,454,79,210,74.43,46.15,49.50144585846183
156,499,781,829,717,291,999,384,825,897,649,381,965,165,441,319,962,474,485,69.24,42.93,42.29983624712099
538,555,227,368,979,873,295,292,30,474,382,908,367,826,850,304,765,248,952,77.13,49.09,49.55104046932994
826,532,10,14,134,644,543,152,548,21,169,972,51,1,208,788,812,476,363,126.8,79.54,80.74800269315512
988,804,371,565,35,501,189,244,13,283,442,926,346,855,52,617,559,830,96,97.96,60.61,60.42813561307299
460,319,268,253,688,821,510,428,740,266,347,45,30,439,38,642,691,169,934,82.4,50.06,51.350488356894004
779,827,577,253,976,138,761,776,861,808,422,521,768,850,345,565,136,286,17,69.5,42.94,43.27254624443953
172,46,17,497,658,61,918,835,927,471,478,533,681,772,950,880,833,617,527,77.37,48.25,48.481003606975214
424,379,530,647,174,300,187,75,700,142,852,560,104,417,792,360,454,465,285,65.42,41.68,42.669419724321834
822,261,463,289,982,542,159,591,322,143,534,38,421,497,871,236,847,469,953,72.57,47.29,46.56750376890645
599,627,279,31,324,588,612,562,118,499,128,286,804,726,771,933,274,104,445,75.69,47.02,48.62489565696549
684,77,380,34,527,498,917,770,983,846,658,458,199,318,942,354,185,669,392,76.49,42.83,44.21341604802485
964,848,406,323,50,277,219,972,38,966,324,325,625,401,568,288,36,134,427,92.18,54.04,53.46238511004123
256,423,920,81,507,235,979,204,755,81,714,538,117,760,647,858,126,646,858,75.94,46.33,53.625013517352976
837,901,5,964,288,997,984,708,71,441,274,494,472,274,296,559,572,48,178,88.08,51.71,52.830889222098634
241,498,980,172,147,153,927,722,182,706,478,690,407,662,8,145,401,55,184,89.25,59.74,59.961768696149456
777,641,180,318,194,664,842,133,895,150,49,536,983,155,547,219,391,797,109,80.59,48.59,49.34301993123165
443,399,186,26,287,106,134,117,148,302,129,392,360,960,936,618,78,956,196,92.89,53.49,53.825378814722775
