n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
7585,6116,4376,2269,3049,105,5543,8237,7597,9907,1324,5472,9081,670,6209,2775,7405,201.08,52.46,53.39190105256145
6923,2574,2759,3899,841,1817,2169,8294,9673,1037,6285,1665,4770,3358,3674,6910,1437,169.22,53.65,52.64348910307264
4370,3438,6496,4606,5597,707,3268,86,6736,897,6206,8056,2279,384,3878,6958,1835,226.0,70.25,70.76460413810317
9778,63,1986,9481,3238,3326,5410,135,1368,2182,8843,286,8205,1389,9387,8138,8807,228.28,64.13,66.07733728066951
3246,6883,1127,6523,3148,1530,9499,2381,2827,9976,675,887,4423,9094,9934,2446,4396,127.08,45.61,46.317431165448866
9425,560,1987,6592,3879,2649,8272,705,5995,8553,9670,9260,1421,5688,1801,9570,5989,173.53,49.53,49.19591969996682
7394,3441,6589,3256,9411,300,6208,9957,5385,10,7103,1830,3496,3632,7274,4417,5320,227.01,68.82,68.23279707855562
1455,5032,4667,1688,8478,903,416,6248,9182,7022,8148,5670,4067,9273,1085,6963,3783,170.06,51.15,50.53704658102684
1569,6568,8353,6110,9182,6051,2279,4756,2802,4242,481,827,2830,4308,2690,1970,9937,138.95,40.95,41.66370408061269
2430,194,799,997,7379,3417,6371,4820,242,5808,4669,2304,7879,9206,4550,2249,1418,173.72,60.33,59.04733272455006
9108,4849,1932,1074,6880,7395,2335,9206,6275,9636,2770,4491,9785,9969,8100,5715,1625,128.4,41.04,39.75243623263387
793,4535,8664,2102,2839,1380,2657,3643,213,3324,2881,7760,7482,9691,9162,8937,6361,189.67,48.53,50.30374876676576
1363,2835,8988,7898,9714,4299,8772,1090,471,9519,9588,7139,8918,5058,8576,8634,8800,160.7,44.26,42.64415624137971
1074,9402,8882,4920,1053,3674,2252,1690,1632,8055,7430,990,8031,867,9878,478,6113,165.74,53.93,52.572686118169166
3991,7514,3786,6082,9390,8125,3983,589,9780,1386,768,6713,6662,9642,1129,1322,3098,132.51,47.48,50.41090594910404
558,9963,2970,1383,1062,489,5812,7704,8962,8774,7776,425,1233,5469,1386,5267,140,205.13,62.89,63.29437350242827
7599,7358,9670,2434,6325,7835,2259,1740,5714,3789,7397,2120,3148,3623,1782,1812,863,136.41,42.39,41.17004148374549
1967,1222,1352,6101,1697,384,7659,8552,3287,6053,1329,3869,89,4200,8484,3233,253,221.84,71.74,71.18149982542731
7196,4149,364,1691,8510,6834,947,4116,7791,5162,9916,3615,960,4508,2166,4917,637,194.39,59.31,60.10874012945324
3058,5790,6606,118,4959,1546,482,5204,7197,4049,6825,9898,5271,8056,9230,5684,6538,133.37,40.78,40.79240102032514
7046,3423,1287,4528,4929,7565,7644,9313,7469,7207,6308,3052,5398,6589,964,5325,1504,98.17,42.76,42.7177839632579
2794,5202,8910,440,3089,3458,5973,2255,1407,5535,7324,9937,9822,6305,3460,8879,5494,165.94,43.91,43.23590435796532
1242,313,9051,6911,7710,3724,5303,8423,8230,1623,7589,52,4663,8740,3360,1170,3665,232.16,69.86,68.89024186658203
176,5155,688,1498,2443,5383,2675,1573,8349,6615,6479,6380,9610,8293,2209,8334,5855,147.76,47.29,48.66981526608205
5881,4422,3309,5250,6308,9294,2988,2918,9351,2810,154,5013,329,4563,7844,8561,6998,173.75,48.14,47.3239234341054
1535,4469,4668,2354,8469,7397,7844,3802,2934,5423,2403,5695,9845,833,8936,4564,5641,147.04,39.75,40.02367009741533
429,9479,3054,8810,1582,7429,2204,5582,3453,8898,2201,6926,3548,8443,3322,9316,6932,165.08,45.79,45.826359305577334
164,9091,808,5813,8129,6096,997,6101,6529,7595,7166,3124,9109,1617,2720,9624,1390,204.26,54.43,53.657452746581384
5810,4263,4048,7693,8610,3052,8702,197,8844,5496,3652,2839,460,925,9610,9520,3282,121.51,43.49,42.175688608812195
5550,4645,2126,5410,4876,6481,590,1251,6648,4020,7438,7607,686,5150,2835,2356,9411,202.55,50.97,49.86763569876104
3271,8572,9516,6249,8221,2491,6213,541,6501,2296,4678,6817,7894,2963,1549,8394,8164,156.99,45.85,46.142597067963315
8526,4276,4156,6124,5682,8796,228,3238,960,8660,7593,5103,1691,3378,247,3244,7612,168.01,46.81,49.04470972654916
2021,4173,5086,4839,3694,189,2919,6793,4454,6063,5705,5294,9167,2629,9058,479,2180,161.15,47.06,48.16073759837269
3438,1459,768,3451,317,4232,7187,5866,5783,9135,1236,1538,6688,6983,2889,968,3969,173.13,48.52,49.2136407190333
9378,2545,8326,9388,6911,5965,3150,5714,8444,8448,6696,559,2641,8939,5128,4534,7492,138.75,44.09,44.27875438518742
4760,4712,7146,8727,6943,1701,933,5880,3650,6763,4253,5978,7406,6134,1066,6681,8330,126.06,40.79,40.58387579136096
2996,1046,1936,5284,6932,8101,313,5062,7134,1291,6391,4240,3197,9576,7716,2767,9961,173.11,52.15,51.423125290235845
486,3966,4785,129,8499,1947,9712,9456,95,3291,7218,1672,6236,8293,4490,3051,1211,218.87,61.12,59.568608986596615
8631,8592,5046,2359,6899,2977,3245,4999,7746,4656,7777,8287,5144,8295,7592,957,9672,129.59,38.1,38.057605073445224
8709,7813,1455,1335,6679,5524,1215,7832,2664,9629,8731,9988,2453,8007,6766,8776,8142,136.11,43.69,43.03964315614971
1908,9463,8345,201,4667,7175,9559,1307,9336,4336,9122,2783,4513,110,5402,8372,7242,193.5,59.7,59.79521786022868
8492,6103,5309,2879,2652,5196,5219,5422,7816,1343,5334,4645,1538,9217,4189,4921,982,126.78,38.77,39.2715666179708
9972,6447,7760,1138,5006,6766,3812,7398,4820,6167,7406,8365,688,3427,2692,1947,9400,124.2,41.54,41.50364009587101
1128,1307,1532,4704,145,7894,4762,876,7321,2799,2604,1426,4361,1578,1975,2601,4108,253.14,68.04,67.4538872899175
6097,4260,3652,3279,3210,8077,9229,8804,3177,6684,4413,7642,4020,6608,1444,4176,4370,146.99,39.76,40.50955032949799
2481,3013,349,9924,9799,6252,2195,7459,8191,2006,9833,1730,6358,6462,8946,5443,2206,176.02,43.89,46.43058126275392
3616,5504,3870,5867,8953,1376,1766,1391,9,5950,9243,7603,6022,3613,7337,8913,107,391.61,107.0,108.4376015749414
7421,4204,9543,5571,2580,6031,1029,4805,3384,4374,2632,6633,2005,432,3875,9269,2485,133.55,41.23,43.18570624901862
284,2965,9984,1178,6594,2104,6864,4600,9636,7846,1214,6810,2437,4606,1761,8289,2468,150.78,47.82,48.66662942887492
2330,7813,8697,4263,122,6025,1602,9295,9477,4622,1931,23,3765,7870,9165,2704,8558,221.11,61.21,60.49485110106307
5785,4534,3259,2688,5530,297,3852,1353,3136,142,6550,101,7875,339,854,3115,4912,248.88,64.99,65.00269903699308
4977,8915,1180,7143,9018,3440,8400,3355,1520,1540,1332,3535,5227,610,7528,3028,9390,140.39,48.79,48.72769177228135
4494,9702,5872,1612,9000,4377,4215,2352,955,668,5975,1286,2367,5383,277,4315,9292,157.9,48.4,49.61237634404545
3892,2904,421,9490,868,6995,80,5716,1189,2148,3169,2333,9251,7517,8731,7573,5207,181.5,53.33,53.05605022213214
9818,7332,9685,8099,3675,3221,7703,4447,7250,1006,7720,9405,3404,2320,7339,2608,7713,100.17,39.64,38.94381756073703
1852,6964,6126,3064,5488,7616,1556,559,2215,1072,6017,1148,4220,8410,4227,1952,8202,159.89,45.77,47.56693192551846
4519,7223,6763,3489,6508,3568,4794,6477,8421,5153,5775,2496,3258,1143,731,785,5443,170.96,49.95,49.756842815266786
