n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
978,883,970,869,57,93,86,369,855,140.0,26.89,25.479999999999993
173,753,828,685,874,315,257,620,217,129.66,24.01,24.32
621,36,595,697,162,441,653,402,822,151.09,26.3,27.040000000000006
740,880,521,972,380,557,958,455,514,137.19,23.97,23.959999999999994
274,922,36,891,28,372,476,954,326,172.63,38.0,39.19999999999998
929,389,433,913,905,538,168,573,181,159.15,27.72,28.91999999999998
241,236,24,180,332,177,139,522,522,168.4,35.07,36.44
368,526,690,573,186,915,456,815,424,153.96,21.2,21.84
752,537,928,930,781,372,808,607,362,138.92,24.86,23.400000000000002
370,879,984,456,165,977,772,409,732,132.03,18.93,19.880000000000003
756,472,670,543,255,501,285,947,510,142.9,22.36,25.079999999999995
512,527,851,815,362,677,904,465,921,119.29,19.92,20.040000000000003
924,472,359,581,743,942,570,741,467,150.68,21.81,22.999999999999993
498,674,227,963,332,834,716,855,170,151.8,22.72,23.48
897,929,631,274,791,933,491,316,310,125.35,17.56,18.32
980,818,723,851,516,575,530,519,667,135.34,22.99,22.799999999999997
630,602,416,319,748,212,500,524,375,165.08,32.15,30.839999999999993
956,700,638,903,77,803,840,349,743,154.3,28.16,27.719999999999995
8,929,834,195,762,108,60,588,668,185.89,31.34,32.68000000000001
50,279,605,232,698,896,937,108,772,158.05,27.07,27.07999999999999
534,139,874,272,250,844,215,966,901,143.24,22.43,22.92
61,433,919,734,777,32,58,371,368,177.6,33.48,33.76
176,255,688,24,84,117,977,69,25,179.48,43.88,45.2
41,746,940,21,382,261,130,832,958,175.6,32.69,32.92
160,752,188,535,708,1,394,603,44,171.41,33.07,35.47999999999998
813,253,155,994,37,4,352,960,630,191.66,44.7,45.16
642,760,765,115,292,345,500,31,315,168.86,27.67,26.400000000000002
459,564,784,619,757,46,923,270,773,155.1,24.13,24.12
411,883,636,722,157,484,981,230,95,154.59,28.67,28.839999999999993
676,703,323,858,104,24,458,807,895,170.0,34.22,34.12
970,130,530,598,799,402,498,527,335,132.63,24.23,25.879999999999995
147,895,982,349,265,268,620,993,429,144.82,22.43,22.920000000000005
668,18,716,571,982,143,686,58,259,166.98,41.02,41.67999999999998
34,134,165,174,98,464,650,237,520,161.72,36.9,35.71999999999999
938,725,956,32,252,238,731,455,75,158.97,29.21,30.36
256,82,605,233,639,810,819,638,726,150.97,26.97,26.28
368,262,700,433,285,538,768,4,154,185.69,45.52,47.35999999999999
36,393,418,164,113,524,741,89,246,182.46,34.76,38.67999999999999
104,102,20,186,768,237,107,222,25,180.76,42.89,43.879999999999995
533,685,475,464,317,548,657,389,217,122.69,21.48,23.399999999999995
701,928,778,986,215,746,825,444,435,161.04,23.29,24.959999999999997
523,21,595,605,52,902,428,951,537,164.05,28.06,28.60000000000001
595,185,942,96,679,821,491,374,19,173.73,28.57,30.039999999999996
531,983,943,121,625,375,296,706,954,151.62,19.21,21.16
381,315,19,895,701,422,103,107,313,183.5,35.28,37.07999999999999
203,860,793,688,845,16,831,462,61,175.1,35.59,35.239999999999995
420,652,497,474,213,910,602,628,75,139.96,21.79,21.800000000000004
5,291,24,381,313,957,740,78,224,172.4,45.45,47.079999999999984
773,502,196,118,585,382,401,733,474,141.95,20.34,20.639999999999997
143,771,353,404,908,124,260,124,125,159.11,30.7,37.15999999999998
82,631,870,342,656,400,982,217,709,156.05,21.93,23.680000000000007
107,25,633,674,481,795,44,740,722,174.05,32.61,32.959999999999994
509,297,366,982,468,144,817,383,275,160.37,26.22,25.680000000000003
495,538,886,489,736,977,745,823,429,145.96,28.25,31.039999999999974
954,503,856,696,303,404,237,160,500,145.45,29.13,28.959999999999983
610,265,561,437,712,695,715,940,86,139.69,21.29,21.76
599,745,837,589,98,72,364,180,558,154.16,26.93,27.839999999999996
150,825,426,919,68,817,88,933,916,165.08,25.34,25.12
697,829,663,38,131,997,303,399,237,161.8,26.53,27.959999999999997
725,686,906,697,337,449,176,536,293,135.45,23.46,24.839999999999993
114,159,553,972,992,773,433,98,336,166.52,25.74,26.16
528,254,732,526,263,173,916,161,472,139.83,27.52,29.839999999999982
970,720,240,413,895,367,801,782,587,163.38,30.94,33.479999999999976
746,148,477,451,736,30,829,609,392,161.04,32.95,34.27999999999999
902,754,184,402,522,54,494,280,414,160.55,23.33,23.800000000000004
259,727,748,959,422,722,663,483,368,128.54,27.36,28.15999999999998
985,560,338,730,763,933,674,83,779,139.89,25.07,24.239999999999995
839,872,743,230,545,636,192,412,835,146.15,24.85,24.359999999999992
682,391,902,650,936,11,320,475,536,176.08,33.87,37.63999999999997
728,928,904,477,665,181,835,96,17,180.63,38.43,38.07999999999999
412,965,221,746,582,620,395,927,220,142.48,20.03,20.48
905,995,102,399,835,571,785,820,204,159.45,25.55,25.679999999999993
280,762,943,600,594,196,501,823,626,143.95,24.84,24.91999999999999
141,8,627,694,444,493,259,525,579,176.38,32.8,33.96
177,478,729,209,995,989,778,74,358,174.08,35.89,41.119999999999976
3,927,497,545,857,685,674,67,772,185.8,57.64,61.680000000000064
605,496,947,690,944,342,470,273,898,121.5,19.29,19.560000000000002
514,471,28,81,628,772,355,177,777,176.2,36.94,40.319999999999986
