n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
75211,10560,63574,34291,4826,59,19081,61637,48910,41862,2869,35743,64073,25966,54264,70556,70680,268.74,81.44,82.9649259124451
12348,25294,73848,72563,34802,11548,55666,43985,12207,47466,53732,32831,58354,12291,25842,38166,12786,69.74,32.82,32.799639712784725
5987,26328,47235,63793,25391,67456,75482,66019,3725,47366,32098,56320,39888,46842,15674,11755,65556,82.49,37.04,37.51326662220613
68847,26099,15312,35112,40931,25719,49782,63405,29194,18101,27510,68438,1641,24739,22169,2235,43635,127.6,47.88,48.90289762911244
73104,40124,49103,49467,69123,51008,37899,16624,64062,7054,24294,55428,52135,12580,57835,32153,11672,39.45,25.68,25.572823915247476
58472,58614,49809,10023,67723,55891,61725,39775,53616,11263,25184,34841,59160,63919,22561,2430,2866,132.93,62.89,62.91153130253443
70509,16186,32917,47323,24583,33595,65894,59183,43180,67747,33392,53814,55278,63622,35119,62221,62723,38.09,27.92,28.060660334922403
64490,18636,49476,65096,40065,61244,42387,48034,21368,49288,34839,41957,52203,63962,20733,38114,73381,36.96,19.8,20.3967012201952
811,58898,7484,23930,3946,74680,14698,48615,47449,65200,8162,25248,20235,35291,1942,55327,68794,193.88,37.81,41.85138934706105
64447,9937,61459,30417,13127,48616,47444,19000,31897,41723,18910,4938,12756,13819,5932,62636,60648,71.65,42.16,33.01381439626876
9043,4043,72276,16647,10950,21110,34758,59242,65495,2658,17966,24745,57787,62804,57603,58599,73215,73.5,41.32,39.198298083654784
36229,62577,8345,38241,47637,37495,47204,4439,10968,65851,36147,36674,35928,62010,56452,58226,48687,32.67,25.6,25.718687686072318
4182,11225,32712,31254,70189,4287,22713,44090,48560,4189,6824,27417,56758,45020,10170,20661,14946,240.05,113.32,114.71325457619547
52383,71712,17785,60824,64819,9854,16783,9695,45927,68192,3994,24337,68868,19700,24078,36923,19792,31.05,24.24,25.553794748425634
66495,74506,50896,29239,29045,73932,16495,54936,21388,41484,31501,73533,75020,624,74568,50683,24660,73.26,34.79,33.08590799949696
42632,49949,68982,57795,1268,52102,69571,72228,17860,30630,71293,48788,35638,24267,19583,21512,17607,85.46,37.16,36.81461811070187
