n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,monte_carlo,monte_carlo_max_hop,two_hop
29714,48550,49200,16558,25312,5738,11165,17936,32432,66369,27446,52521,3970,60179,63884,59392,51180,64878,75120,63.4,41.89,40.73117543915996
25196,52780,11739,63582,30694,2620,34965,68180,53433,62170,49686,14906,33863,12735,8269,50642,49441,14120,7609,97.21,43.56,42.693522310504854
44359,30725,11279,65218,67739,27252,18630,8437,70741,4910,64050,25408,19425,59803,58344,37441,73049,46752,55852,35.36,25.02,24.76956465267141
17691,20748,12794,69705,41128,46796,64832,66010,25906,40473,19681,46627,69300,37270,66819,9361,66508,71425,28829,84.97,47.11,46.09735504305945
45115,31966,1561,38758,44988,28808,34975,4411,55496,33393,49404,39105,54646,22970,51939,15238,21781,3359,26451,136.82,42.69,42.49020037756612
21060,39327,15267,1732,49866,44802,22302,74596,57095,30371,18224,53752,73924,58465,53366,54783,10504,9171,37846,83.63,35.69,36.13049700571751
12466,4460,11174,13962,68281,69112,47207,20140,66181,63994,19468,8254,24861,2220,18401,44668,50637,75192,15826,107.94,45.02,45.99958035004094
39244,46064,42655,47978,385,65407,27535,7951,4341,22540,23304,44239,56496,57871,15853,10925,26274,29357,65170,139.93,46.05,44.71620440464039
62021,20253,49949,15993,14216,59334,16574,57603,67434,11852,61773,73906,51609,47291,59681,29559,6675,25887,6412,45.97,43.28,37.78555840689575
58487,14600,14179,27684,603,2964,47723,56678,69190,12233,65874,74576,26303,65736,30072,42481,68909,50346,68130,55.91,41.72,41.63795711333944
25713,876,37952,38860,10469,42078,52806,29316,38852,10436,71740,54982,48398,42051,67669,39606,46775,38774,14325,129.77,39.82,40.33797154225851
25656,63597,48492,49623,40893,26902,38075,52038,50262,68636,46633,47472,56033,25674,64217,69328,66495,10745,35238,36.05,25.8,25.550245711462622
21423,8995,65305,35505,55015,15340,35906,38226,35926,66091,35206,36350,53975,32052,47364,32214,32507,66154,60022,48.34,30.06,29.71305076528652
32754,30701,68845,25609,48226,65096,13860,14631,50848,11039,22375,74284,56043,5916,17931,2895,25066,34686,11409,100.44,42.33,45.34210795087131
12508,60645,60258,36993,74201,12150,16559,46867,8647,41932,5073,11004,17997,48005,9827,30242,4857,41850,29141,116.17,41.62,41.58823203680163
38875,46857,42833,8665,68164,14941,45619,56958,20937,20589,33412,51025,19498,56521,8536,13077,70053,29177,10766,94.06,47.34,44.75938957816985
