n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
50494,55125,5306,33936,67013,63691,53075,39755,62468,46930,28631,30.08,14.1,14.282034366033807
66150,18254,36941,18316,12429,32834,69804,19262,40651,12945,9665,56.23,25.33,24.88152258021442
43279,61884,73375,13199,46372,56907,41444,26801,72420,62522,58024,21.45,16.42,16.32908197499137
68334,34143,8163,71919,1840,12225,52274,149,64694,43664,31969,79.4,30.76,31.082831044349973
42625,8255,25043,74384,29059,31275,18677,71170,58716,11955,10544,26.1,19.13,19.140067427211125
41950,66576,64131,14294,39511,72255,38153,16359,71754,43614,70816,16.97,14.17,14.10209876895764
26634,71726,37703,58325,12010,50449,41555,75451,31733,38054,24100,31.82,16.76,16.909520150757658
24823,24475,4321,34086,62459,9055,11773,17068,19601,5064,10518,46.52,24.81,27.430196320181075
70857,51287,68756,36127,68392,30867,28206,54974,36072,59056,64573,20.68,16.08,15.930709189838957
46840,10796,42509,15119,63759,43944,24953,31855,2124,35525,15353,33.54,16.63,18.432216583381447
28896,48766,22345,43586,55853,8151,13186,19183,28675,5928,75217,25.79,16.85,17.14418453467278
70018,9698,3499,16311,24709,75491,15688,51276,11997,48514,15210,137.76,36.61,36.58645055792093
4769,2835,25505,24244,16239,62814,27600,8006,2986,71334,55786,92.43,35.01,31.305924812491043
13303,34068,9175,28944,9433,39460,45913,57156,23634,8000,66012,33.24,23.05,23.473995644613122
61227,5161,13227,51285,26129,34096,46996,61632,74680,22206,26661,35.51,15.21,15.252885311202522
7608,20736,21227,44867,69399,32858,15363,57974,22913,1730,61816,42.14,19.87,20.16523057781649
53727,74594,66663,40821,46812,50940,32890,20108,73478,1630,60024,42.5,30.86,30.056143409510945
10364,44029,5989,71345,36815,17673,31474,63154,46166,37732,47081,14.05,14.03,13.22831475571804
17346,40671,50858,54318,10580,199,25206,43830,20981,31380,29241,35.13,18.82,18.229514337028082
58737,49630,74468,54317,4134,52725,74379,54817,6131,21715,58373,87.66,25.01,25.795098605518554
8373,33977,20668,58505,69150,63866,73584,9,5100,64825,42722,39.92,28.14,28.11703180295249
40902,61196,6534,54412,24641,71901,10940,17107,1930,52666,54720,42.23,16.97,17.17566509880374
41441,444,27987,1873,309,69251,12816,24963,15584,26019,39638,102.9,50.39,50.09411322292952
36697,23884,13130,62338,51995,10662,2863,36007,59372,15175,33618,86.12,27.75,28.19042485813342
17487,68270,45488,15087,20242,36491,2434,5544,5329,26966,34035,57.44,24.16,22.012112430001896
73184,41250,48089,74379,5505,64813,60118,57074,48817,70507,23368,18.16,15.03,14.977759545908244
27242,49227,38146,1166,18147,19794,35569,43700,44238,48129,12282,83.13,30.58,30.068581353914198
44335,4674,5400,35339,21477,19584,37949,47304,51746,71890,16992,28.48,16.42,17.60876988672377
38457,15059,62660,31418,6325,40354,23538,68557,9288,39671,52844,37.84,17.87,17.232108695110455
43059,39220,54358,14241,13028,73509,63068,62128,44181,45043,16295,29.99,23.43,23.05931248030404
62794,15205,65239,55906,4957,39571,43919,20403,21830,73988,49226,24.16,16.64,16.50279192041335
11393,8629,11097,25957,28974,8015,50438,1029,12855,51617,72938,38.36,18.83,18.970572475826796
68026,37987,58791,64044,28475,55448,10965,48277,28853,34198,21834,36.92,15.99,14.948127480084931
56521,25158,46991,15074,8369,3620,68919,59193,26435,15585,65154,60.47,23.98,21.51426844327276
52160,33617,27162,5518,28297,19182,13714,25948,60084,49549,47401,23.92,19.69,21.49767417863566
71616,19835,13729,63950,19451,73912,53203,55474,68318,64933,42265,35.79,14.14,14.074068136140175
65331,65358,26475,71147,28675,1272,44593,41714,42182,4648,68826,82.57,24.82,23.972721639432095
19446,33670,20434,49676,38585,61660,8697,11094,67702,5166,8697,32.21,16.88,19.36656343810344
29503,17104,5325,39380,2003,58797,43331,21061,19506,60389,48669,200.26,54.41,57.54194645318529
66191,50099,69442,65854,4406,75218,11881,67895,10008,55884,27014,78.38,30.48,29.283983726127193
37966,70178,54767,63204,50930,30614,2684,31,23851,39641,66434,231.62,54.82,53.772265381782255
74745,33352,43605,8601,64685,34341,39689,53486,50352,50289,8160,76.72,20.57,20.787603652411224
21468,16688,31319,37629,43781,7278,4709,63088,54770,18468,64465,86.86,27.45,28.559008090107938
10698,19840,46238,53888,4611,61116,50683,60146,6164,13301,61720,82.65,30.95,29.631890867484163
19840,2651,4255,17393,42455,13800,71977,45438,25555,50254,64267,67.1,25.58,28.101812656356945
14548,7885,61235,44284,16295,38847,16660,50809,38509,15932,68027,16.39,12.05,12.117405468723346
24789,5004,51383,58271,48703,24966,59699,46734,9874,5851,5240,58.41,24.41,25.753547711243552
63722,33473,3493,68165,74613,74946,28308,30101,12252,65852,68643,71.31,28.43,28.32634805141276
