n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
1933,2484,845,5908,3244,3922,1269,738,544,162,3289,2013.67,297.66,359.1200000000002
4500,2370,6557,6268,482,1818,4262,4396,2951,2266,6387,2018.11,484.73,658.5199999999999
1414,6773,869,2144,1756,210,6790,5248,6608,2132,6557,2018.11,145.98,160.24000000000035
2226,1584,1350,2538,2372,5136,7105,5995,7001,6951,3050,2019.28,441.9,570.2
710,6920,4963,2764,5502,3177,4144,2038,1456,2026,3879,2018.83,309.89,349.6400000000007
2293,731,6700,7090,4486,6885,2459,59,2391,4688,5774,2015.59,271.67,322.39999999999986
2553,6947,6268,4164,1598,3391,3471,4906,2360,3531,3697,2018.35,333.79,389.8400000000004
1321,1910,2499,2127,6656,6532,354,664,379,3790,5131,2016.52,243.84,265.76000000000016
2297,4250,4379,5308,3860,5741,2808,1188,5519,1602,544,2017.09,245.99,273.1600000000002
3381,1660,5202,5182,3613,2263,1504,2914,3571,6118,4823,2017.66,157.1,166.0000000000001
2626,5197,4575,1627,2650,827,6876,504,5801,1874,2273,2014.04,299.22,366.76000000000045
6268,4769,5041,7062,1944,1000,2712,1454,2383,3760,210,1959.39,49.16,49.67999999999997
350,2925,5712,676,2340,6020,5531,2679,148,2644,2367,2016.26,567.41,748.6400000000003
2635,1252,6350,5340,3362,7056,5083,5570,6700,636,2403,2014.29,192.04,192.79999999999959
5060,1568,3638,2392,1117,2048,3126,4905,1301,2714,4694,2020.44,317.64,352.9999999999994
76,2976,366,3725,1389,2991,6420,6589,2971,2378,4681,2013.65,249.89,265.24000000000046
795,3598,1697,3473,1703,930,486,509,452,6038,1381,2012.28,355.22,437.5600000000002
4878,5544,1225,4968,334,4474,4019,4773,2040,2633,291,2014.82,255.51,299.7599999999995
1001,6839,4335,2399,6338,3353,5338,1640,3913,1652,1981,2019.83,276.95,327.3599999999998
3594,3363,4029,302,1794,3450,3633,2036,5303,3504,6807,1816.64,41.44,40.59999999999996
1767,4084,1537,259,301,2083,2075,1985,4306,1704,6326,2015.54,273.16,311.8000000000007
1896,3417,2143,1160,2662,420,2576,4631,957,4667,3301,2017.32,364.02,425.4399999999995
5349,5357,6478,5876,6100,331,4049,3174,761,3523,1727,2016.79,565.84,834.0799999999994
4688,1355,2757,2426,5381,3860,6549,5263,2580,6675,3440,1935.91,39.57,39.920000000000016
4325,1763,5363,6565,5619,6562,2197,2773,3212,4066,609,1997.84,141.37,161.2399999999999
7033,2294,5143,5475,1566,364,3234,5075,1045,6281,2207,2015.8,240.97,264.5200000000001
5465,7014,495,1370,5634,5203,3805,4662,3868,6115,3307,2016.27,242.86,290.72
3198,1790,6537,26,1730,1284,107,4997,2108,949,3242,2018.55,273.42,291.8000000000002
6634,6305,6414,3121,1821,4510,437,1652,1326,5500,4983,2018.51,176.53,197.8400000000003
2708,6704,4606,6337,6425,3862,4312,3601,216,647,280,2018.34,348.16,424.96000000000015
5696,4870,925,4004,4594,7083,2104,4981,6341,1136,338,2018.36,76.57,80.28000000000002
2970,652,6288,4284,86,2432,6862,2841,6779,612,697,2015.17,318.33,411.27999999999975
4451,3717,3122,1682,6450,2549,3183,1914,6215,3986,7008,2018.25,275.39,313.5600000000009
3277,779,632,937,5086,6540,2997,4198,3554,3406,7027,1777.08,37.83,37.44000000000002
5826,6361,3639,548,5149,1604,5217,2476,6852,3921,3460,2016.11,339.6,415.4799999999995
968,6540,4573,1371,3044,1333,1444,5789,1223,2675,4048,2012.87,252.21,276.9599999999997
7043,2773,2118,4438,39,5820,1382,45,5309,2554,990,2015.68,352.42,435.84000000000003
4464,907,3985,6440,5862,4923,3966,4311,620,4265,2010,2017.7,168.67,175.47999999999968
3368,6943,2403,2922,1877,6280,1477,7077,5133,13,5543,2020.17,321.27,360.44
433,4993,2566,4457,3825,6409,4655,2503,7106,4150,6445,2017.69,254.93,309.92000000000013
3610,5021,5058,3621,3209,1152,2061,6316,4891,2966,5423,2017.7,236.11,276.08000000000027
2785,1091,3550,676,4961,1179,5532,6627,5096,1455,2337,2016.72,271.1,311.48000000000053
3047,1617,4718,6503,2870,5529,5085,765,631,3297,5289,2016.75,159.57,171.3600000000003
1471,2700,5359,3046,2676,1430,2462,189,4946,164,4292,2016.2,95.31,98.15999999999998
6181,6797,726,6562,2941,6612,6659,806,1298,1494,4785,2014.65,152.62,155.68
4057,5414,4701,629,6227,957,1409,5337,3925,5532,6104,2018.45,240.44,286.6400000000003
1820,5061,6444,6809,5408,2481,6985,5634,3326,4907,1945,2022.3,174.78,180.1199999999999
4012,5763,1811,2536,3011,1887,6108,2675,4400,5134,4339,2017.73,90.33,100.12000000000003
3701,6576,3278,4147,3282,6696,2565,2324,3590,3371,4817,2016.98,175.26,194.1200000000002
107,2058,1506,4425,3756,5679,4596,5036,6766,2984,3311,2022.23,206.53,220.20000000000084
3183,5105,228,1278,4188,554,3753,5165,2845,4946,6522,2013.86,126.95,137.92000000000016
2557,748,6189,2112,3960,1819,5242,3906,4944,6372,543,2011.88,400.45,463.4400000000004
1218,1952,565,2451,1086,384,1337,3259,6475,4766,5576,2011.87,264.34,289.2399999999999
5084,4482,5841,4411,2149,151,4295,2010,1290,6154,792,2016.75,271.1,300.9999999999999
1683,260,2592,671,997,2216,501,5270,2367,4994,5173,2016.4,94.27,99.08
5750,1411,5991,1222,5367,3399,1064,5809,5893,666,4587,2011.9,468.25,603.3599999999996
2984,5683,21,5928,4524,1276,4116,3374,1263,1761,6916,2016.24,119.28,126.07999999999988
2442,3966,4158,555,3079,1376,1338,2097,4217,3205,4401,2016.51,105.01,116.19999999999987
5588,2481,7058,3281,2690,1394,3168,507,3465,229,2282,2016.48,438.27,567.3199999999998
5539,155,2490,6467,1249,703,1283,949,6951,4991,6745,2017.47,142.3,147.76000000000008
125,1900,1894,4534,70,3905,5886,4360,1516,6762,3705,2014.93,126.06,131.2400000000002
5994,5787,5599,5712,3108,2754,6942,1413,6830,4344,4810,2019.6,84.32,84.55999999999995
1539,877,3890,5072,2922,2499,5298,6814,3386,4916,6046,2015.13,463.47,633.5599999999987
304,6723,5176,1736,2094,4742,7028,6572,5422,4841,2518,2020.07,67.06,69.79999999999998
6425,3911,5120,6830,2778,6613,6833,682,1933,2588,848,2016.8,376.33,462.79999999999995
5393,5723,313,4953,2640,4317,3900,2892,667,1451,5845,1853.67,59.67,60.640000000000136
353,4080,4252,4469,6776,4897,5824,2046,319,1645,5537,2017.16,222.63,238.91999999999965
584,2755,6402,4929,1129,5707,2527,956,4157,6772,6757,2015.96,225.85,247.35999999999999
4172,6872,7,585,6912,1852,5106,2246,5097,149,6004,2015.52,242.26,270.4400000000002
280,86,3916,5715,1186,1746,2947,2041,6049,6130,2825,2014.62,296.61,344.3200000000002
6683,2442,7027,3182,5178,4954,3298,278,1416,3377,4044,1955.26,59.31,58.23999999999998
523,6177,4183,7067,4169,2447,4586,5658,2317,6462,1700,2016.15,150.16,159.2000000000004
5771,5762,3583,2636,1432,1758,147,3920,3581,2260,2714,1978.01,69.35,79.36000000000021
6191,3335,5140,6896,3355,2631,6146,5079,1721,2097,2290,2017.96,366.51,470.0399999999996
4187,709,246,3301,2159,4988,2352,5535,5255,1084,5021,2019.12,197.66,223.99999999999943
6211,2562,710,6408,1359,5080,754,5742,1733,2077,5478,2017.33,293.34,339.40000000000003
1770,5260,4089,6261,934,5287,2789,65,3732,4670,1668,2017.29,534.26,753.6799999999997
1363,766,2000,4252,6907,780,933,6533,2589,2429,4646,2013.44,371.35,454.5200000000001
4767,5411,1235,6113,620,5420,6936,1468,5884,6118,222,1938.3,63.07,63.28000000000006
6192,6280,6563,1483,5542,1688,2153,285,4863,2657,5172,2018.71,188.7,205.36000000000007
2688,6028,6308,4970,6912,2984,1330,1407,6188,1761,405,2017.94,302.06,366.5600000000001
437,1315,5604,470,5514,2145,5769,5472,5491,6906,4045,2019.96,74.23,75.60000000000004
853,6937,1634,6535,1128,3213,3922,4926,4474,4062,4428,2017.32,161.85,174.39999999999998
2651,2967,3522,6092,3324,6868,296,6213,310,1484,1252,2018.33,226.64,272.40000000000003
2934,1796,2430,1951,2979,4700,7088,1593,5117,5549,2818,2020.05,471.89,578.0800000000004
3143,2979,4387,5800,916,1839,1561,2852,1515,4378,1741,2017.57,558.28,789.9600000000003
173,220,964,1565,2431,6761,5652,5990,2634,4432,4074,2018.31,807.33,1240.280000000001
338,2508,6556,5891,6571,3218,1341,1143,3077,5057,3799,2022.13,197.14,206.51999999999992
2872,2915,47,3656,5717,1116,3665,243,6089,6420,5998,2018.08,165.49,181.84000000000043
5867,3427,1732,941,2707,2420,4895,4573,445,642,3945,2013.7,94.54,104.31999999999996
1321,5533,4317,500,1483,6840,5038,1974,4915,2725,4908,2017.4,293.55,356.7999999999999
160,5936,5414,187,3135,3579,1895,6556,4794,1132,5092,2016.58,410.73,505.9599999999998
349,1097,1498,4957,2339,1912,3564,6061,2575,4431,5197,2017.84,299.46,342.3999999999996
3046,1393,5979,2830,5535,6854,4459,5401,4689,2825,2113,1919.06,61.09,60.40000000000004
4889,2744,4404,263,4457,1246,2996,4674,7067,6990,1613,2016.36,157.34,171.80000000000018
4049,3859,6788,978,605,5141,4879,1606,1302,1173,4514,2016.82,300.78,363.16000000000014
5825,1145,4889,6865,421,4412,6717,2836,659,5809,385,2016.66,184.95,197.72000000000017
6430,6853,4952,1222,4454,1441,2155,5119,469,2418,3894,2018.03,453.73,522.4799999999998
7093,2300,1713,5264,3870,6228,2314,4338,5660,6173,511,2017.7,427.75,548.4000000000005
1150,2358,3415,368,21,2839,4336,4943,6992,6920,2951,2015.48,370.15,448.1199999999996
