n0,monte_carlo,monte_carlo_max_hop,two_hop
1933,2009.48,67.13,64.68000000000012
2484,1.0,1.0,1
845,1.0,1.0,1
5908,904.68,6.76,6.319999999999995
3244,282.01,1.28,1.48
3922,925.02,17.97,16.96000000000003
1269,662.43,3.61,3.7200000000000015
738,2008.71,84.79,97.76000000000009
544,2007.11,148.44,163.87999999999997
162,1.0,1.0,1
3289,402.7,2.61,2.2
4500,422.65,2.33,2.480000000000001
2370,101.49,1.41,1.44
6557,1227.69,10.95,11.639999999999986
6268,420.56,3.38,3.2400000000000007
482,2009.39,248.07,287.3200000000002
1818,2010.26,163.28,171.63999999999945
4262,1727.04,29.49,30.519999999999953
4396,462.36,6.32,5.359999999999991
2951,2009.21,120.76,141.80000000000024
2266,1.18,1.18,1.2
6387,443.78,2.46,2.1600000000000006
1414,2007.57,123.11,121.60000000000042
6773,422.61,1.87,2.520000000000001
869,1.0,1.0,1
2144,1.19,1.21,1.2
1756,965.64,11.71,12.519999999999973
210,1.0,1.0,1
6790,1.2,1.15,1.2
5248,582.97,4.16,4.199999999999999
6608,362.26,2.38,2.1600000000000006
2132,1.19,1.19,1.2
6557,1165.17,10.83,11.639999999999986
2226,1909.69,41.22,46.60000000000005
1584,1990.56,62.56,62.600000000000016
1350,2008.13,276.58,355.5199999999995
2538,1.19,1.14,1.2
2372,361.97,2.32,2.2800000000000002
5136,1.21,1.28,1.2
7105,82.36,1.28,1.28
5995,1787.35,60.08,51.880000000000194
7001,443.8,6.8,8.079999999999993
6951,584.62,2.62,2.3600000000000003
3050,1509.05,29.68,37.64000000000018
710,2008.38,143.86,158.64000000000038
6920,282.9,2.42,2.12
4963,281.34,1.72,1.8000000000000003
2764,443.24,6.02,7.4399999999999835
5502,242.13,1.2,1.32
3177,523.71,3.39,3.9199999999999964
4144,201.66,1.46,1.48
2038,1.0,1.0,1
1456,21.7,1.84,1.88
2026,2010.31,115.18,128.4400000000002
3879,1685.37,40.06,41.920000000000115
2293,1.19,1.21,1.2
731,1.0,1.0,1
6700,444.08,5.57,5.279999999999993
7090,362.39,1.78,1.72
4486,704.94,2.44,2.2800000000000002
6885,442.03,4.85,4.999999999999993
2459,322.14,9.81,11.12000000000003
59,2008.62,233.69,281.47999999999985
2391,1.0,1.0,1
4688,422.98,10.55,9.800000000000017
5774,362.95,2.57,2.8000000000000007
2553,141.57,1.51,1.56
6947,1.18,1.18,1.2
6268,504.92,3.24,3.2400000000000007
4164,381.88,2.46,2.2000000000000006
1598,2010.29,163.02,187.24000000000044
3391,2009.27,138.7,151.95999999999995
3471,1086.08,10.2,10.439999999999985
4906,361.11,2.72,3.199999999999999
2360,1624.45,24.61,26.08
3531,1.25,1.19,1.2
3697,242.18,1.6,1.64
1321,2009.52,117.42,138.28000000000006
1910,1286.29,9.7,8.079999999999997
2499,182.43,1.36,1.4
2127,1.2,1.23,1.2
6656,1.16,1.15,1.2
6532,1906.64,31.98,37.60000000000002
354,1.0,1.0,1
664,1809.27,41.33,46.40000000000005
379,1.0,1.0,1
3790,1.18,1.23,1.2
5131,1145.88,34.15,28.720000000000084
2297,1.0,1.0,1
4250,1848.06,46.88,45.56000000000004
4379,964.41,17.64,16.640000000000047
5308,464.33,5.28,4.8399999999999945
3860,462.29,3.16,3.3999999999999986
5741,463.38,3.47,3.959999999999996
2808,222.09,1.47,1.68
1188,1.0,1.0,1
5519,742.81,3.51,3.96
1602,1085.39,25.77,27.560000000000148
544,2007.75,145.56,163.87999999999997
3381,302.05,1.88,1.8000000000000003
