n_nodes,influence,n0,n1,n2,n3,n4
5,1000.0000,613,295,423,740,309
5,1000.0000,128,434,7,423,300
5,1000.0000,721,941,753,985,539
5,1000.0000,640,554,972,473,539
5,1000.0000,33,454,811,624,413
5,1000.0000,613,434,7,298,541
5,1000.0000,4,966,914,925,840
5,1000.0000,33,530,811,473,539
5,1000.0000,930,305,147,932,412
5,1000.0000,640,36,557,375,100
5,1000.0000,640,586,9,624,721
5,1000.0000,613,207,404,295,447
5,1000.0000,128,915,7,747,839
5,1000.0000,613,434,304,375,539
5,1000.0000,196,701,937,78,539
5,1000.0000,320,713,745,542,412
5,1000.0000,196,263,553,524,557
5,1000.0000,640,672,121,309,568
5,1000.0000,385,72,264,781,870
5,1000.0000,128,423,134,198,300
5,1000.0000,613,36,554,375,402
5,1000.0000,299,263,554,535,539
5,1000.0000,128,36,300,846,541
5,1000.0000,597,41,777,610,536
5,1000.0000,901,7,298,9,94
5,1000.0000,613,423,300,846,541
5,1000.0000,299,263,89,373,840
5,1000.0000,128,36,554,970,539
5,1000.0000,128,747,654,339,170
5,1000.0000,128,337,915,405,923
5,1000.0000,385,586,419,525,987
5,1000.0000,36,454,298,525,543
5,1000.0000,194,639,687,854,543
5,1000.0000,613,650,534,888,123
5,1000.0000,36,7,298,79,434
5,1000.0000,194,454,304,375,539
5,1000.0000,128,915,298,525,543
5,1000.0000,564,78,91,412,147
5,1000.0000,613,305,91,412,557
5,1000.0000,128,423,839,295,566
5,1000.0000,33,295,299,241,59
5,1000.0000,128,437,304,309,923
5,1000.0000,167,687,871,536,639
5,1000.0000,448,611,569,199,557
5,1000.0000,613,7,401,298,434
5,1000.0000,618,128,23,295,237
5,1000.0000,618,128,23,295,237
5,1000.0000,36,687,639,916,543
5,1000.0000,20,198,423,433,447
5,1000.0000,640,36,338,375,953
5,1000.0000,847,931,907,534,382
5,1000.0000,229,929,89,125,413
5,1000.0000,128,7,295,298,473
5,1000.0000,987,231,642,91,94
5,1000.0000,564,458,972,432,536
5,1000.0000,901,78,91,412,557
5,1000.0000,930,329,20,740,413
5,1000.0000,640,554,972,624,309
5,1000.0000,520,105,299,747,839
5,1000.0000,231,105,299,925,541
5,1000.0000,128,295,241,119,746
5,1000.0000,931,453,423,295,47
5,1000.0000,613,207,404,624,959
5,1000.0000,931,453,423,536,721
5,1000.0000,613,423,9,925,541
5,1000.0000,640,36,89,373,413
5,1000.0000,21,329,20,740,309
5,1000.0000,199,840,972,624,945
5,1000.0000,640,295,119,241,721
5,1000.0000,128,554,972,624,840
5,1000.0000,105,901,7,298,539
5,1000.0000,448,754,164,199,543
5,1000.0000,320,930,612,164,8
5,1000.0000,930,454,298,525,987
5,1000.0000,194,295,119,241,447
5,1000.0000,128,740,67,20,309
5,1000.0000,299,676,915,539,300
5,1000.0000,613,434,7,423,60
5,1000.0000,930,539,971,557,564
5,1000.0000,196,454,937,78,121
5,1000.0000,196,454,937,78,862
5,1000.0000,231,105,299,298,543
5,1000.0000,128,295,7,747,839
5,1000.0000,65,719,840,972,945
5,1000.0000,125,229,7,298,840
5,1000.0000,33,434,89,373,413
5,1000.0000,128,907,961,504,447
5,1000.0000,178,753,918,375,60
5,1000.0000,590,611,164,199,557
5,1000.0000,610,901,7,349,536
5,1000.0000,320,713,745,524,518
5,1000.0000,128,295,423,740,309
5,1000.0000,613,434,7,423,300
5,1000.0000,640,753,941,985,539
5,1000.0000,196,840,972,533,94
5,1000.0000,33,454,811,473,539
5,1000.0000,640,554,972,624,413
5,1000.0000,4,966,914,925,541
5,1000.0000,613,434,7,298,840
5,1000.0000,33,454,811,473,539
5,1000.0000,613,423,89,373,413
5,1000.0000,930,305,147,91,412
5,1000.0000,613,207,404,624,721
5,1000.0000,640,36,953,375,557
5,1000.0000,640,36,9,925,541
5,1000.0000,613,207,404,624,721
5,1000.0000,640,586,9,295,447
5,1000.0000,613,434,7,747,839
5,1000.0000,128,915,304,375,539
5,1000.0000,196,78,454,937,539
5,1000.0000,613,423,134,198,300
5,1000.0000,196,263,553,542,412
5,1000.0000,320,713,745,524,557
5,1000.0000,640,672,568,915,309
5,1000.0000,167,687,854,536,639
5,1000.0000,385,781,72,264,16
5,1000.0000,564,78,91,412,557
5,1000.0000,613,423,134,198,300
5,1000.0000,128,36,554,375,402
5,1000.0000,128,36,554,535,539
5,1000.0000,299,263,300,846,541
5,1000.0000,901,7,298,610,536
5,1000.0000,597,41,777,9,94
5,1000.0000,299,263,300,846,541
5,1000.0000,613,423,89,373,840
5,1000.0000,128,36,554,535,539
5,1000.0000,930,295,119,241,447
5,1000.0000,128,475,747,654,339
