n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,monte_carlo,monte_carlo_max_hop,two_hop
7070,6955,463,750,695,2957,6844,1385,6029,6627,5486,6994,2524,2060,4963,1640.09,98.3,104.18000000000013
1738,4970,292,4761,5580,1297,3528,5230,3223,6583,5922,7047,4170,3047,4457,1660.56,68.87,69.70000000000005
3644,4112,2197,294,224,2982,3808,2608,3113,3470,4306,1347,4591,1453,1934,1657.34,89.8,96.37000000000005
1889,195,1447,2663,1422,1119,4179,4179,2946,4208,5525,4586,1489,3650,6527,1638.02,75.21,88.10000000000002
3396,6016,4303,6249,2983,6469,4861,2898,2964,7036,3651,1320,6176,3275,5858,1664.08,75.45,78.17999999999994
6050,3779,5365,4344,2047,4014,2286,4080,4102,4222,6811,6522,2899,5420,3724,1566.64,58.15,56.699999999999925
3776,2873,4650,5946,4567,5929,3740,3986,5397,1817,2659,6673,5730,6840,1360,1268.38,28.32,28.96999999999999
5049,2196,6332,3930,2535,2484,6547,5785,6808,4130,4605,4241,4156,5336,5044,1666.58,134.97,150.35000000000008
4816,3331,2554,5987,1702,4005,4193,3003,5605,5105,617,6424,6720,2797,5946,1641.33,58.62,59.71000000000005
68,6676,1567,6101,869,481,4705,5348,400,2237,4847,1856,5590,870,6179,1608.02,43.34,44.500000000000036
4279,1118,6995,2177,2005,6756,1724,494,3464,5873,6221,261,465,2968,2950,1662.69,148.09,160.46000000000015
1408,2043,5511,192,679,943,552,207,334,5975,173,3056,2094,1046,6662,1657.42,178.17,197.21000000000006
1287,6019,1505,4285,5664,15,3158,4828,353,6505,2030,1240,297,34,2819,1661.16,281.25,323.9799999999999
5040,5142,6082,6124,926,2343,2762,4003,252,2526,3675,4517,6274,4957,6061,1659.03,63.14,66.60000000000001
374,2162,6190,3291,7065,5092,5778,1257,3873,1847,765,5413,5631,2591,6868,1625.17,83.97,85.01000000000009
835,198,3668,6458,1044,4245,4791,6398,3219,3988,4217,2686,1178,2793,2122,1657.16,154.11,175.2800000000001
2144,4964,3438,5351,147,5730,4570,1151,5493,465,2072,274,1078,1320,1398,1651.76,127.98,135.56000000000012
785,3714,5202,1897,4163,5800,257,2021,1904,5848,3642,602,2054,658,4843,1664.46,389.46,469.32000000000056
1869,5113,6484,6555,5111,5812,2947,2102,5607,3465,2283,4310,6149,39,1237,1545.02,43.82,47.160000000000025
290,3151,3348,1312,910,4194,5929,719,1973,834,817,162,1488,6148,1896,1591.52,58.17,57.84999999999991
861,1780,200,4265,5484,3804,3718,2537,4387,5257,3112,1740,5608,6230,1721,1660.27,193.56,221.49999999999983
5971,6603,3553,3486,4190,174,4760,4844,419,3424,4301,4762,1484,768,5433,1661.56,136.37,149.78999999999994
6575,3930,2999,159,4253,971,5001,3002,2372,5655,3049,2525,156,5614,3377,1620.25,73.83,77.52000000000001
828,860,2506,1625,6886,6351,5509,6761,128,6652,3698,491,3364,5220,3980,1629.8,64.83,69.51000000000008
3795,1705,4822,5026,604,43,2329,197,3054,2505,5927,627,1795,6184,4017,1658.93,103.0,104.60999999999997
1575,948,4682,3058,3209,5864,3794,1144,6173,2825,3236,997,2082,997,1007,1633.81,62.27,86.80000000000001
659,5050,6963,2740,5251,3203,1736,5674,863,202,5064,5399,3853,6366,353,1639.43,61.48,62.870000000000005
5927,5781,4079,2381,2929,3744,1158,6543,3071,2203,3966,4311,7092,3912,5894,1526.99,36.57,38.07000000000005
5963,6589,3432,4031,6848,5572,2431,3233,1897,1281,4004,4886,2125,4493,3503,1666.13,78.91,85.84000000000003
5698,5563,5727,690,4799,5962,6699,4716,786,582,2916,1442,4466,1200,6605,1653.81,320.19,384.31999999999994
3414,547,6541,705,5581,6633,5309,307,1052,2427,3199,1898,5803,5494,5579,1657.93,357.82,418.8000000000006
2698,3595,1413,4292,2351,918,1278,4430,6191,3471,787,2693,4231,2036,5860,1661.04,253.56,288.99999999999994
4212,2107,1389,1290,3776,5760,1920,3310,2937,6412,6261,4697,5971,1185,3822,1609.23,52.93,53.41000000000003
3614,5888,240,6633,4875,3139,6035,1478,3218,4179,438,3952,2244,3317,2078,1659.67,192.44,210.39
5820,5990,3376,5778,5307,3870,2949,4485,2709,5843,6108,5394,666,6239,6714,1663.87,163.43,174.8499999999998
6980,5945,1843,4365,5089,1539,3299,6687,5463,3133,5200,95,2563,3805,4289,1663.67,77.83,76.96000000000011
5829,3819,5325,1453,6685,773,140,3300,1773,5975,4663,4967,3160,1765,822,1656.18,234.98,266.6600000000001
3194,6681,4568,6283,6566,1634,2247,6096,4802,4753,1568,4012,6587,5012,1129,1663.27,88.73,93.88000000000005
69,5016,5559,3558,3949,2078,4206,4637,1421,3826,5838,1679,6227,596,2869,1664.7,159.16,176.72000000000014
24,3976,4367,6858,5481,5393,536,6182,4846,3973,5527,2743,3762,2186,4119,1658.27,219.45,232.45999999999995
3770,225,653,5025,6176,2847,1422,6222,6146,6425,3313,2091,5529,5121,6450,1657.17,88.31,88.33000000000011
6827,7078,5894,1104,443,1331,4091,3126,3806,5535,2415,1276,85,2315,4566,1644.09,92.25,93.11999999999995
3828,14,3002,278,4407,6963,3132,4622,3627,1674,5541,2526,4081,5317,1092,1384.44,34.79,35.40000000000001
3963,5649,4411,5825,2479,628,2113,6753,2564,2491,2733,5294,6519,2557,5352,1669.54,159.59,172.6899999999998
5265,3219,4244,6887,761,4165,5188,1725,3204,4884,4345,6948,6970,1225,6536,1661.88,104.32,109.08000000000004
4134,5151,730,2523,335,1908,3748,4598,1901,4281,2273,501,916,917,5532,1660.49,177.91,195.81000000000017
6706,6450,3106,7017,2986,1750,2608,2917,633,2741,3746,2971,1363,4076,3620,1664.81,81.35,82.07
2391,3777,1096,5885,3620,5239,1768,2236,2672,1302,815,1948,3841,1552,6163,1656.12,120.93,124.1500000000001
5558,6932,3062,1518,2917,1148,6513,1109,1910,2200,6623,4510,5184,3096,3278,1658.18,95.59,100.9199999999999
6623,6746,6139,2803,2299,5898,4875,4117,4758,5652,5997,2625,6083,3272,6152,1663.45,101.6,104.48000000000015
5847,5771,5178,6172,5868,2388,4357,5099,5218,5494,595,3010,2527,3237,3964,1661.97,68.99,69.73000000000005
1431,2112,2899,3610,3904,718,1527,2579,3104,1040,229,854,2873,1368,2942,1659.13,159.22,167.44999999999985
631,5999,6238,5339,3575,68,4445,2624,1939,6758,6828,4871,3194,4433,2331,1622.8,53.12,51.610000000000035
3841,5224,1233,2947,2591,1655,4083,778,1164,6421,1673,2714,2056,1158,3443,1658.79,88.75,86.9300000000001
2952,2049,730,2807,1536,2019,5794,1966,5964,5002,383,2756,3053,5308,6289,1660.11,107.14,107.60000000000001
5009,505,7063,1179,1453,6969,516,3520,3633,6379,2227,1087,2629,4284,4725,1642.81,84.45,94.46000000000008
6925,953,2769,5310,6292,5821,5000,3232,1865,443,3213,6279,3881,4012,5074,1574.39,36.68,36.51999999999999
2595,4461,6861,5091,4895,741,4816,4181,4412,5445,4060,3287,6887,5665,3723,1658.49,83.04,90.32000000000005
1387,3373,3162,4298,3708,378,886,3697,4844,1050,970,5568,4096,1434,633,1655.09,181.74,197.2600000000002
3216,2505,3749,6536,5794,72,2072,868,5477,2872,1807,1418,204,1203,3500,1655.0,103.48,109.98000000000012
5486,753,2752,6715,5319,3812,407,7030,3889,1978,529,3944,1142,4577,248,1439.56,53.7,47.89999999999991
