n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,monte_carlo,monte_carlo_max_hop,two_hop
121374,160750,97861,70027,36317,48796,227163,177378,1686,88690,131801,121561,235483,158518,21185,87562,145298,245467,161651,35.16,31.92,32.430000000000014
183526,10720,190891,99357,44410,184413,248044,118494,249370,190071,110778,41197,44152,62393,13456,29084,34714,132715,228517,33.12,32.0,31.86000000000001
242176,259780,154777,16600,202954,180470,100575,206987,195584,232590,26652,240898,76330,53729,176746,58799,190239,207879,110560,35.14,33.51,32.580000000000005
233197,22993,202527,69922,238912,55021,103951,73710,89564,212208,11323,52293,185807,232364,1381,230522,107790,14362,234831,34.76,32.07,32.210000000000015
99304,221723,128899,36475,6155,62058,111339,192999,237610,223014,29372,252710,156459,1015,31780,200373,151702,51818,234698,34.8,32.6,32.740000000000016
223398,53229,86564,2163,233957,21889,34913,141497,240558,4578,131282,22239,150202,130217,140925,241415,51950,110128,18040,32.77,30.49,30.72000000000001
104368,50374,167435,200513,24488,183723,151991,38104,45234,246340,159616,188648,251219,10800,14201,70777,145505,179103,158959,34.65,32.05,32.02000000000001
223343,39139,195336,70336,193169,260802,150806,261610,8975,31807,227714,184934,105478,249278,237539,62072,42399,160203,132359,33.25,30.9,31.590000000000007
11280,192936,95930,221686,176717,136854,154732,148172,203063,180280,22738,227376,91015,28826,226501,231134,153128,95831,118305,32.71,30.81,31.10000000000001
55058,105426,52106,258492,248225,150584,195480,4814,99337,209550,159317,86169,161,113658,29283,55948,58118,116395,70683,34.8,32.32,32.27000000000001
85120,213568,23282,80518,165022,74681,27019,135660,205546,14460,6656,99976,204661,146914,211694,112364,130372,90722,185977,33.53,31.55,32.09000000000001
203891,65080,148380,193361,17374,111413,169830,60543,25106,252726,199423,105094,133661,97771,250568,225418,146922,96825,36473,34.04,31.73,31.75000000000002
174982,76099,44842,181572,221059,229511,67872,7700,13239,246276,255658,212228,45286,68933,248124,43047,258517,31526,159005,33.56,31.56,31.870000000000008
38881,3112,12799,15967,118079,54683,206196,101942,77132,160313,3878,253344,209370,92938,74713,36869,126069,147307,72804,33.95,31.05,31.570000000000007
35992,252122,22698,195952,145741,77597,182449,30914,17195,110081,118331,37360,184508,147305,200322,208375,100401,154186,232568,34.1,31.39,31.880000000000006
210434,44323,173850,187555,71868,202297,156575,230753,159509,129613,91454,26011,242008,12703,72574,138631,33644,45437,209298,34.89,32.15,32.440000000000005
165067,215057,22091,42526,204511,207001,58302,225210,3411,53187,46098,124160,119720,155064,146602,143001,101786,21809,45363,33.08,31.69,31.810000000000006
143817,126369,155433,248102,68796,140359,17454,246752,170672,7542,152310,260349,153423,233044,114229,142699,80939,137231,138147,34.01,32.18,31.99000000000001
140803,168195,238428,208698,17191,230011,168508,150437,142121,250461,78726,16860,190035,58796,188920,36032,27055,26114,183375,34.07,31.47,31.720000000000002
128887,118890,15845,128507,233018,166923,190709,13880,177941,158051,7655,97817,63869,230354,120230,60582,97315,215776,252320,33.1,31.39,31.450000000000003
191257,150254,163836,130002,229598,63728,9436,163171,156489,22185,160766,12297,177748,107416,106607,154286,18078,21164,49568,33.88,31.62,32.16000000000001
8941,159413,197303,47530,22128,17006,7828,93007,163735,123271,143397,140396,124420,6808,184429,203312,19743,87511,22177,34.36,31.79,31.960000000000015
205211,84273,2246,121595,250095,117743,154729,38949,255948,101211,258556,125366,218309,36151,27848,234012,91426,175960,60638,34.31,31.36,31.920000000000005
118353,204468,33920,50374,253934,57974,28514,28994,13823,31481,19564,245925,169166,255903,21640,97629,27163,194263,6148,32.85,30.18,31.45000000000001
122554,164247,136842,52606,96859,229199,166386,21269,61906,1434,67204,200109,135745,178987,51736,4058,115148,66391,247438,33.98,30.97,31.780000000000012
160105,5828,251842,27067,136169,209707,109354,15152,235642,65860,124669,223252,82600,158663,229335,57855,167495,15364,178570,34.24,31.96,32.22000000000001
72137,34663,78682,10195,209788,48938,255735,92652,206120,257320,236388,105700,243972,1901,229788,256223,241165,79359,253634,33.76,31.52,31.94000000000001
225219,24750,7724,83277,115165,64797,109203,158379,84344,128897,147689,90948,230903,219441,233954,104619,112743,54770,20592,33.17,31.33,31.72000000000001
72453,78875,121044,122319,160030,242379,149012,119513,115325,100931,48846,86370,105425,15434,85203,24071,44713,83234,142575,35.49,33.21,32.610000000000014
7042,49430,55337,186542,95578,172690,235048,36095,247390,163937,22522,88564,255567,117198,252266,159004,157158,199649,246555,32.86,30.27,30.82000000000001
231623,175699,192295,100889,55373,182716,142066,202212,87915,19887,5012,175577,144824,110578,123364,59598,227254,190640,84852,35.17,32.36,31.960000000000008
200264,218515,209499,134779,131687,25977,121434,187935,838,74621,240560,139854,53770,18723,58652,2831,257748,241431,82483,35.17,31.99,32.46000000000001
11015,23983,39088,86129,42807,181827,25178,133592,216024,207036,260894,105846,170179,220136,103667,102083,232898,153760,132699,33.61,32.05,31.51000000000001
227641,35348,133359,180934,93693,94108,248290,70758,52949,84002,239869,100936,148717,47823,209587,160564,203721,227648,46699,31.97,30.71,30.84000000000001
149624,44969,2477,80220,179361,232661,5274,73011,125511,136981,226947,197773,177510,111968,238081,256406,197822,24573,71514,34.43,32.04,31.960000000000008
74698,37673,135511,118352,125516,178203,260567,60832,46946,86782,38448,196115,177884,91134,194935,157520,13328,142976,73029,34.05,31.82,32.67000000000001
243498,90262,6875,151667,48865,140970,204090,249202,175396,199755,25315,118870,35271,89320,55257,196039,142379,35222,236545,32.91,31.65,32.65000000000001
110828,56775,135099,53167,219981,179774,149056,110912,2625,221951,145464,261876,12940,245409,202778,187607,93020,130077,97536,32.0,30.76,31.150000000000013
15965,97618,211847,209364,104476,232438,121530,114656,165713,190467,252724,49998,145746,25886,240617,43530,252741,153992,22252,34.18,32.65,32.410000000000004
233555,92965,68208,232921,64780,201171,123094,254047,137762,48846,199472,139241,3157,244545,173602,141510,87940,175741,58447,34.0,31.26,31.520000000000014
255568,261580,45430,7366,14809,187804,223836,153773,152322,254462,52521,172289,218185,88814,74322,185377,34017,86573,78026,34.45,32.35,32.16000000000002
103702,9453,20023,106381,215463,204359,64324,119021,121713,252864,182098,10988,82411,45370,219905,37702,231486,150587,186378,34.22,33.04,32.640000000000015
52340,167005,174915,208503,137154,242347,152262,99989,221511,198406,207057,232011,241783,131537,39868,217877,99417,8667,251763,34.1,32.55,32.11000000000001
261919,104021,36741,74853,109080,126304,196159,47416,219166,222384,174493,166729,161760,24789,134309,252778,130631,136421,68419,33.11,32.63,32.37000000000001
66508,97992,160606,202385,248928,222756,90926,140744,3654,261682,51819,193549,15375,169534,138572,121491,81654,244221,223231,35.05,32.54,32.67000000000001
27069,54058,225620,3955,51910,121807,188927,32337,66773,81377,77428,59113,3033,46709,175305,166778,108697,245422,71265,33.9,31.83,32.38000000000001
97022,247233,167396,91284,84705,146684,239875,42066,144935,178350,7674,34892,194463,254924,55021,23348,12293,55220,5076,33.73,32.06,31.960000000000008
67726,220268,231466,186081,114996,93863,92537,146175,202506,184920,237583,19787,24617,185026,107008,185799,111736,247029,46235,33.77,31.28,31.43000000000002
15499,63513,150056,40722,133228,150217,221807,110579,95444,184191,173652,50402,235151,167825,91430,189555,135108,135177,234241,33.85,30.11,31.66000000000001
107147,8944,42256,255338,143036,82049,72552,119885,76166,75406,114341,209110,256475,139632,111102,196013,199333,27222,14931,33.89,31.53,31.910000000000007
230792,94086,215179,190801,178340,172651,58401,108216,68057,95658,118503,98153,17064,260470,249973,211483,106908,133287,249919,35.46,31.2,32.610000000000014
191343,47951,16748,169884,30981,209390,187881,168955,84548,110917,129630,5013,81007,114159,20657,102265,67840,247725,51156,33.52,31.9,32.04000000000002
255216,153224,250835,256990,256946,123464,44277,159379,7777,63463,76566,186199,2074,135987,31153,155396,151304,1524,52670,34.38,32.5,31.77000000000001
115494,160101,26756,99781,132697,71847,181106,254097,232578,48829,254841,231305,19378,138105,137473,173792,80745,37750,225442,34.65,31.8,32.110000000000014
195285,110390,233194,47639,51930,79990,123937,74503,171256,191272,124439,211669,197132,132595,168902,250533,82314,256760,178539,35.48,32.71,32.81000000000002
132728,202660,225629,121478,15320,154758,139344,166365,185934,125008,215134,23281,21373,106872,197646,203947,220560,189774,88391,34.65,31.06,31.460000000000015
19450,208573,125321,42635,154069,249665,139702,159823,39263,260111,169531,128121,182805,108258,140430,130285,246312,30534,151420,32.74,29.73,30.950000000000014
133535,3226,184385,74677,114808,184040,152954,20918,225461,252972,149378,183249,69377,200536,145961,44543,72223,1775,221367,33.87,31.37,31.430000000000003
228864,86435,133952,193192,115879,231744,135874,249841,201378,261866,97649,84955,202572,46069,42444,182419,256977,83136,182420,34.54,32.35,32.47000000000001
