generation number, individual number, fitness, candidate
0, 0, 109.39, [248194, 125213, 37895, 32746, 200483, 239988, 233489, 187321, 133965, 232779, 251425, 152347, 14378, 74841, 58689, 227080, 115626, 128745, 14482, 244023, 218460, 226424, 155337, 161750, 223317, 76368, 85760, 246022, 7224, 131661]
0, 1, 106.9, [80520, 91269, 49618, 174704, 154402, 222558, 182015, 78627, 112084, 41296, 139783, 69254, 21032, 38907, 150459, 259101, 251080, 252646, 194489, 119081, 24987, 92936, 108278, 61231, 179540, 153307, 107435, 45742, 240575, 44173]
0, 2, 105.84, [247617, 28802, 193195, 217799, 18506, 36916, 162388, 247520, 119357, 33519, 97201, 193160, 210605, 179743, 78726, 143895, 77044, 165965, 129366, 171311, 242565, 22737, 28219, 138102, 221085, 173192, 169591, 185547, 57595, 57078]
0, 3, 105.07, [147479, 202362, 126938, 233460, 41365, 198589, 253079, 27463, 256052, 198895, 230300, 222130, 105207, 144619, 72737, 252725, 45415, 47014, 215037, 116311, 168950, 216334, 78545, 207722, 242257, 153313, 145178, 13778, 126181, 224783]
0, 4, 104.16, [199498, 23455, 216708, 5618, 69844, 135379, 252, 51603, 214768, 228950, 102726, 215856, 75976, 220982, 28570, 46833, 59789, 218860, 64608, 204385, 61570, 189099, 74385, 254306, 109395, 243909, 221425, 84112, 61013, 169990]
0, 5, 103.63, [57875, 178032, 229861, 231515, 34380, 214586, 137179, 37619, 233301, 78323, 56613, 201904, 66949, 246219, 231362, 20259, 136560, 236341, 201776, 179232, 5192, 10719, 96330, 111980, 59620, 51024, 151507, 4575, 14585, 37696]
0, 6, 103.61, [49035, 45035, 210928, 101594, 91441, 36053, 130694, 100083, 170080, 225297, 70321, 189824, 226704, 14958, 102507, 12150, 87070, 148401, 190712, 246454, 196622, 243474, 163034, 184256, 223195, 71251, 209845, 133095, 113438, 139579]
0, 7, 102.59, [182253, 178802, 12222, 2851, 85382, 85085, 129291, 171675, 239431, 159900, 253885, 1761, 239079, 119167, 177971, 228112, 126112, 42190, 69201, 209156, 172015, 90478, 66888, 86215, 66587, 212524, 223386, 100445, 162677, 141475]
0, 8, 102.28, [138109, 199134, 97345, 144402, 79267, 161354, 183623, 92604, 48703, 196454, 231582, 183226, 251613, 49225, 185421, 218327, 102322, 120492, 160251, 3779, 127666, 151041, 22452, 220137, 135782, 238955, 164567, 140988, 45279, 242658]
0, 9, 101.84, [24035, 43968, 60503, 13681, 213400, 128397, 249039, 128406, 190323, 44992, 106772, 59167, 226348, 15452, 7337, 6723, 26390, 95313, 27875, 129727, 135252, 244512, 153602, 109861, 172427, 144706, 245029, 3895, 179578, 217560]
0, 10, 101.76, [189776, 24301, 173145, 40525, 206540, 217319, 109375, 219795, 95220, 251165, 75352, 127242, 97317, 186519, 56275, 172670, 42138, 161380, 115396, 139520, 74155, 183064, 147540, 229261, 151610, 95790, 63026, 17508, 57809, 101625]
0, 11, 101.25, [235695, 212760, 32342, 38524, 121052, 40376, 106088, 172355, 79958, 13641, 253554, 252570, 163306, 55129, 129709, 222109, 108713, 243245, 103817, 146564, 251000, 206418, 215962, 219911, 155217, 140762, 33272, 155282, 155580, 259918]
0, 12, 101.12, [134495, 128059, 157229, 53737, 19187, 147153, 71436, 72182, 138027, 244551, 247188, 98060, 182242, 71319, 10707, 231797, 208631, 231987, 48432, 238330, 140470, 9516, 44307, 121248, 17457, 10379, 192428, 163872, 147317, 86824]
0, 13, 100.98, [14100, 239870, 146605, 39459, 249447, 190060, 37449, 1087, 222884, 21146, 225462, 33163, 88862, 225411, 210703, 182621, 42867, 247557, 63215, 205828, 121787, 167546, 219923, 243627, 135017, 27980, 15897, 259865, 247977, 67743]
0, 14, 100.98, [201448, 46560, 231228, 21985, 189863, 12034, 76351, 161354, 175270, 24094, 102267, 233649, 102621, 167447, 194554, 9181, 176894, 194361, 28907, 181103, 181219, 7431, 19121, 243779, 49797, 7898, 199328, 243053, 232273, 186269]
0, 15, 100.41, [175074, 159106, 243503, 26303, 138030, 201958, 218207, 173587, 31484, 17229, 81962, 46156, 261445, 121718, 34972, 217033, 90025, 238417, 16361, 190752, 28692, 235082, 229054, 178025, 258465, 201088, 157253, 8328, 27228, 256994]
0, 16, 100.29, [207737, 104074, 129693, 180535, 49020, 247226, 91489, 214208, 192001, 219518, 43796, 237870, 235132, 139996, 113065, 206817, 239455, 98701, 80709, 115193, 250205, 221480, 177124, 201586, 113485, 146522, 163052, 117587, 194195, 146581]
0, 17, 99.63, [171401, 189319, 218066, 184679, 75244, 192539, 110344, 259077, 22100, 230515, 55651, 153254, 110982, 43980, 117217, 144371, 197718, 7924, 209738, 254843, 76233, 140019, 245218, 105095, 164840, 152474, 67472, 244690, 48093, 115106]
0, 18, 99.43, [140484, 144864, 235965, 111214, 240183, 245728, 200412, 160483, 127727, 199584, 245007, 180543, 45711, 143511, 56383, 207963, 206706, 43486, 163131, 251094, 55520, 44238, 76085, 40670, 58089, 90684, 93909, 261696, 88499, 39682]
0, 19, 99.38, [754, 229238, 141199, 131785, 223909, 190190, 183138, 20771, 194161, 171805, 121648, 247587, 165238, 241246, 108068, 112677, 87288, 237724, 162420, 103666, 9782, 258533, 27427, 139990, 179926, 107195, 39277, 196389, 175497, 242614]
0, 20, 99.03, [87924, 44518, 261318, 37856, 190653, 109809, 197698, 42279, 234982, 219227, 245728, 52515, 177384, 256601, 210543, 60352, 115947, 225412, 54352, 130731, 61273, 140839, 53629, 50801, 10448, 146371, 169809, 253673, 112270, 153516]
0, 21, 98.99, [222942, 244912, 23795, 107398, 148133, 52548, 131571, 182708, 147740, 223723, 212576, 39926, 209072, 117327, 143216, 24318, 84967, 17364, 57509, 249107, 141842, 119510, 83428, 163930, 56012, 12323, 251351, 31498, 36875, 155244]
0, 22, 98.95, [27430, 35077, 153951, 252514, 7300, 241182, 1385, 151747, 27525, 242911, 148355, 190895, 256416, 117525, 116158, 10775, 150606, 231001, 131077, 538, 204885, 241586, 250912, 52791, 218206, 200091, 88205, 168440, 15072, 55930]
0, 23, 98.65, [95986, 59548, 251915, 244599, 169461, 107271, 261073, 134495, 120752, 225983, 161886, 203508, 34453, 247407, 166895, 35767, 169884, 153621, 57507, 240935, 152104, 158774, 25605, 12696, 131880, 28673, 162750, 42364, 104252, 9801]
0, 24, 98.44, [47151, 153891, 53871, 131556, 12337, 61841, 156613, 108025, 42346, 249684, 163119, 191662, 127004, 213441, 109087, 36084, 254790, 112724, 105489, 115565, 145104, 252184, 104312, 79238, 70401, 106531, 78730, 17738, 153536, 133571]
0, 25, 98.41, [144593, 164825, 201492, 200133, 21039, 59545, 84378, 132765, 7447, 62554, 103314, 131329, 188344, 139343, 184284, 9437, 241095, 59479, 211096, 109583, 219231, 157008, 177317, 31406, 118340, 251391, 74376, 27472, 172069, 164517]
0, 26, 98.3, [83288, 224479, 20657, 5005, 95744, 219195, 218404, 252080, 29217, 142119, 150972, 185827, 107238, 144423, 129135, 72544, 31367, 238272, 249061, 92751, 52650, 59269, 165958, 254978, 92444, 173633, 5246, 204433, 160943, 253673]
0, 27, 98.17, [39956, 253095, 210595, 85476, 175296, 181137, 148638, 149762, 150446, 55960, 133059, 77204, 244553, 127711, 110262, 135796, 206901, 203070, 99510, 149999, 237450, 144403, 231266, 233911, 99404, 122430, 130007, 171351, 243343, 148937]
0, 28, 97.96, [117313, 165149, 172503, 187685, 250678, 124792, 195433, 138682, 200884, 199061, 235239, 162616, 242749, 143222, 182885, 255942, 257822, 168068, 77288, 124155, 159304, 149966, 227224, 15416, 112234, 65738, 82736, 123078, 35071, 107136]
0, 29, 97.82, [215466, 174465, 155182, 252501, 136214, 43073, 261253, 17167, 92011, 187063, 120263, 140280, 150787, 238124, 109172, 132556, 226716, 170043, 174798, 26731, 151866, 160248, 147900, 151731, 257292, 114829, 259677, 97166, 218116, 192853]
0, 30, 97.73, [101753, 756, 21343, 52792, 219180, 260507, 122620, 72105, 170671, 116943, 62215, 157516, 189717, 251489, 252473, 73848, 262011, 172077, 12849, 183415, 61021, 253056, 28852, 260773, 127690, 148799, 189408, 65047, 170999, 127171]
0, 31, 97.32, [221880, 134033, 119654, 181682, 17597, 225832, 219620, 223789, 129017, 133469, 124614, 143989, 182189, 54054, 40215, 250185, 60327, 76696, 205149, 30541, 185134, 44990, 256287, 58195, 91435, 22756, 256357, 155303, 236638, 40615]
0, 32, 97.15, [124600, 35387, 205934, 117801, 111494, 233080, 25117, 72715, 37849, 25536, 31462, 173423, 210455, 90118, 172240, 115556, 252596, 52323, 177107, 29474, 10440, 157878, 162544, 124617, 202884, 17372, 192699, 185777, 105838, 56982]
