n0,monte_carlo,monte_carlo_max_hop,two_hop
2652,16.72,1.08,1.1500000000000001
1235,1.0,1.0,1
3234,247.32,1.7,1.5999999999999996
5332,1651.62,55.66,61.95000000000009
395,1453.97,18.94,19.570000000000004
593,34.31,1.27,1.1300000000000001
6727,98.19,7.42,10.029999999999914
4389,133.05,2.11,2.139999999999998
771,1626.2,47.59,52.16000000000006
2995,1.09,1.15,1.1
4774,445.85,7.04,5.830000000000003
475,1520.77,34.05,35.31
4156,198.8,1.42,1.5499999999999998
1758,248.88,3.07,2.889999999999997
307,1642.26,67.96,69.12000000000009
704,1598.94,40.68,39.31000000000008
3552,199.39,3.9,4.060000000000009
3425,133.63,1.29,1.4400000000000002
572,1121.6,15.01,16.300000000000004
1971,1565.72,23.61,24.18
743,1646.84,80.16,80.31
4514,34.27,1.12,1.1400000000000001
3477,1.0,1.0,1
484,1.16,1.2,1.2100000000000002
6773,216.03,1.39,1.4300000000000002
4632,1647.3,71.73,71.53000000000006
1014,1645.49,59.69,57.610000000000035
1828,1640.79,62.43,68.01000000000005
5166,148.29,1.59,1.5800000000000005
5139,1.15,1.09,1.1
4775,1011.75,17.9,19.34999999999991
506,1645.17,34.05,37.590000000000046
4727,1.0,1.0,1
4796,972.87,18.31,18.3899999999999
3249,280.81,2.34,2.9299999999999966
406,1.06,1.13,1.1
1811,198.41,2.94,2.81
381,1496.33,19.21,20.12000000000001
4560,1.0,1.0,1
7032,1.07,1.09,1.11
1090,1.0,1.0,1
2372,98.75,1.48,1.4200000000000004
3433,1651.14,53.84,60.92000000000005
1181,1.0,1.0,1
4429,365.67,6.36,8.100000000000058
964,214.19,1.66,1.69
4676,527.0,5.1,5.640000000000002
2527,17.67,1.21,1.1300000000000001
4589,148.24,1.8,1.5899999999999996
6685,116.0,3.96,3.420000000000008
5586,34.2,1.22,1.2400000000000002
1480,1558.28,34.37,36.70000000000005
844,564.04,3.7,3.8500000000000014
4764,115.9,1.9,1.6599999999999993
4679,1599.48,45.44,44.70000000000003
5233,790.11,7.99,8.510000000000009
1539,298.56,2.77,2.459999999999999
3050,795.05,8.5,10.610000000000047
798,1481.9,35.68,38.059999999999945
4487,331.18,1.59,1.7200000000000004
5833,164.37,3.08,3.8800000000000145
514,1444.92,18.36,19.169999999999995
4623,380.34,2.15,2.3200000000000003
488,1.0,1.0,1
5070,164.73,4.91,4.070000000000014
1687,1651.69,148.17,159.36999999999978
4066,150.79,2.19,3.510000000000009
5573,17.94,1.34,1.3200000000000003
4355,1240.71,27.08,29.48999999999999
3502,1.11,1.07,1.1
6367,1036.73,12.9,15.70999999999991
2573,661.86,7.32,7.840000000000016
3814,230.15,2.09,2.4999999999999987
4796,1006.5,21.04,18.3899999999999
3712,1568.15,45.63,48.90999999999995
2962,18.22,1.37,1.3300000000000003
2455,1.0,1.0,1
2035,690.89,9.3,7.950000000000012
6507,32.96,1.06,1.11
1472,66.91,1.29,1.3400000000000003
5726,99.82,1.26,1.2200000000000002
6388,100.19,1.24,1.3400000000000003
1999,1.0,1.0,1
670,1.0,1.0,1
4705,779.42,7.92,7.460000000000002
2459,217.18,3.19,3.680000000000009
4302,115.88,1.1,1.1800000000000002
4055,987.89,14.33,14.150000000000025
2813,132.74,1.9,1.8399999999999994
5975,1.09,1.13,1.1
3676,198.89,1.57,1.4200000000000002
2358,350.15,3.59,3.3700000000000006
4988,50.97,1.18,1.1400000000000001
599,1.1,1.09,1.1
967,1645.01,48.94,57.47000000000007
4193,182.28,1.59,1.5200000000000005
3425,133.5,1.52,1.4400000000000002
1351,991.59,8.21,11.200000000000005
6202,1.1,1.08,1.1
2802,81.6,1.15,1.1900000000000002
