n0,monte_carlo,monte_carlo_max_hop,two_hop
1857,1.04,1.06,1.0482161355276913
3034,1.26,1.05,1.0652494345905719
3075,1.26,1.26,1.180403054107498
1034,2.04,1.68,1.6846986619926707
1582,1.32,1.3,1.232012432012432
5773,1.02,1.0,1.011111111111111
358,1.0,1.0,1
697,2.74,1.95,2.2075290558540774
1121,1.38,1.54,1.5118336961339172
2027,1.04,1.08,1.0484882059077594
6645,1.0,1.05,1.0189408386566159
4148,1.0,1.02,1.0135135135135136
1715,1.0,1.0,1
3282,1.38,1.1,1.1045529487589327
5258,1.08,1.05,1.065122972181669
248,1.0,1.0,1
3761,1.01,1.03,1.0197180403565957
3992,1.1,1.07,1.1714798119371774
3712,2.97,3.01,3.023046185224114
3198,1.0,1.0,1.0111661604003286
4054,1.0,1.0,1.0154867456242995
4695,1.06,1.06,1.078988016207306
1574,1.06,1.06,1.03140394139449
6803,1.02,1.0,1.0175438596491229
3298,1.01,1.02,1.0321351041554698
733,7.22,5.57,5.975825637961443
3973,1.07,1.04,1.026944120542185
1918,1.0,1.0,1
6217,1.08,1.17,1.116847124467687
163,1.96,1.62,1.5594985397100982
5743,1.02,1.02,1.0278738369223404
2185,1.0,1.0,1.0320221400567853
4261,1.02,1.01,1.0060975609756098
3339,1.03,1.04,1.0178571428571428
3885,4.55,2.9,2.7827995973161355
3105,2.67,2.32,2.2135335174174284
5947,1.0,1.0,1
931,1.0,1.0,1
5430,1.22,1.07,1.1666666666666667
2116,1.5,1.21,1.1573912280026653
795,1.89,1.74,1.7459401697892545
6670,2.0,2.0,2.0
516,1.0,1.0,1
3165,1.04,1.04,1.032438032314164
5080,1.0,1.0,1
6795,1.04,1.0,1.0316884373488147
3090,2.91,1.72,1.9440681059211324
882,1.0,1.0,1
5413,1.05,1.04,1.033894111825829
475,5.85,2.96,3.1443987164154064
2772,1.02,1.07,1.04
1920,1.0,1.0,1
5663,1.51,1.27,1.2636903119365672
704,2.76,2.51,2.2247957183606513
4076,1.11,1.07,1.0231991129557219
5322,1.02,1.01,1.020990196073671
4233,5.56,5.04,4.949368436960137
1703,2.88,2.03,1.984449209667736
4763,1.04,1.0,1.0127764356712128
6622,1.03,1.03,1.032614110224859
1164,4.75,2.97,3.083826623613125
4970,1.13,1.06,1.0727844491731635
527,1.29,1.27,1.3059320121761218
4421,1.07,1.04,1.0634316510646926
306,1.04,1.05,1.0494623064618784
4003,1.2,1.25,1.2070035108671597
5749,1.34,1.22,1.1734665711321688
1588,1.02,1.02,1.0121951219512195
1214,5.47,4.09,4.536502242594038
7047,1.01,1.03,1.0099800304391322
4742,1.0,1.02,1.007936507936508
3737,1.01,1.02,1.0152897695737353
5971,1.02,1.02,1.02467969969761
4787,1.02,1.08,1.0666691419193817
3646,1.47,1.19,1.2238835320871386
2340,1.86,1.91,1.8576661582917693
4565,1.03,1.05,1.0140845070422535
2922,1.06,1.18,1.1233137222822236
7004,1.25,1.3,1.2857813140192322
3490,3.27,2.45,2.436867501484215
1105,1.76,1.75,1.613126692196441
1296,2.57,2.52,2.333783321482789
6261,1.19,1.11,1.191677606377404
4925,2.0,2.0,2.0
799,1.0,1.0,1
4356,1.1,1.13,1.1628578899098092
5653,1.0,1.07,1.05
2570,1.06,1.0,1.091885216548925
5751,1.09,1.02,1.0709532063338567
2924,1.18,1.22,1.1201944418117311
5274,1.42,1.46,1.4772081969980366
6909,1.13,1.01,1.0644405195892093
4052,1.5,1.64,1.5540462376641266
4125,1.02,1.11,1.0309520178163432
5111,1.01,1.08,1.0338497629827508
1619,1.55,1.43,1.5197013045140313
2529,1.07,1.03,1.0446347814771195
1230,1.01,1.0,1.005082772524633
2914,6.49,3.38,3.4290404623314292
4331,1.01,1.0,1.0234038802092602
