n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
5102,2092,6076,2937,6514,5656,6893,6061,5341,4342,237,6884,3814,6356,2040,5316,424,26.27,23.65,23.956488657410983
1284,927,3045,3842,7114,2019,3119,4454,835,4701,2042,107,5989,1775,3343,2289,1491,26.75,22.02,22.128802014193425
7106,6272,3190,1307,6241,6530,589,1136,5062,5058,3644,1037,1083,14,43,1715,6337,25.35,23.34,23.886955970028243
1765,1358,1363,2369,2569,1629,4417,5552,5125,1677,1488,5657,1612,3139,2447,176,2958,28.12,23.7,23.90596505274882
3398,1359,1193,2161,533,2718,2468,6696,4940,4801,27,4882,5553,5797,2768,540,2539,33.1,26.75,26.905387639442967
2911,6705,2507,3938,5705,2586,1513,3942,3871,5772,1442,466,2098,187,6142,2929,6921,25.75,23.64,23.599898324277422
3311,148,4497,6453,3431,2999,3083,4739,6891,74,3709,382,5797,1482,5109,1609,975,29.08,26.51,25.637700084393018
6190,2015,6713,3786,2821,4198,2906,4298,2055,6353,3791,885,4831,6130,6397,6530,3008,24.06,22.55,22.562968747449748
7042,2423,300,3546,746,1707,2791,4201,5003,2970,1214,2784,2258,5755,4465,754,2559,30.83,26.68,27.358252964327104
5619,2595,2508,1453,6543,640,5134,1219,5907,5645,2533,3963,1323,5899,397,663,4920,21.82,20.21,20.290502856650544
4370,3325,260,1944,6066,4865,2816,6769,2049,3732,5332,3455,1192,456,5229,268,6567,25.91,22.72,23.010213757953338
4043,2737,6868,1696,1069,5993,4620,1087,5164,6455,3390,873,1382,3559,3055,1222,481,23.92,23.51,22.965895363648528
6920,3445,2415,1156,3712,5082,6981,1386,4277,3715,3998,5642,5976,2602,3924,2244,2384,41.71,35.27,35.69263973758563
3850,3307,1200,922,3088,6734,4356,1469,5136,4090,7109,2772,1475,730,4029,2230,4220,33.64,31.68,31.8196853553541
6406,4490,7105,4119,2959,516,6439,6513,6347,2913,5690,4812,5439,281,6222,2504,2977,24.15,21.53,21.32700909205694
4581,5771,5474,2300,6842,3978,2169,6305,5659,5865,2407,2785,5322,1463,4756,6978,94,28.14,24.5,25.198770804631447
3885,4480,6338,2053,2669,5502,2242,3792,2366,6690,4098,5303,5518,6534,2921,2849,2243,25.11,22.99,22.57238449755868
5276,2831,6044,6784,3346,2867,6904,1412,7102,5638,3684,2984,2738,4244,1162,4336,1361,21.64,20.57,20.107710295616485
1627,6853,2965,6994,3909,2317,5664,645,5895,5495,5983,3413,1407,5052,6392,4758,4230,20.28,19.97,19.801573624994024
5452,3447,2479,5109,4531,6346,7103,5217,2217,5901,226,1602,1310,4804,3613,5112,5325,23.35,20.17,20.46644509134908
