generation number, individual number, fitness, candidate
0, 0, 492.97, [21508, 9017, 19423, 9710, 12365, 12781, 2072, 3501, 20511, 3651, 676, 15244, 2115, 7007, 4164, 2654, 20373, 6264, 6610, 13556, 3345, 14599, 16994, 17439, 9572, 21281, 339, 13096, 11275, 9124, 15003, 4416, 12927, 7504, 5901, 1653, 12842, 14807, 10711, 9184, 25006, 18866, 1217, 20478, 14924, 231, 22598, 2741, 13929, 24330]
0, 1, 489.58, [24924, 12212, 20511, 12545, 2741, 21012, 4164, 24057, 14265, 22691, 22598, 543, 18208, 1653, 23382, 17655, 676, 7712, 19865, 9710, 6610, 16994, 14807, 3909, 12365, 14924, 5107, 19423, 18866, 2072, 21508, 14599, 13556, 2115, 13008, 12781, 15244, 15003, 1488, 6264, 9785, 9829, 7307, 24330, 21281, 4952, 4416, 15108, 5901, 10711]
1, 0, 494.85, [21508, 9017, 19423, 9710, 4241, 13096, 12781, 12365, 23134, 23382, 14599, 3909, 3501, 3651, 24330, 20511, 7007, 6264, 2115, 11275, 2654, 4164, 676, 15244, 6610, 16994, 5901, 9572, 3345, 20373, 15003, 17439, 12927, 21281, 9124, 339, 25006, 18866, 2741, 4416, 1217, 22598, 14924, 7504, 20478, 14807, 9184, 10711, 231, 13929]
1, 1, 492.97, [21508, 9017, 19423, 9710, 12365, 12781, 2072, 3501, 20511, 3651, 676, 15244, 2115, 7007, 4164, 2654, 20373, 6264, 6610, 13556, 3345, 14599, 16994, 17439, 9572, 21281, 339, 13096, 11275, 9124, 15003, 4416, 12927, 7504, 5901, 1653, 12842, 14807, 10711, 9184, 25006, 18866, 1217, 20478, 14924, 231, 22598, 2741, 13929, 24330]
2, 0, 495.36, [21508, 13801, 19423, 9710, 6700, 17439, 4241, 12781, 13096, 4952, 12365, 23134, 14599, 23382, 24330, 11275, 15244, 6264, 3909, 5901, 7007, 3501, 3345, 2654, 20373, 15003, 20511, 21281, 16994, 2115, 9572, 676, 12927, 9124, 4164, 6610, 15559, 18866, 4416, 1217, 22598, 14924, 7504, 339, 14807, 20478, 10711, 9184, 231, 13929]
2, 1, 494.85, [21508, 9017, 19423, 9710, 4241, 13096, 12781, 12365, 23134, 23382, 14599, 3909, 3501, 3651, 24330, 20511, 7007, 6264, 2115, 11275, 2654, 4164, 676, 15244, 6610, 16994, 5901, 9572, 3345, 20373, 15003, 17439, 12927, 21281, 9124, 339, 25006, 18866, 2741, 4416, 1217, 22598, 14924, 7504, 20478, 14807, 9184, 10711, 231, 13929]
3, 0, 496.91, [21508, 13801, 3345, 9710, 19423, 15003, 7307, 6700, 12781, 20478, 17439, 14599, 4241, 4952, 13096, 23134, 12365, 6264, 24330, 11275, 23382, 15244, 5901, 20373, 7007, 20511, 21281, 2654, 676, 3909, 9124, 3501, 12927, 16994, 18866, 9572, 4416, 1217, 2115, 22598, 15559, 14924, 7504, 6610, 339, 14807, 10711, 9184, 231, 13929]
3, 1, 495.36, [21508, 13801, 19423, 9710, 6700, 17439, 4241, 12781, 13096, 4952, 12365, 23134, 14599, 23382, 24330, 11275, 15244, 6264, 3909, 5901, 7007, 3501, 3345, 2654, 20373, 15003, 20511, 21281, 16994, 2115, 9572, 676, 12927, 9124, 4164, 6610, 15559, 18866, 4416, 1217, 22598, 14924, 7504, 339, 14807, 20478, 10711, 9184, 231, 13929]
4, 0, 503.55, [21508, 13801, 3345, 9710, 1000, 19423, 14599, 24330, 11275, 20478, 12781, 6700, 7307, 15244, 5901, 17439, 4241, 4952, 6264, 20373, 23134, 20511, 13096, 12365, 21281, 676, 9124, 23382, 7007, 3501, 7689, 2654, 12927, 4416, 1217, 2115, 3909, 22598, 16994, 15559, 9572, 14924, 7504, 6610, 339, 14807, 10711, 9184, 231, 13929]
4, 1, 496.91, [21508, 13801, 3345, 9710, 19423, 15003, 7307, 6700, 12781, 20478, 17439, 14599, 4241, 4952, 13096, 23134, 12365, 6264, 24330, 11275, 23382, 15244, 5901, 20373, 7007, 20511, 21281, 2654, 676, 3909, 9124, 3501, 12927, 16994, 18866, 9572, 4416, 1217, 2115, 22598, 15559, 14924, 7504, 6610, 339, 14807, 10711, 9184, 231, 13929]
