n_nodes,influence,n0,n1,n2,n3,n4
5,999.7600,736,844,727,113,860
5,999.7600,736,844,727,113,860
5,999.7600,736,844,727,113,860
5,999.7600,736,844,727,113,860
5,999.7000,736,860,408,727,844
5,999.7000,736,860,408,727,844
5,999.7000,736,860,408,727,844
5,999.7000,736,860,408,727,844
5,999.7000,736,860,408,727,844
5,999.7000,736,860,408,727,844
5,999.7000,736,860,408,727,844
5,999.7000,736,860,408,727,844
5,999.7000,736,860,408,727,844
5,999.7000,736,860,408,727,844
5,999.7000,736,860,408,727,844
5,999.7000,736,860,408,727,844
