n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
42445,19772,51750,6328,9494,70239,12337,47931,7602,17086.8,448.31,482.4400000000004
66510,28140,4914,11265,56838,54810,9156,31544,11889,17097.55,102.8,112.04000000000002
72226,55642,7747,74115,16226,29260,8108,75642,51993,17082.72,431.15,462.7999999999995
6499,28977,6105,72963,17455,37959,54937,18907,70868,16914.05,85.52,80.36000000000003
15439,74830,40433,73434,23688,13507,74868,24624,48810,16571.82,69.0,69.24000000000004
12770,71793,8229,73972,7812,26995,65066,69693,56045,16750.3,71.62,67.88000000000021
41175,61027,59399,47393,39291,32561,23562,31994,10728,16236.59,69.81,63.12000000000002
75290,39354,68838,64895,45020,58829,37740,9594,15475,17106.51,148.42,156.0800000000002
67100,54804,21621,44833,19920,64089,55272,5138,10173,17093.62,223.65,245.92000000000007
73148,75107,41123,44580,45898,65100,59795,9012,12267,15362.23,43.0,43.27999999999999
35381,62141,8519,7952,40580,75752,58411,37302,50566,15898.93,52.0,55.00000000000007
45482,2957,60515,46591,22026,15347,64709,7727,28600,17099.57,131.45,157.55999999999983
37674,16952,32455,52153,51242,65078,10561,21805,58875,13504.66,25.52,26.23999999999998
52644,72016,36416,17947,56429,72118,36493,54433,47024,13330.64,30.01,31.160000000000025
49865,30245,19781,10876,23097,19830,30403,30583,1581,16925.73,96.23,98.79999999999984
63565,23900,34438,36953,536,19094,54912,70069,48398,17090.86,890.85,1200.559999999998
74231,41761,16448,67566,7076,59853,73304,51429,52175,16747.62,87.64,93.84000000000026
52294,51658,13570,63114,52486,8158,24983,8827,27363,17081.46,131.86,137.24
57753,21273,14408,44571,6891,13419,30,74289,19826,17090.04,1197.07,2058.960000000002
70335,13299,47659,3342,9216,27256,49313,19470,33063,17090.06,145.38,152.32000000000016
45533,47731,62147,16101,15119,63972,61078,62966,63417,16754.94,110.4,110.47999999999797
40875,11257,18889,13393,44909,34702,62733,21160,67676,17096.87,166.78,171.51999999999998
3027,26897,69239,47415,19215,71194,3544,69220,39071,17097.56,173.8,184.12
11928,34224,67947,48064,21894,46621,29201,69807,70984,16770.19,61.11,66.23999999999997
65889,43209,29234,25578,31377,52518,29719,26203,67847,15580.53,39.83,34.27999999999997
64589,46604,3798,3661,36623,61897,33970,25381,45125,17080.97,414.58,466.99999999999767
58619,45812,47793,10556,28896,13389,29733,61614,25782,16573.49,48.25,45.759999999999955
44267,26787,63262,250,62845,45089,11112,15716,50926,17101.36,356.86,402.12000000000035
26125,62656,23399,56875,43583,11370,51883,60707,52610,17089.16,89.03,90.64000000000017
11130,20821,22282,16651,3610,19811,60994,19159,62174,16400.77,34.34,37.59999999999999
45928,20435,71913,71864,17168,2804,1866,13470,69020,17094.13,235.49,274.32000000000045
18251,56860,25533,27661,3669,33008,27889,38399,65688,17092.43,433.47,524.6799999999995
31527,42728,33995,71349,54920,17180,7982,46371,60052,17091.35,65.55,66.67999999999998
67732,55132,65752,17139,69707,19901,68617,66918,2451,16915.77,54.06,58.75999999999998
57688,24000,515,19634,22589,18554,62061,15772,72938,17099.68,449.05,502.5199999999985
8094,42727,67941,69563,72802,63240,13907,73439,7447,16584.38,87.61,97.24000000000017
32570,25074,36296,5531,12811,66547,59267,73626,3652,16084.01,84.59,79.68000000000029
8305,58097,42678,66263,67130,26136,36331,59289,66605,14002.03,23.36,23.43999999999999
69898,62657,66552,32460,68578,34025,73336,26553,58658,14527.82,32.17,32.640000000000065
17974,54609,15941,51427,57949,41416,9508,31541,56143,16253.28,125.78,111.2399999999997
9584,27877,39685,16036,20243,47996,18740,33175,17990,17102.51,110.87,104.88000000000018
61307,28781,12337,52200,63866,21337,29322,21163,56560,16397.48,40.56,38.359999999999985
67581,52928,44448,55217,25656,46742,41749,12084,47966,15371.92,55.55,52.84000000000006
2553,44299,72620,60118,57731,2370,50376,43450,67821,17090.05,197.93,228.99999999999787
38725,67143,8426,14791,29957,13733,11018,34808,35641,16062.16,94.55,92.48000000000039
5188,23796,35447,16981,55345,33896,53208,19577,70333,17086.43,174.2,168.79999999999762
67473,74789,64829,42866,11725,36577,7540,24031,55747,13842.24,29.88,32.03999999999998
9491,35248,2206,11608,34151,10976,29151,8732,34662,17086.91,189.38,188.12000000000003
15948,59477,1513,44453,72491,54756,35108,16937,5663,17100.96,155.04,180.36000000000013
69063,31252,14346,21161,34327,6603,23743,26446,40893,17087.42,87.44,85.64
39977,69610,26983,38005,58417,65547,23317,35457,45482,14199.33,24.78,26.119999999999983
2380,32826,4843,2011,2416,66277,72227,24832,67401,17086.57,687.32,809.2399999999998
62227,32201,58596,13930,56646,64880,71553,51522,66412,15049.01,32.56,33.44000000000003
40341,28204,30089,44918,26034,18313,53044,45554,7128,17106.38,85.87,87.83999999999989
17015,1868,9269,33501,56458,21397,7261,11073,49922,17092.62,242.08,244.4
66314,36953,31747,38411,5929,60221,24294,20648,35263,16062.55,53.85,56.60000000000015
58435,474,34503,47728,43113,71706,42406,32040,4515,17088.99,385.76,458.43999999999994
40573,28556,46738,23980,140,43952,50020,10995,62212,17105.24,998.76,1618.759999999999
36559,65898,26342,32529,66156,648,11908,34625,11764,17094.84,330.73,371.0400000000001
18856,52364,5461,51639,2948,39275,39877,30514,11073,17095.46,115.68,110.72000000000001
69361,20349,51054,42747,64774,19590,37247,18972,5739,17092.37,88.99,83.63999999999992
67237,56261,66262,18259,68649,66108,74511,2107,30138,17108.53,226.64,240.52000000000015
11153,4084,5486,17444,47278,13751,49364,59164,73207,17091.42,184.05,208.6799999999976
6655,2469,69657,32054,64132,34575,434,59893,9189,17092.48,790.22,1143.680000000001
65925,70149,12051,68942,8657,62109,33055,9758,34807,16576.38,80.39,81.19999999999982
30773,26898,30243,60337,64742,50142,10058,62784,37659,14187.65,28.56,28.839999999999986
6127,25990,10154,19323,43486,33284,39900,74417,17490,17086.51,173.04,180.15999999999997
1634,63231,7950,63674,35228,13044,28533,64174,38123,17083.06,882.53,1112.52
67703,37426,60904,61066,61124,15532,71968,26116,40851,16915.99,68.86,69.19999999999997
11253,61989,2294,37956,60158,10022,66403,58910,35213,16933.46,76.36,71.99999999999997
50704,27503,27618,9779,11836,18578,68690,34315,47127,17095.1,88.71,89.96
17380,66682,36643,14768,47865,30327,65259,63719,51652,17098.08,58.19,58.27999999999994
3255,20849,470,64447,59082,53139,39577,18442,54549,17103.21,395.34,455.24000000000024
45083,49296,41428,15847,43427,228,42539,44338,52200,17080.2,339.03,394.6400000000004
15734,25656,1536,37988,33189,48787,8516,51498,51139,17088.8,374.2,421.7199999999982
10013,47278,56105,36065,6326,36783,13331,6765,37437,17105.3,403.88,416.99999999999824
19518,32679,34829,57178,66972,41366,24883,48935,56065,16243.92,29.89,30.239999999999988
3802,52434,72633,71988,26664,10561,6484,53855,59095,17087.4,483.92,678.9999999999999
18162,37513,63645,6419,72103,16686,22382,61890,54377,13325.23,33.42,34.43999999999996
45044,36929,39029,33520,34100,53242,31282,39431,63331,14509.86,30.53,30.360000000000028
73049,51690,15694,21932,21188,9852,27246,65615,65152,16401.99,67.84,70.39999999999975
72140,28839,59373,43625,58977,56023,18297,71799,25219,15735.69,45.76,43.64000000000006
31992,11890,22897,44820,72859,11939,41849,31342,48274,13159.08,28.51,27.959999999999994
33863,74660,26495,2632,54104,50179,54248,68703,27525,17097.62,261.92,280.04
49396,35420,44328,8134,65292,36374,75272,47204,16498,16262.36,52.77,54.079999999999984
65981,69366,28306,12137,35523,32565,50405,52396,58439,14699.79,21.69,20.399999999999995
56601,40896,2858,16678,4226,55731,62032,64202,23,17100.44,1097.34,1782.7200000000034
9586,51317,69187,61361,58844,32566,14292,29333,20234,14373.29,115.17,101.91999999999804
19931,68467,14272,59942,11141,72286,5183,179,16469,17092.74,298.9,346.0399999999997
30484,74630,4927,39817,16772,33003,69239,57334,14697,17085.58,138.97,146.35999999999999
13034,9221,39367,68738,25126,50866,34194,29305,150,17076.61,845.81,1352.040000000001
1371,70448,39520,60383,36517,41465,31766,62299,68980,17095.19,223.96,239.76000000000036
30771,71696,32382,3837,53976,40291,7249,2855,25443,17099.4,140.81,145.48000000000005
65314,55052,10628,33719,29863,55616,48525,29725,64611,15555.06,68.81,76.60000000000024
4469,44309,55123,47489,51951,25962,885,38287,66175,17080.31,161.99,181.64000000000004
8838,26898,64971,26268,40857,25419,30252,60963,29024,15886.78,46.1,46.76000000000005
34736,38657,14287,64980,24551,29271,63576,54660,7394,16413.36,59.86,57.87999999999996
19186,51571,7124,27911,3097,18600,54445,6794,7882,17087.91,102.86,108.19999999999986
24130,51553,58935,41182,14838,10402,21709,43154,24993,17088.59,102.49,108.91999999999993
24315,68786,61291,4180,40871,49626,49005,43476,57990,17106.28,87.13,92.64000000000001
