n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
207969,150423,215470,21120,127148,199810,68582,9652,118,38162,173753,153743,123274,253104,199158,192632,97821,62.31,43.71,44.56184434940431
83725,201887,5738,71486,128146,210217,51932,191319,228722,108529,238701,141113,141361,178795,24696,50589,147696,64.06,47.3,47.10353156750724
145126,183375,211058,191073,69604,173775,210597,159920,179749,23097,221323,111332,87970,259584,24414,94932,209789,59.79,43.21,42.76348114527202
107464,210968,65663,116709,183401,24583,198067,51684,183696,166440,208774,76332,25572,249396,11975,154290,236654,64.74,46.08,46.74277085231044
52657,217030,171810,239252,94471,127586,244511,218293,238422,50783,134912,150964,168970,254288,182953,233939,211158,70.19,46.2,47.23074100759261
132039,255950,240200,7450,166062,94732,64197,157744,112640,79776,93684,154443,31348,23511,131113,230707,177895,70.12,47.24,48.80506984687549
137694,52199,30624,159438,173733,70224,81862,188482,51438,99564,126810,58389,36203,156589,55020,218629,226895,65.43,46.23,47.543349043157676
229634,183035,136876,3282,49478,203963,44339,4471,169865,87270,146209,237092,175991,162598,162167,80248,98207,89.64,57.01,57.96371451954272
98934,138247,102017,75798,33248,177924,128124,14109,48588,110857,155695,195641,261705,104271,25160,257156,115671,64.73,44.08,45.38401682538114
64306,211200,256706,23345,233899,158120,175693,228189,233180,116945,117229,205496,217909,99619,208692,20046,135446,55.6,41.42,43.528376108738925
111783,123451,79550,184987,214049,107233,246605,22526,50369,195694,178305,69683,118320,127838,189432,205528,252988,62.77,43.29,44.34001545583553
45122,4860,5733,141018,32373,65834,154511,210181,94646,49167,67190,131789,118366,86360,243164,135495,66784,60.99,41.37,42.10574328559901
257310,107628,242989,230501,110557,160478,127245,70238,157937,124442,172041,125446,128980,37272,189077,98953,130193,57.01,42.55,42.95607886267038
80130,166322,210958,122489,84774,96069,172816,42737,254480,239363,241979,162383,98577,182046,158081,69678,83915,74.83,49.85,51.20036076608675
169370,104407,255594,127925,191183,207995,41467,245527,216974,76228,146763,1623,163521,117796,252878,14969,47861,72.15,47.18,48.440192625464704
