n0,n1,n2,monte_carlo,monte_carlo_max_hop,two_hop
250618,226258,248467,4.88,4.9,4.8900000000000015
222574,14824,24008,5.64,5.01,5.140000000000002
22248,94649,219021,5.09,4.48,4.580000000000002
44324,192930,212064,5.78,4.67,5.200000000000002
175565,223827,80776,5.06,5.02,4.990000000000002
65951,158844,55631,5.67,4.84,4.990000000000002
159069,9367,152359,5.11,4.69,4.750000000000002
178584,41519,262070,4.88,4.85,4.810000000000001
112897,167371,103162,5.59,4.87,5.140000000000002
210677,189533,225507,5.53,5.09,5.170000000000002
260785,133448,248878,4.56,4.42,4.590000000000002
97533,142652,245291,5.64,4.94,5.150000000000002
116615,131613,70317,5.53,5.01,5.160000000000002
236246,9417,228336,5.33,5.06,5.160000000000002
7194,95424,121869,5.26,4.82,4.830000000000002
244277,83483,237961,6.01,5.12,5.180000000000002
99618,111047,233777,5.53,5.16,5.170000000000002
231752,137822,43119,5.38,4.75,5.120000000000002
146934,46513,61898,5.84,4.75,5.150000000000002
60451,6254,46326,4.46,4.44,4.460000000000001
85234,45505,35834,6.01,5.1,5.1800000000000015
133737,133752,94290,5.59,4.77,5.110000000000002
261798,134673,176810,5.93,4.87,5.170000000000002
146771,47669,260879,4.86,4.65,4.830000000000002
234244,116821,208865,5.32,5.02,5.130000000000002
108703,192518,137721,5.44,4.9,5.190000000000002
237658,238152,199985,5.11,5.44,5.150000000000002
95487,207027,155578,5.45,5.16,4.880000000000002
92743,94866,257157,5.25,5.1,5.100000000000001
225172,252156,116855,5.56,5.16,5.1400000000000015
42253,250329,197657,5.46,5.36,5.200000000000002
104821,187472,193616,5.31,5.2,5.100000000000001
120954,171680,139029,5.91,5.18,5.190000000000002
65510,128454,73164,5.38,5.06,5.170000000000002
242439,130564,131292,5.46,5.29,5.170000000000002
135106,217979,208723,5.55,5.12,5.160000000000002
92779,173456,231434,5.53,5.02,5.1400000000000015
119193,235851,236762,5.65,5.41,5.170000000000002
120851,91953,148820,5.49,4.95,5.190000000000002
190286,241259,146166,4.9,4.57,4.890000000000002
189732,119682,127561,5.47,5.2,5.130000000000002
172722,58146,246571,5.64,5.24,5.170000000000002
85109,213564,183388,5.21,4.65,5.100000000000001
218897,43534,229820,5.33,5.0,5.190000000000002
238011,161571,70290,4.34,4.24,4.260000000000002
202633,238912,125767,4.93,4.7,4.830000000000002
81150,79507,250966,5.52,4.95,5.040000000000002
209520,185127,217859,5.02,5.14,5.210000000000002
132185,147374,135724,5.37,5.13,5.160000000000002
133000,170764,161430,5.44,5.31,5.150000000000002
154126,106606,81748,5.38,4.94,5.1800000000000015
191608,54478,128163,4.71,4.91,4.7200000000000015
134189,96101,244882,5.37,5.05,5.190000000000002
179367,163385,231229,5.42,4.81,4.810000000000002
19759,205594,215062,5.69,5.13,5.170000000000002
89511,190303,2207,4.92,5.14,5.1800000000000015
237935,213662,50175,4.98,4.18,4.440000000000001
261375,195240,27828,4.94,4.83,4.860000000000001
15403,150579,171156,5.27,4.76,4.740000000000001
12821,71591,155110,5.35,5.17,5.090000000000002
59406,178907,229504,5.04,4.65,4.830000000000002
240082,27856,197753,5.21,5.11,5.190000000000002
136934,35782,223856,5.44,5.28,5.160000000000002
69688,64181,216202,5.45,4.88,5.100000000000001
55175,247354,230839,5.35,5.31,5.140000000000002
15829,110865,235396,5.24,5.02,5.110000000000002
187947,199074,8355,6.31,4.97,5.190000000000002
14888,94989,94429,5.7,5.03,5.130000000000002
45057,65405,176361,5.44,5.14,5.140000000000002
6145,21732,30205,5.2,5.03,5.090000000000002
250232,17685,6643,5.55,5.2,5.170000000000002
10715,191213,240813,4.98,4.39,4.7200000000000015
5543,97805,67027,5.28,5.04,5.170000000000002
33498,213215,245357,5.71,5.29,5.1800000000000015
41187,192620,48166,5.74,4.7,5.150000000000002
137125,181271,507,5.38,5.17,5.200000000000002
101073,154522,11314,5.53,5.45,5.130000000000002
208183,259522,64966,4.98,5.11,4.960000000000002
39693,254493,9507,4.44,3.96,3.960000000000001
1099,90230,246012,5.79,4.98,5.180000000000002
161281,164562,194631,5.5,4.97,5.150000000000002
195999,29652,74980,5.92,5.23,5.120000000000002
88398,128125,8076,5.35,5.13,5.120000000000002
80841,117611,144573,5.52,4.98,5.150000000000002
200794,158637,193972,5.44,5.11,5.120000000000002
11998,236459,69190,5.67,5.08,5.100000000000001
198092,105343,226084,5.63,4.9,5.200000000000002
162947,184901,40227,4.64,4.25,4.380000000000001
123936,251339,59120,5.33,5.36,5.140000000000002
24498,173232,180196,5.87,5.1,5.120000000000002
82917,219781,26751,5.62,4.77,5.130000000000003
6344,117393,206676,5.43,5.19,5.1800000000000015
229313,248537,33432,5.28,4.98,5.120000000000002
135865,153342,204750,5.19,4.95,5.190000000000001
103010,127643,134952,5.47,5.39,5.130000000000002
85972,37704,229230,5.95,5.15,5.130000000000002
251587,89404,67920,5.6,5.27,5.200000000000002
68639,158879,254458,5.26,5.46,5.150000000000002
110036,171262,4727,5.4,5.09,5.160000000000002
183362,146263,251396,5.79,5.3,5.170000000000002
