n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
812,587,841,82,496,780,267,310.47,24.83,24.669999999999995
37,0,149,678,600,481,988,333.94,51.38,54.11999999999999
777,752,382,327,788,22,279,320.36,31.15,31.35999999999999
500,821,202,747,893,423,932,293.9,20.74,21.669999999999998
551,552,698,96,197,576,566,293.14,22.64,23.179999999999996
716,824,746,271,678,822,624,297.97,21.04,21.279999999999994
702,90,864,434,343,95,370,313.53,28.36,28.64999999999999
819,419,824,256,455,716,96,280.5,22.17,22.450000000000003
773,201,717,650,815,298,99,321.14,26.39,27.059999999999995
974,46,602,924,205,847,671,308.7,24.74,25.119999999999997
934,369,498,955,852,931,198,275.5,20.84,20.279999999999998
527,589,660,993,714,913,824,266.4,17.59,18.919999999999998
515,999,938,29,648,370,250,318.03,26.72,27.669999999999995
616,440,311,365,603,122,91,330.12,27.08,27.609999999999992
512,901,694,537,203,119,622,302.09,24.03,24.069999999999993
678,274,319,736,200,388,495,302.07,22.99,23.439999999999998
228,141,611,214,854,886,897,300.43,22.71,24.55999999999999
714,534,12,193,796,173,17,330.61,40.4,40.38999999999999
663,340,571,926,687,635,633,307.02,20.35,19.080000000000002
313,383,386,540,398,296,129,305.92,23.14,23.599999999999994
695,500,55,189,433,608,764,323.12,28.38,27.979999999999997
407,98,451,251,825,91,913,303.99,24.75,24.029999999999994
617,686,891,910,456,457,802,289.14,20.03,20.499999999999996
851,389,815,78,529,436,482,316.65,23.09,23.060000000000002
310,722,836,418,963,87,196,302.15,23.19,23.759999999999994
764,696,272,462,499,739,802,275.92,19.16,19.800000000000004
988,176,18,22,550,126,257,330.28,36.38,38.65
603,821,369,192,262,514,462,316.18,21.77,25.36999999999999
337,949,529,260,420,949,900,308.98,18.51,23.029999999999998
431,626,497,274,616,486,672,311.01,26.26,26.199999999999992
490,503,145,738,386,508,313,308.64,26.57,26.01
649,824,478,331,375,675,166,329.21,25.35,25.93
994,935,945,634,385,711,617,295.85,21.81,22.049999999999994
272,327,661,407,998,499,746,316.75,20.75,21.509999999999998
812,161,959,847,297,573,6,321.28,48.6,51.05000000000001
638,460,987,58,186,30,624,320.29,30.0,29.669999999999995
792,583,114,698,735,379,370,291.33,22.65,24.099999999999994
960,509,873,603,63,941,197,307.43,25.2,26.749999999999993
158,970,275,628,15,432,825,326.02,35.91,37.179999999999986
801,819,833,537,503,77,480,314.26,24.23,24.48999999999999
237,102,379,370,985,148,697,282.17,23.73,26.23999999999999
640,249,621,325,147,38,643,314.97,32.07,33.379999999999995
684,99,731,107,46,661,489,322.53,32.6,32.97999999999999
473,741,921,70,644,31,718,322.03,25.26,24.749999999999993
564,130,631,852,946,85,164,296.14,25.05,26.05999999999999
632,646,933,271,929,858,914,250.68,18.67,18.249999999999996
669,462,511,710,20,810,652,325.22,33.22,35.06999999999999
140,837,966,193,930,956,451,314.89,25.73,26.339999999999982
490,797,450,457,571,283,488,284.96,20.89,20.38
729,593,65,851,819,298,372,302.04,23.43,25.699999999999985
292,368,962,34,85,514,878,320.64,27.57,28.589999999999996
282,286,280,989,484,441,454,314.12,24.2,26.209999999999994
944,380,32,730,87,255,835,314.55,33.37,35.69999999999999
619,653,244,548,763,33,756,318.26,27.7,29.340000000000003
177,344,379,32,53,974,757,336.54,29.66,31.619999999999994
783,769,972,214,717,443,351,306.82,20.99,19.689999999999998
906,79,161,749,692,116,409,314.9,26.78,28.11999999999999
560,138,475,760,506,654,76,317.61,26.77,28.169999999999995
131,75,358,532,31,190,538,329.05,34.82,34.78999999999999
725,153,188,288,756,154,519,315.01,25.12,24.889999999999993
582,870,397,815,228,967,226,289.0,20.55,21.49
712,577,732,932,128,429,707,308.98,24.66,25.049999999999994
167,775,324,246,574,586,4,331.17,41.88,43.91000000000001
805,824,582,395,192,778,333,301.79,24.55,23.659999999999993
875,390,538,451,9,407,865,326.59,40.2,40.44000000000001
543,564,870,677,139,733,239,314.22,25.38,25.629999999999995
660,556,824,760,381,278,682,305.65,18.92,19.78
189,995,152,168,706,640,137,307.78,23.22,23.14
393,76,62,12,40,483,777,333.91,46.65,47.309999999999995
60,117,666,728,553,102,689,311.1,32.75,33.95999999999999
376,609,32,61,555,230,805,326.75,34.95,35.68999999999998
416,230,781,578,704,944,973,297.68,20.25,21.720000000000002
300,94,482,79,741,587,884,314.92,24.9,25.659999999999993
60,172,915,677,448,122,981,332.13,30.34,34.819999999999986
114,718,182,51,700,941,31,328.02,29.69,29.929999999999986
768,860,692,746,435,666,725,268.9,21.21,21.579999999999988
293,261,454,237,206,835,879,324.05,24.55,24.689999999999998
669,797,548,806,660,219,284,303.11,21.87,21.499999999999996
606,13,261,539,809,749,762,328.84,31.86,32.72
997,992,725,892,700,338,795,310.84,19.62,18.860000000000003
529,95,598,609,660,33,370,330.7,32.49,32.56
375,707,119,231,971,781,28,320.74,28.0,30.019999999999985
369,943,708,970,348,446,702,325.67,20.31,22.749999999999996
852,994,52,352,142,31,10,335.62,41.47,44.309999999999995
344,69,496,2,474,848,270,330.33,43.82,44.38000000000001
89,693,604,630,279,235,135,317.44,27.98,27.71999999999999
128,429,558,186,248,678,393,323.37,25.25,25.709999999999994
608,439,577,529,641,850,491,311.97,18.17,19.919999999999998
950,276,259,140,306,909,33,333.22,32.44,33.99999999999999
197,776,459,107,827,180,589,303.01,24.13,24.949999999999992
111,970,950,828,2,525,164,329.62,47.91,45.96
122,155,606,402,485,497,882,314.5,26.73,26.729999999999997
890,543,785,710,554,831,814,291.78,18.7,18.6
481,220,862,659,920,397,158,309.07,22.05,22.810000000000002
788,941,469,890,932,875,10,331.49,32.61,32.31
345,427,257,327,136,292,379,321.62,27.41,25.61
602,875,694,371,228,5,798,329.92,38.95,42.48
312,180,84,417,637,635,786,310.1,26.78,27.01999999999999
237,948,657,91,198,389,421,309.71,23.95,23.629999999999995
128,771,932,935,857,151,532,307.64,25.99,26.209999999999994
