n0,n1,n2,n3,n4,n5,n6,n7,n8,monte_carlo,monte_carlo_max_hop,two_hop
2201,9325,1033,4179,1931,8117,7364,7737,6219,104.29,22.6,22.940646377496765
3439,1537,7993,464,6386,7090,9952,34,7297,209.18,45.18,46.15488218616913
4363,3748,9685,1674,5200,501,365,416,8870,156.18,32.05,31.856692923020326
150,6245,3548,6915,475,8644,3632,7174,8123,127.95,29.63,28.663201638252346
9058,3818,5663,3782,3584,7530,4747,352,6818,79.38,24.64,24.763031842116625
9116,1638,3045,4856,1980,5450,8205,6915,8318,109.59,25.23,25.730205494785537
3110,4970,4655,9626,8181,8278,6444,9650,565,111.53,25.82,25.191519084941625
7868,3977,6623,6788,2834,6014,8991,6139,1416,93.2,21.76,21.175512050591983
7191,8330,1768,2682,8535,6443,6070,8023,484,96.62,21.84,22.28020330142001
7689,712,5054,9718,9472,6448,2791,2762,8228,108.55,24.73,24.12089970234797
3718,201,3268,8841,8983,3803,6626,8417,5633,96.0,25.36,27.502709020874587
9466,5788,7522,4411,8978,9976,93,6286,8396,127.58,28.98,29.2332193850612
2117,8498,9197,3366,6981,919,7882,5975,9338,102.57,21.26,20.98622998584907
9083,3274,8269,6773,7945,5845,6789,5670,25,240.97,52.91,54.0299473459054
8822,8849,5425,7506,9828,458,3761,2903,9023,97.77,21.94,22.288537196108514
9575,2961,1500,9028,4182,531,1154,1363,273,155.21,29.61,29.278092675590223
7421,238,4607,4088,4401,1793,3024,5643,4756,105.78,25.98,26.283604018831106
1138,2743,2615,4181,8640,2754,4471,4824,7449,91.73,24.28,24.203711536738968
5275,8134,7762,1870,387,5111,6333,5625,6896,98.93,22.98,23.05765161837894
3080,4233,1781,4152,8357,3425,9922,7072,341,94.72,25.69,24.982101925834698
3692,292,6509,2399,578,2625,7301,8295,6990,121.78,28.11,27.98187865745726
8924,3614,8463,7386,3656,8583,502,6470,9434,91.4,21.43,21.60742318997524
5263,6984,963,4892,2059,3475,777,5019,1158,127.24,30.61,29.580604060656523
1252,5084,4880,2592,6818,9255,4134,2136,138,153.28,31.05,30.315555407792978
9186,621,9676,3565,9343,7550,2810,8337,613,100.87,26.03,25.807954296655318
6192,3283,5684,1622,3371,9394,7093,9689,3180,99.83,23.28,23.23481696779416
8066,1710,6390,4850,8259,8188,281,5330,6591,108.75,26.09,26.15460796265395
4609,296,2571,3290,5369,9229,2214,5555,7032,111.23,24.97,25.5263155389886
3490,4366,1579,6213,8972,5633,8754,7938,8724,91.3,21.69,22.150901128911006
3844,1070,661,1387,2179,2780,2728,8818,3489,135.64,27.0,27.12903410147034
4391,5443,9833,8288,4182,6031,5551,5575,1866,113.12,20.43,20.961860438052664
4771,3853,9895,8008,2217,9502,9030,1708,5254,69.83,21.66,19.89090763170613
641,6661,1199,6229,2413,2048,5585,1879,9624,130.84,28.46,28.814109944645143
6193,1255,9351,9015,3665,9272,1339,4370,5978,111.74,20.64,21.67731364352435
4842,9247,8753,1872,7500,4541,1765,749,4845,132.1,24.58,25.181734737860676
202,238,1502,6775,1885,655,3078,3926,9614,140.5,32.5,32.371037929531866
6897,2654,1893,7387,2742,3955,2604,1684,7128,112.29,22.3,23.690911280884915
6197,8895,4817,9014,4151,7815,5152,1640,3401,84.77,20.01,20.036989162646748
5200,649,446,172,4842,9774,5246,7370,6410,135.39,32.01,32.26605086574586
5132,6529,1031,1051,5199,9854,7468,1824,4097,88.5,25.61,24.43755814307337
3525,8895,7682,5829,4244,3001,8873,3405,5035,73.71,19.17,19.526053277310414
3263,4036,5905,1333,4600,1464,7338,1482,9410,84.59,20.66,21.63447213750983
5552,3726,6397,5026,672,5361,3060,5189,9486,97.38,24.76,25.667907750825883
4961,4027,5477,1653,8916,9486,9764,1508,4015,64.71,23.35,22.032797501186057
3607,333,3993,6582,1185,4391,9030,1161,1230,108.21,29.91,29.959039590310212
352,162,4764,5884,8081,7681,2526,1653,8215,149.06,33.58,33.186644923457195
5375,1263,8343,2838,2942,2450,2318,5239,5007,84.71,23.54,22.726732161574585
1751,8427,9861,4808,2069,3387,2321,8937,520,127.07,25.75,25.53811235578566
5178,9059,3365,2918,4897,7088,8806,2586,795,83.64,22.59,22.658760714046956
