n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,monte_carlo,monte_carlo_max_hop,two_hop
33481,46993,69473,3801,61030,32643,6796,20558,14838,48731,61481,32318,49906,17103.08,233.98,245.2399999999999
71271,13365,75227,32680,1718,28407,53497,36632,23865,51044,20919,9428,18188,17091.61,159.89,161.9199999999999
58305,16606,17333,232,696,27453,28243,21739,21821,37919,41110,26068,70677,17106.43,720.11,899.6000000000004
26840,23811,25805,50229,39162,2827,47341,54382,21752,19097,34578,8537,43496,17074.87,403.02,420.67999999999796
39499,443,44288,8653,40626,46576,40116,63012,41391,24218,63074,61936,23084,17100.73,466.01,538.1200000000002
7471,33578,2997,46877,52991,2368,71967,54896,47996,49330,75827,1189,59352,17099.65,578.86,660.2399999999984
6124,23713,25758,15600,32255,60582,45138,67173,46503,68773,32885,60666,14162,17077.18,76.6,83.08000000000004
48142,38779,4801,56751,11951,27326,44661,67224,47530,19424,44559,36133,71453,17090.38,288.42,312.2400000000001
12068,40953,41523,40130,23262,10249,19512,40541,63411,21171,6363,10611,69930,17073.85,153.81,159.28000000000003
53200,4171,31108,45066,32795,59724,55280,19087,7301,4288,64692,43802,27139,17097.48,508.03,548.4799999999976
17114,73930,17403,54240,13976,22127,56958,48889,19561,7703,55134,38641,18507,17094.53,109.16,105.84000000000003
59395,22189,68445,59446,63983,41641,62789,35918,38144,61614,52925,19202,14753,16402.2,60.47,60.43999999999998
49414,69697,23513,65447,44365,23608,11683,64469,35692,67525,71840,65906,47359,15045.66,29.11,29.39999999999999
8271,46622,4498,40068,47635,73310,36811,63659,34715,38515,44574,23415,1517,17093.08,449.27,517.2400000000002
62167,71695,32858,42717,35872,60678,37857,65581,46736,45597,35897,45296,53538,15562.17,51.33,48.59999999999995
45881,22606,58954,47746,43822,67913,18593,69381,21780,26037,47451,62552,37074,16939.63,71.66,71.88000000000017
10333,54608,22521,67692,55154,39671,72510,35481,3620,25637,20974,57811,23690,17107.6,250.92,276.52
28709,23662,5486,61811,29654,21724,7096,17501,14526,41595,23795,63263,25344,17091.0,191.91,196.23999999999754
71869,4673,54459,60991,46019,49846,9434,26786,31175,49022,86,45943,53133,17088.85,582.72,743.4800000000006
