n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,monte_carlo,monte_carlo_max_hop,two_hop
30939,39753,13522,51912,62767,20312,11809,8718,2597,52637,72011,37929,7713,29088,68201,70343,47218,17111.83,280.79,339.83999999999986
36265,22631,13917,34304,28101,3360,34112,35618,25353,21603,40612,37963,48810,11366,44224,50847,66316,17099.09,133.96,141.72000000000014
32620,23303,32417,62074,36699,11710,71780,39353,945,38265,75021,40863,66633,25575,54256,55539,37775,17090.38,1009.55,1283.0799999999986
56497,59162,21144,30569,39991,34033,5667,10626,6071,60643,36756,68009,70073,61766,44937,19013,25634,17110.41,62.01,60.03999999999996
8708,54105,26564,57822,36215,24078,46639,57137,42030,73207,26045,42406,13235,8075,29998,36369,31118,16919.5,110.86,96.88000000000017
16009,43393,23270,38132,60164,3365,5611,46803,10827,37445,42876,2383,42311,37879,42162,20042,53795,17097.29,170.76,197.5199999999974
10191,38457,25089,58214,38272,17883,32774,50021,20827,43425,75116,1231,47621,5871,59609,22225,47866,17108.39,340.08,406.40000000000055
47542,38054,74901,12727,57583,27162,55568,27252,14892,7777,8153,7244,22107,19613,5359,71595,64312,17094.61,450.51,488.7199999999999
32644,42130,4662,16026,69368,38391,53650,26248,62621,26446,31701,57516,53821,64479,4832,28712,55210,17090.39,222.2,228.31999999999965
58130,32582,56077,28274,65349,24603,4148,4824,33343,33211,31770,68901,27271,30338,54674,34299,18573,17103.33,293.64,323.4400000000001
42600,6720,41224,74100,15316,74672,52817,5308,64787,50786,12177,56375,27645,75013,21686,44117,38824,17101.11,125.27,137.12000000000032
61764,41292,55048,69209,28211,35166,44371,51404,65062,9749,36710,25068,5838,51747,16729,35316,7927,17103.38,186.66,201.0800000000003
21923,60892,74606,61890,52917,51176,28644,429,27681,20544,1718,33729,15189,51876,49949,29141,72169,17116.76,435.46,519.2400000000008
6999,26433,21220,43338,73711,61801,68997,57624,3459,10353,4480,14800,64072,73505,33679,18187,5423,17084.29,302.6,329.5200000000005
47522,10445,68548,1382,38920,45470,9795,11159,71221,59476,49959,26915,40785,50938,30631,63786,52436,17105.21,330.14,356.23999999999813
12467,10118,15001,47956,67171,56879,54511,58227,8771,25670,39623,62741,55373,15489,73176,21938,48706,17096.08,94.78,103.83999999999995
21341,23114,19569,42802,64783,44379,33896,71023,639,22112,729,40870,15853,71427,14527,63767,63471,17103.65,410.28,461.3200000000004
68984,9920,68251,32170,53893,38463,46765,30042,23647,221,6936,41061,71314,61214,74493,40062,66409,17103.46,273.21,288.79999999999995
57770,57942,51354,18437,32990,47471,44570,17465,56806,10821,18866,23287,37403,48757,25885,75495,45932,17102.25,190.29,201.20000000000022
12250,10100,52762,23550,43207,48744,42817,22888,39397,3037,2634,68673,11627,47057,12897,20770,23907,17089.75,592.25,715.5199999999996
64912,75217,10079,15312,22547,62800,29120,39697,53229,31120,64203,28982,40589,48184,30194,42810,70415,17086.11,114.0,118.55999999999999
69436,59229,52457,66359,52515,41042,37194,57447,53944,1727,32936,24103,70804,60101,73549,47749,52978,17121.03,169.99,162.11999999999998
50940,3659,20454,67017,8875,60056,45534,40925,11972,33803,63367,29119,62501,8688,19493,31240,9054,17107.39,224.37,237.68000000000023
39218,17385,6145,21406,52154,71714,70581,34384,2428,68729,32163,20646,12682,26933,4161,41486,10740,17082.94,292.67,319.2399999999999
15960,35471,8029,37887,22586,19555,54389,17038,10657,73394,47750,340,72398,20418,65870,53991,20211,17117.51,283.62,340.84000000000015
28187,39074,63463,66531,8886,49279,22024,21419,33563,67480,51291,70431,39696,52510,43046,22316,50699,17094.01,696.8,782.9999999999997
8116,55454,3676,36516,2490,39845,19990,11248,20535,15199,2015,30411,30313,72551,1128,62482,69761,17091.86,710.86,878.3199999999958
24260,59284,49736,44070,22619,69510,24635,14045,62247,46764,39996,54186,4879,27787,33511,40290,62584,16955.04,111.84,101.76000000000026
44452,10919,30937,41423,13573,5012,42250,69087,62409,46276,10683,23217,5656,65285,68043,71518,32751,16908.13,142.06,146.35999999999822
5107,26325,9351,44091,18065,40442,15306,66526,66755,118,9370,29639,35942,2394,4495,1377,62663,17099.09,943.07,1396.0799999999979
18987,27936,47164,32664,45215,39076,50916,52773,4461,22657,54040,64709,8378,66929,66706,39160,73380,17093.64,212.77,234.8400000000002
37077,27208,57331,42184,22920,28142,2352,62732,57306,36168,43430,53361,53682,42101,27546,33552,36653,17094.59,81.96,80.52000000000005
66993,11352,3942,52827,34546,37636,17354,40996,11369,21756,12075,27735,33239,28327,65436,14945,44629,17085.76,187.63,195.43999999999804
1042,59719,74720,26703,21819,12256,32002,68036,12494,14942,41431,38876,74350,19760,9923,23497,3567,17100.33,304.4,324.2000000000005
23734,27021,34462,4568,42522,43010,47747,21280,22527,28176,6489,7005,21044,7534,34327,64731,13662,17091.52,260.04,313.8000000000002
26159,18061,51418,62753,71585,64996,70859,42429,47473,56360,53190,4746,4965,23754,20042,46946,28737,17103.03,272.68,304.7199999999978
38885,31230,47669,75211,25498,45098,50291,47668,70198,14663,29426,24986,45643,24253,70058,27867,2778,17118.79,398.56,437.24000000000024
3533,15437,25052,38911,42154,70917,65186,5420,40138,51488,21461,18296,49243,60784,45958,46651,766,17099.02,713.5,1019.6400000000011
